task,item_id,entity_type,entity,correct,intuitive,intuitive_2,question,prefix,population_correct,population_intuitive,population_ratio,condition,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_intuitive_first_token,logits_intuitive,logits_deltas_intuitive,mean_logprob_correct,mean_logprob_intuitive,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_intuitive,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_intuitive,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_intuitive_first_token,control_logits_intuitive,control_logits_deltas_intuitive,control_mean_logprob_correct,control_mean_logprob_intuitive,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_intuitive,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_intuitive,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recognition,9,country,Switzerland,Bern,Zurich,Geneva,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,intuitive_first,False,"The capital of Switzerland is either Zurich or Bern. In fact,","The capital of Switzerland is either Zurich or Bern. In fact, the capital of Switzerland is",27,1.6365108,7,[11.690362930297852],[6.487886905670166],4,"[13.910836219787598, 10.602681159973145]","[0.26955896615982056, 4.763568878173828]",-4.820918,-2.3533812,intuitive,False,-4.820918,-4.7067623,intuitive,False,-4.820918,-2.6004448,intuitive,False,0.3162811,1743,[1.9682188034057617],[-1.2790659666061401],664,"[2.8100132942199707, 10.239812850952148]","[-2.2120518684387207, 4.2257561683654785]",-14.76912,-8.12663,intuitive,False,-14.76912,-16.25326,correct,True,-14.76912,-13.927326,intuitive,False,The capital
capitals-recognition,9,country,Switzerland,Bern,Zurich,Geneva,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,intuitive_first,False,"The capital of Switzerland is either Zurich or Bern. In fact,","The capital of Switzerland is either Zurich or Bern. In fact, the capital of Switzerland is",28,1.956694,5,[12.724202156066895],[0.3557486832141876],4,"[13.266664505004883, 11.18055534362793]","[-2.3911263942718506, 6.595628261566162]",-2.9531567,-1.9089963,intuitive,False,-2.9531567,-3.8179927,correct,True,-2.9531567,-2.4106944,intuitive,False,0.33577493,2221,[1.6455751657485962],[2.701185703277588],1052,"[2.283815860748291, 10.558446884155273]","[-0.9894121289253235, 5.703115463256836]",-14.84911,-8.041781,intuitive,False,-14.84911,-16.083563,correct,True,-14.84911,-14.21087,intuitive,False,The capital
capitals-recognition,9,country,Switzerland,Bern,Zurich,Geneva,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,intuitive_first,False,"The capital of Switzerland is either Zurich or Bern. In fact,","The capital of Switzerland is either Zurich or Bern. In fact, the capital of Switzerland is",29,1.2539327,3,[12.28113842010498],[-0.3038082718849182],4,"[12.16540241241455, 12.174348831176758]","[0.5620794296264648, 8.816646575927734]",-3.3755653,-2.0761538,intuitive,False,-3.3755653,-4.1523075,correct,True,-3.3755653,-3.4913013,correct,True,0.3315928,1498,[1.9962111711502075],[1.7304232120513916],1426,"[2.038975477218628, 11.282193183898926]","[-0.5546159148216248, 7.794106483459473]",-14.396187,-7.828256,intuitive,False,-14.396187,-15.656512,correct,True,-14.396187,-14.353422,intuitive,False,The capital
capitals-recognition,9,country,Switzerland,Bern,Zurich,Geneva,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,intuitive_first,False,"The capital of Switzerland is either Zurich or Bern. In fact,","The capital of Switzerland is either Zurich or Bern. In fact, the capital of Switzerland is",30,1.5224888,5,[11.799901962280273],[2.460275411605835],4,"[11.876376152038574, 13.512100219726562]","[-1.6901870965957642, 7.808846950531006]",-3.415186,-1.7665813,intuitive,False,-3.415186,-3.5331626,correct,True,-3.415186,-3.3387117,intuitive,False,0.51672274,1072,[2.1674461364746094],[-1.1668753623962402],1489,"[1.8844343423843384, 12.340970039367676]","[-3.0554745197296143, 5.4296183586120605]",-13.526458,-7.175735,intuitive,False,-13.526458,-14.35147,correct,True,-13.526458,-13.809469,correct,True,The capital
capitals-recognition,9,country,Switzerland,Bern,Zurich,Geneva,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,intuitive_first,False,"The capital of Switzerland is either Zurich or Bern. In fact,","The capital of Switzerland is either Zurich or Bern. In fact, the capital of Switzerland is",31,1.2600813,2,[11.982128143310547],[3.623926877975464],4,"[11.139808654785156, 14.493236541748047]","[2.9522111415863037, 7.701598644256592]",-3.0723186,-1.9942567,intuitive,False,-3.0723186,-3.9885135,correct,True,-3.0723186,-3.914638,correct,True,0.53271955,1328,[1.9422587156295776],[0.1988961547613144],2504,"[1.3932571411132812, 12.789735794067383]","[2.737053394317627, 4.203803539276123]",-13.641897,-7.2805905,intuitive,False,-13.641897,-14.561181,correct,True,-13.641897,-14.190899,correct,True,The capital
capitals-recognition,9,country,Switzerland,Bern,Zurich,Geneva,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,intuitive_first,False,"The capital of Switzerland is either Zurich or Bern. In fact,","The capital of Switzerland is either Zurich or Bern. In fact, the capital of Switzerland is",32,1.9556376,2,[12.3152437210083],[4.939321994781494],4,"[11.359214782714844, 15.41873836517334]","[1.1636415719985962, 4.163094997406006]",-2.0983806,-1.5449506,intuitive,False,-2.0983806,-3.0899012,correct,True,-2.0983806,-3.0544095,correct,True,0.50871783,1230,[1.9194128513336182],[-0.9981844425201416],1521,"[1.7347159385681152, 13.13922119140625]","[-1.4199244976043701, 3.883490562438965]",-13.815883,-7.146258,intuitive,False,-13.815883,-14.292516,correct,True,-13.815883,-14.00058,correct,True,The capital
capitals-recognition,9,country,Switzerland,Bern,Zurich,Geneva,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,intuitive_first,False,"The capital of Switzerland is either Zurich or Bern. In fact,","The capital of Switzerland is either Zurich or Bern. In fact, the capital of Switzerland is",33,2.1879046,2,[12.933002471923828],[4.942178249359131],4,"[11.210613250732422, 15.455490112304688]","[-2.1336519718170166, 6.618045806884766]",-1.3701714,-1.5616763,correct,True,-1.3701714,-3.1233525,correct,True,-1.3701714,-3.0925608,correct,True,0.8971205,1315,[1.6741071939468384],[1.373992681503296],1757,"[1.4225308895111084, 13.061307907104492]","[-2.7359821796417236, 4.91810941696167]",-13.315671,-6.907924,intuitive,False,-13.315671,-13.815848,correct,True,-13.315671,-13.567247,correct,True,The capital
capitals-recognition,9,country,Switzerland,Bern,Zurich,Geneva,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,intuitive_first,False,"The capital of Switzerland is either Zurich or Bern. In fact,","The capital of Switzerland is either Zurich or Bern. In fact, the capital of Switzerland is",34,2.07141,1,[13.496085166931152],[-5.189150333404541],5,"[10.361226081848145, 16.196928024291992]","[-2.991309881210327, 4.694254398345947]",-0.6916321,-1.9185479,correct,True,-0.6916321,-3.8370957,correct,True,-0.6916321,-3.826491,correct,True,0.85992396,1077,[1.8202317953109741],[2.3573663234710693],2487,"[1.0076217651367188, 13.554283142089844]","[4.527338981628418, 5.740062236785889]",-13.222628,-7.0843205,intuitive,False,-13.222628,-14.168641,correct,True,-13.222628,-14.035237,correct,True,The capital
capitals-recognition,9,country,Switzerland,Bern,Zurich,Geneva,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,intuitive_first,False,"The capital of Switzerland is either Zurich or Bern. In fact,","The capital of Switzerland is either Zurich or Bern. In fact, the capital of Switzerland is",35,2.7737021,3,[12.048553466796875],[2.7107882499694824],6,"[9.458490371704102, 16.681222915649414]","[-0.9098532199859619, 11.8587064743042]",-1.5888721,-2.0929663,correct,True,-1.5888721,-4.1859326,correct,True,-1.5888721,-4.178935,correct,True,0.79906625,865,[2.1036627292633057],[-0.07825718820095062],1405,"[1.6041654348373413, 14.16789436340332]","[0.028939059004187584, 10.86678695678711]",-13.077486,-6.8251424,intuitive,False,-13.077486,-13.650285,correct,True,-13.077486,-13.576983,correct,True,The capital
capitals-recognition,9,country,Switzerland,Bern,Zurich,Geneva,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,intuitive_first,False,"The capital of Switzerland is either Zurich or Bern. In fact,","The capital of Switzerland is either Zurich or Bern. In fact, the capital of Switzerland is",36,3.0074725,3,[11.887203216552734],[-1.1901651620864868],11,"[8.603742599487305, 18.65473747253418]","[1.279414415359497, 5.837310314178467]",-1.8091915,-2.547138,correct,True,-1.8091915,-5.094276,correct,True,-1.8091915,-5.0926523,correct,True,1.3316365,943,[2.0147383213043213],[-3.2894058227539062],1445,"[1.549997091293335, 15.947587966918945]","[-1.0391968488693237, 1.2866123914718628]",-12.471458,-6.4751267,intuitive,False,-12.471458,-12.9502535,correct,True,-12.471458,-12.936199,correct,True,The capital
capitals-recognition,9,country,Switzerland,Bern,Zurich,Geneva,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,intuitive_first,False,"The capital of Switzerland is either Zurich or Bern. In fact,","The capital of Switzerland is either Zurich or Bern. In fact, the capital of Switzerland is",37,2.8722763,5,[10.814952850341797],[13.452396392822266],20,"[8.29333209991455, 19.1520938873291]","[3.988131046295166, 1.2070316076278687]",-3.2864356,-2.904453,intuitive,False,-3.2864356,-5.808906,correct,True,-3.2864356,-5.8080564,correct,True,1.3600236,1883,[1.359907627105713],[2.6154394149780273],1976,"[1.303993821144104, 15.572659492492676]","[2.5671613216400146, -0.9426820278167725]",-13.349931,-6.709529,intuitive,False,-13.349931,-13.419058,correct,True,-13.349931,-13.405845,correct,True,The capital
capitals-recognition,9,country,Switzerland,Bern,Zurich,Geneva,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,intuitive_first,False,"The capital of Switzerland is either Zurich or Bern. In fact,","The capital of Switzerland is either Zurich or Bern. In fact, the capital of Switzerland is",38,3.0844748,2,[13.464571952819824],[5.401877403259277],40,"[8.581460952758789, 18.907367706298828]","[8.973625183105469, 10.202701568603516]",-1.6605031,-3.2720397,correct,True,-1.6605031,-6.5440793,correct,True,-1.6605031,-6.5436144,correct,True,1.5305156,1903,[1.9141312837600708],[4.577845096588135],1974,"[1.8499823808670044, 15.009865760803223]","[5.212142467498779, 5.172183990478516]",-13.195051,-6.636436,intuitive,False,-13.195051,-13.272872,correct,True,-13.195051,-13.2592,correct,True,The capital
capitals-recognition,9,country,Switzerland,Bern,Zurich,Geneva,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,intuitive_first,False,"The capital of Switzerland is either Zurich or Bern. In fact,","The capital of Switzerland is either Zurich or Bern. In fact, the capital of Switzerland is",39,3.7181196,2,[13.941778182983398],,13,"[11.290541648864746, 20.71799659729004]",,-2.0518231,-2.3519511,correct,True,-2.0518231,-4.7039022,correct,True,-2.0518231,-4.7030597,correct,True,2.6219797,1432,[4.014209270477295],,1167,"[4.274190425872803, 16.884077072143555]",,-11.543733,-5.652687,intuitive,False,-11.543733,-11.305374,intuitive,False,-11.543733,-11.2837515,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",0,3.5254164,9412,"[0.06617071479558945, 1.6304889917373657, 2.1270101070404053]","[0.43120619654655457, -0.09235761314630508, 0.7991719841957092]",24286,"[-1.3125344514846802, 2.278869867324829, 2.460533857345581]","[1.4383232593536377, 2.3076982498168945, 4.585427284240723]",-10.315741,-10.334932,correct,True,-30.947222,-31.004797,correct,True,-11.706437,-13.085142,correct,True,8.823871,6861,"[1.445717453956604, 1.9827229976654053, 3.9059510231018066]","[-0.12599456310272217, 0.8544320464134216, 1.0608845949172974]",10846,"[0.9120650887489319, 2.4432804584503174, 3.574265480041504]","[2.49969220161438, 1.5190671682357788, 4.290142059326172]",-9.456191,-9.394934,intuitive,False,-28.368574,-28.184801,intuitive,False,-10.449526,-10.983178,correct,True,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",1,7.9233828,6396,"[0.24656027555465698, 1.0971453189849854, 1.77008056640625]","[1.4260176420211792, -0.17978107929229736, 2.807023525238037]",10624,"[-0.22466589510440826, 2.6746997833251953, 4.814121723175049]","[1.530388593673706, 3.750623941421509, 5.691568374633789]",-10.2836685,-8.599626,intuitive,False,-30.851006,-25.798878,intuitive,False,-10.444661,-10.915887,correct,True,8.450949,8202,"[0.8449411392211914, 1.9163001775741577, 2.9895360469818115]","[0.10213003307580948, -0.5958453416824341, 1.6393623352050781]",2201,"[2.0343410968780518, 2.552065372467041, 5.539007186889648]","[1.1437103748321533, 4.340447902679443, 6.511934757232666]",-9.952136,-8.091126,intuitive,False,-29.85641,-24.273378,intuitive,False,-10.69766,-9.508261,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",2,9.331383,2807,"[0.8931934237480164, 0.7679454684257507, 3.174362897872925]","[0.05243106558918953, 2.287574052810669, 5.479455471038818]",4134,"[0.6279230713844299, 3.8100264072418213, 7.121608257293701]","[1.5558534860610962, 0.9421036839485168, 4.323537826538086]",-9.757098,-7.33032,intuitive,False,-29.271296,-21.99096,intuitive,False,-9.583797,-9.849068,correct,True,8.443717,14677,"[0.6399844288825989, 1.065203070640564, 3.064513683319092]","[2.248324394226074, -1.226491093635559, 5.022812843322754]",4692,"[1.986847162246704, 4.186247825622559, 8.001509666442871]","[0.6377788782119751, 1.7866121530532837, 3.3020379543304443]",-10.735115,-7.256555,intuitive,False,-32.205345,-21.769665,intuitive,False,-11.474278,-10.127416,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",3,9.33095,3831,"[0.6521788239479065, 2.0192129611968994, 5.812217712402344]","[-0.9893865585327148, 1.3565140962600708, -1.4374803304672241]",1463,"[1.2816942930221558, 3.2721447944641113, 7.9198079109191895]","[1.9208338260650635, 0.3035731315612793, 1.1143271923065186]",-8.457386,-6.700382,intuitive,False,-25.372158,-20.101147,intuitive,False,-9.793991,-9.164475,intuitive,False,8.994111,7355,"[1.6158168315887451, -0.06386739760637283, 5.228903770446777]","[-0.5674914121627808, 1.1222847700119019, -1.246446132659912]",6455,"[1.754136085510254, 3.9526584148406982, 8.226339340209961]","[2.868758201599121, 1.2652738094329834, 4.595090389251709]",-10.055869,-7.089004,intuitive,False,-30.167608,-21.267012,intuitive,False,-10.474688,-10.336369,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",4,8.764147,8377,"[-0.013827220536768436, 2.3025176525115967, 4.270532608032227]","[0.4107712507247925, -0.7182056307792664, 4.8007330894470215]",512,"[2.024134397506714, 2.73498272895813, 6.765505790710449]","[4.386968612670898, -1.0339866876602173, 2.244173288345337]",-8.971156,-6.9333267,intuitive,False,-26.91347,-20.79998,intuitive,False,-10.574749,-8.536787,intuitive,False,8.756826,10908,"[1.0320360660552979, 0.5042500495910645, 3.827652931213379]","[1.7556381225585938, 0.9275789856910706, 5.781633377075195]",1825,"[2.6840744018554688, 3.9570858478546143, 8.777933120727539]","[2.086812734603882, -2.1028120517730713, 1.0216002464294434]",-10.519552,-6.6789284,intuitive,False,-31.558657,-20.036785,intuitive,False,-10.941993,-9.289954,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",5,8.980486,11336,"[0.22246243059635162, 1.4962868690490723, 5.913486003875732]","[-1.925963044166565, 0.3320300877094269, 0.13966616988182068]",42,"[4.017547130584717, 1.8155126571655273, 6.853382587432861]","[-1.1979050636291504, 1.1751705408096313, 0.09695859253406525]",-8.936053,-6.9481845,intuitive,False,-26.80816,-20.844553,intuitive,False,-10.906114,-7.111029,intuitive,False,8.708358,6329,"[1.6254427433013916, 0.9110066890716553, 6.003117561340332]","[-1.7365885972976685, 0.5165767073631287, 1.647767186164856]",1010,"[3.1590311527252197, 2.117295026779175, 7.841929912567139]","[2.8573689460754395, 0.11480768769979477, 1.9542932510375977]",-9.612758,-7.624026,intuitive,False,-28.838274,-22.872078,intuitive,False,-10.386763,-8.853174,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",6,7.9172344,22641,"[-0.7754271030426025, 1.4227999448776245, 5.317523002624512]","[1.100760817527771, -0.31276795268058777, 2.2595903873443604]",613,"[2.8376755714416504, 2.0928895473480225, 5.9949517250061035]","[0.5194803476333618, 1.780303955078125, 3.9795472621917725]",-9.541046,-7.6877265,intuitive,False,-28.623138,-23.063179,intuitive,False,-12.285128,-8.672026,intuitive,False,8.24922,17177,"[0.5220615863800049, 1.0436277389526367, 5.757892608642578]","[-0.5961465239524841, 1.5193065404891968, -0.8766227960586548]",659,"[3.780402421951294, 1.858059287071228, 7.589500904083252]","[2.746190071105957, -0.68523108959198, 3.710144519805908]",-10.0464735,-7.626696,intuitive,False,-30.13942,-22.880089,intuitive,False,-11.876484,-8.618143,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",7,8.90702,15316,"[-0.06769748032093048, 1.0512324571609497, 5.644271373748779]","[0.7777498960494995, -1.977128028869629, 4.079471588134766]",752,"[2.6666111946105957, 2.6706161499023438, 6.889425277709961]","[2.1753149032592773, -0.5903285145759583, -0.9945989847183228]",-9.2294655,-7.2930217,intuitive,False,-27.688396,-21.879065,intuitive,False,-11.395619,-8.661311,intuitive,False,8.592886,19930,"[0.21095499396324158, 1.5976529121398926, 4.502749443054199]","[0.7464576959609985, 0.08152439445257187, 0.4129226505756378]",240,"[4.407991886138916, 1.1896692514419556, 7.857105731964111]","[-1.4124034643173218, -0.49729037284851074, -2.61997127532959]",-10.679959,-7.9122295,intuitive,False,-32.03988,-23.736689,intuitive,False,-12.104276,-7.907239,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",8,8.981203,12223,"[0.39773762226104736, -0.14190693199634552, 6.565340995788574]","[1.8476886749267578, 2.3136487007141113, 0.7727651000022888]",358,"[3.371727466583252, 2.026777505874634, 5.614625453948975]","[-1.2181382179260254, 2.232705593109131, 1.0406097173690796]",-9.175549,-7.644516,intuitive,False,-27.526646,-22.933548,intuitive,False,-11.106099,-8.132109,intuitive,False,8.913144,14341,"[0.46304798126220703, 1.4543083906173706, 4.202111721038818]","[-1.383284568786621, -0.10813577473163605, 0.7109429836273193]",534,"[3.358522415161133, 0.8735419511795044, 6.416880130767822]","[-0.8516293168067932, -0.5299693942070007, 1.046137809753418]",-10.416289,-8.580654,intuitive,False,-31.248867,-25.741962,intuitive,False,-11.3320465,-8.436572,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",9,9.0725155,9440,"[1.3235366344451904, 1.105051040649414, 5.99643087387085]","[-1.12518310546875, 1.630709171295166, 0.9136951565742493]",3447,"[2.339064598083496, 2.9526257514953613, 5.2026753425598145]","[-0.5295791029930115, 0.769622802734375, -0.8121623396873474]",-8.822421,-7.917456,intuitive,False,-26.467264,-23.752369,intuitive,False,-10.74503,-9.729502,intuitive,False,8.826144,20175,"[-0.06695925444364548, 1.3085441589355469, 4.112018585205078]","[1.2118144035339355, 2.9140093326568604, 0.824185848236084]",1681,"[2.6972944736480713, 0.6161893010139465, 5.940001010894775]","[0.5966597199440002, -1.0966027975082397, -0.8324259519577026]",-10.733715,-9.067945,intuitive,False,-32.201145,-27.203835,intuitive,False,-11.984591,-9.220337,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",10,8.885076,10492,"[0.6925328969955444, 1.8931055068969727, 5.6900763511657715]","[-1.688090205192566, 1.4831217527389526, 0.25772082805633545]",3046,"[1.9512301683425903, 2.9494380950927734, 4.444572925567627]","[-1.5428659915924072, 0.07385320961475372, -0.5133647322654724]",-8.547019,-8.109607,intuitive,False,-25.641056,-24.32882,intuitive,False,-10.941966,-9.683269,intuitive,False,8.496716,12779,"[0.3541909456253052, 2.435425281524658, 4.156472682952881]","[0.338329941034317, -2.3590824604034424, 2.717067003250122]",958,"[2.683189868927002, 0.11024746298789978, 5.367753028869629]","[0.657752275466919, 0.9008862972259521, -0.06040429696440697]",-9.8471985,-9.276129,intuitive,False,-29.541595,-27.828386,intuitive,False,-11.238699,-8.909699,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",11,8.752502,19386,"[-0.2357083559036255, 2.5149784088134766, 5.780433177947998]","[0.6245409846305847, -1.7449562549591064, 0.762473464012146]",8753,"[1.0054118633270264, 2.7735416889190674, 3.964904308319092]","[-4.5826215744018555, -0.009735552594065666, 0.8737527132034302]",-8.79315,-8.801134,correct,True,-26.37945,-26.403402,correct,True,-11.983718,-10.742598,intuitive,False,8.677572,13718,"[0.44266295433044434, 1.1303738355636597, 5.012568950653076]","[0.8478787541389465, -1.0743663311004639, 3.204047918319702]",1216,"[2.733795404434204, 0.4836106300354004, 4.953116416931152]","[-1.3699287176132202, 0.3188929259777069, 3.941464424133301]",-10.105142,-9.310454,intuitive,False,-30.315426,-27.931362,intuitive,False,-11.321707,-9.030575,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",12,8.549513,14897,"[0.07964106649160385, 1.5674848556518555, 5.635164260864258]","[-0.9901730418205261, -0.30482015013694763, 0.24717941880226135]",25907,"[-1.2789536714553833, 2.6179146766662598, 3.901796579360962]","[0.8901287317276001, 0.3976181447505951, -2.7826948165893555]",-9.151605,-9.713259,correct,True,-27.454813,-29.139776,correct,True,-11.559759,-12.918354,correct,True,8.112896,11754,"[0.6886849403381348, 0.636526882648468, 5.615838050842285]","[0.8054807186126709, -0.8684103488922119, 1.16538405418396]",3404,"[1.9645793437957764, 0.5674646496772766, 5.655100345611572]","[-1.8513295650482178, -0.17689688503742218, -1.8206944465637207]",-10.078454,-9.359094,intuitive,False,-30.235361,-28.077282,intuitive,False,-11.191068,-9.915174,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",13,8.115368,20248,"[-0.40278613567352295, 1.2352253198623657, 5.2589802742004395]","[1.0801349878311157, 2.187196731567383, 0.10405895113945007]",23271,"[-0.7868370413780212, 2.438443183898926, 2.664902448654175]","[1.7327033281326294, 1.873157024383545, 3.169405221939087]",-9.902064,-10.227881,correct,True,-29.706192,-30.683643,correct,True,-12.323107,-12.707157,correct,True,8.418892,9494,"[0.9039588570594788, 0.20921590924263, 5.389793872833252]","[-0.37101316452026367, 2.1615145206451416, -1.6402506828308105]",7788,"[1.1362420320510864, 0.4543142020702362, 4.725385665893555]","[1.2850675582885742, 1.8738406896591187, 1.756311058998108]",-10.329837,-9.907075,intuitive,False,-30.98951,-29.721226,intuitive,False,-10.865424,-10.6331415,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",14,7.958351,16536,"[0.1635439395904541, 2.118556261062622, 4.909400463104248]","[2.528348684310913, 0.5357668995857239, 5.337026596069336]",16780,"[0.13471543788909912, 3.1510751247406006, 3.494703769683838]","[1.517256736755371, 2.2684967517852783, 2.2076525688171387]",-9.707068,-9.507985,intuitive,False,-29.121204,-28.523954,intuitive,False,-11.922453,-11.951282,correct,True,7.8743043,9938,"[0.7255300283432007, 1.0103988647460938, 4.510841369628906]","[-0.8874517679214478, 2.1169004440307617, 2.8018791675567627]",4954,"[1.4479923248291016, 1.0968798398971558, 4.687690258026123]","[-0.8557908535003662, 2.3968381881713867, 1.897038221359253]",-10.292843,-9.419316,intuitive,False,-30.878529,-28.257948,intuitive,False,-11.026903,-10.30444,intuitive,False,The capital
capitals-recognition,10,country,Turkey,Ankara,Istanbul,,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,correct_first,True,"The capital of Turkey is either Ankara or Istanbul. In fact,","The capital of Turkey is either Ankara or Istanbul. In fact, the capital of Turkey is",15,3.6214314,6469,"[1.364945411682129, 2.2759697437286377, 6.636709690093994]","[2.442788600921631, 2.2250752449035645, 0.8562152981758118]",9942,"[0.8520463109016418, 3.962581157684326, 3.994732141494751]","[9.7800931930542, 1.1350823640823364, 5.688733100891113]",-8.976146,-9.11615,correct,True,-26.928436,-27.34845,correct,True,-11.746418,-12.259317,correct,True,7.7450776,15232,"[0.3825613558292389, 1.7627359628677368, 5.1680474281311035]","[1.2106006145477295, 1.5385546684265137, 1.7553638219833374]",9059,"[1.0614538192749023, 1.8773925304412842, 4.642351150512695]","[0.04941856488585472, 0.18504954874515533, 4.588372230529785]",-10.056787,-9.416835,intuitive,False,-30.17036,-28.250504,intuitive,False,-11.641458,-10.962565,intuitive,False,The capital
