task,item_id,entity_type,entity,correct,intuitive,intuitive_2,question,prefix,population_correct,population_intuitive,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_intuitive_first_token,logits_intuitive,logits_deltas_intuitive,mean_logprob_correct,mean_logprob_intuitive,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_intuitive,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_intuitive,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_intuitive_first_token,control_logits_intuitive,control_logits_deltas_intuitive,control_mean_logprob_correct,control_mean_logprob_intuitive,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_intuitive,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_intuitive,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,32,9.101378,43,"[4.465932369232178, 0.5187309980392456, 0.9843690991401672, -0.04202770069241524, 6.839046478271484]","[1.5156993865966797, -1.686638355255127, -3.441657066345215, 0.9797623157501221, 0.5433954000473022]",1824,"[1.9560418128967285, 2.039546489715576]","[2.237143039703369, 4.0811896324157715]",-8.693064,-9.328283,correct,True,-43.465317,-18.656567,intuitive,False,-6.7231297,-9.233021,correct,True,8.06329,1494,"[2.2388293743133545, 0.6439815163612366, 0.8333008289337158, 0.3619222044944763, 6.44870662689209]","[-1.5278631448745728, -0.37697920203208923, -2.0249266624450684, -2.2981154918670654, 0.9798073768615723]",15507,"[-0.03816186636686325, 1.4214277267456055]","[0.4140974283218384, 0.02445193938910961]",-9.212179,-10.745199,correct,True,-46.060898,-21.490398,intuitive,False,-9.348409,-11.625401,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,33,9.084237,27,"[4.619446754455566, 0.062007173895835876, 0.06299461424350739, 0.15326030552387238, 6.630015850067139]","[3.708345413208008, 0.12007749825716019, -2.950812816619873, 1.0062588453292847, 3.4081132411956787]",965,"[2.3795623779296875, 2.7602462768554688]","[6.821010112762451, -0.008529521524906158]",-8.902444,-8.736581,intuitive,False,-44.51222,-17.473162,intuitive,False,-6.540946,-8.78083,correct,True,7.837285,2301,"[1.874993920326233, 0.5363979339599609, 0.27084872126579285, -0.2869003117084503, 6.298673152923584]","[-0.3643015921115875, 0.7371193766593933, -2.8921284675598145, 0.09049514681100845, 4.182323455810547]",14154,"[0.04162847623229027, 1.3738336563110352]","[-2.265608072280884, 2.2322590351104736]",-9.583772,-10.673263,correct,True,-47.918858,-21.346525,intuitive,False,-9.700704,-11.534067,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,34,9.106825,11,"[5.392547130584717, 0.09367614984512329, -0.707888662815094, 0.41917723417282104, 7.162830829620361]","[-1.5081071853637695, -0.986005425453186, 0.2879601716995239, 1.3100318908691406, 2.9594223499298096]",94,"[4.036325454711914, 2.7007079124450684]","[-0.2019895315170288, 4.350903034210205]",-8.787722,-7.936161,intuitive,False,-43.938606,-15.872322,intuitive,False,-5.9252524,-7.2814746,correct,True,7.991611,3104,"[1.7108757495880127, 0.7201293706893921, -0.5316041707992554, -0.24409045279026031, 7.062263011932373]","[0.6642050743103027, -0.8427519202232361, -0.3139035701751709, 1.9367680549621582, 3.4406261444091797]",19435,"[-0.4449106752872467, 1.949525237083435]","[1.0158357620239258, 1.429720163345337]",-9.6703205,-10.704124,correct,True,-48.3516,-21.408249,intuitive,False,-9.911559,-12.067346,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,35,9.120594,28,"[4.885737895965576, -0.15195897221565247, -0.5963276028633118, 0.699803352355957, 7.3546319007873535]","[0.8675297498703003, 2.498677968978882, -1.1920331716537476, 0.9957520961761475, 3.546194314956665]",149,"[3.8607842922210693, 3.5769190788269043]","[-3.138606309890747, 0.9456855058670044]",-8.908621,-7.669347,intuitive,False,-44.543106,-15.338694,intuitive,False,-6.464568,-7.489522,correct,True,7.576023,3045,"[1.7627043724060059, 0.49381694197654724, -0.5811139941215515, 0.3208029270172119, 7.343985557556152]","[2.4433248043060303, 2.989408254623413, -0.31279516220092773, 2.072733163833618, 2.7497122287750244]",17682,"[-0.2177383005619049, 2.2289645671844482]","[-2.7434072494506836, 1.0519558191299438]",-9.627335,-10.661171,correct,True,-48.136673,-21.322342,intuitive,False,-10.023612,-12.004055,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,36,9.0919,21,"[4.859025478363037, 0.4723907709121704, -0.8439902663230896, 0.8982749581336975, 7.6592631340026855]","[1.8895454406738281, -1.506772756576538, -0.7493919134140015, -1.3922597169876099, 3.494281530380249]",489,"[2.8800363540649414, 3.4824185371398926]","[-0.26218873262405396, 3.4034407138824463]",-8.686392,-8.071027,intuitive,False,-43.431957,-16.142054,intuitive,False,-6.3249083,-8.303898,correct,True,7.275095,1819,"[2.1662421226501465, 1.2327278852462769, -0.6330700516700745, 0.9074220657348633, 7.39926290512085]","[-0.40255987644195557, -0.20763441920280457, 1.1294667720794678, -0.528924286365509, 3.040903091430664]",22083,"[-0.7639763355255127, 2.4102768898010254]","[0.7281415462493896, 2.8625032901763916]",-9.221794,-10.749704,correct,True,-46.10897,-21.499409,intuitive,False,-9.632728,-12.562946,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,37,9.074888,18,"[4.99665641784668, 0.06040710210800171, -0.9661763310432434, 0.5242354869842529, 7.762956142425537]","[0.9754081964492798, 2.508742570877075, 3.0822510719299316, 1.6966580152511597, -0.5668734312057495]",636,"[2.625216245651245, 3.8737118244171143]","[1.4358068704605103, 5.924704074859619]",-8.827783,-7.9518642,intuitive,False,-44.138912,-15.9037285,intuitive,False,-6.09568,-8.46712,correct,True,6.959708,2295,"[1.9037805795669556, 1.1246211528778076, -0.2646372616291046, 0.7124056816101074, 7.3857197761535645]","[-1.3807729482650757, 2.9837396144866943, 3.2168102264404297, 0.5305613279342651, -1.203425407409668]",19627,"[-0.537492036819458, 2.9880640506744385]","[-0.9635442495346069, 2.6383509635925293]",-9.319176,-10.404752,correct,True,-46.59588,-20.809504,intuitive,False,-9.886629,-12.327902,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,38,8.850663,18,"[5.000218391418457, 0.752371072769165, -0.18695001304149628, 0.893253743648529, 6.4551568031311035]","[-1.7265716791152954, 2.704667568206787, -0.593896746635437, -0.7995917201042175, -1.236688256263733]",438,"[2.8579325675964355, 5.161118984222412]","[0.1099998727440834, 3.6686513423919678]",-8.68194,-7.18003,intuitive,False,-43.409702,-14.36006,intuitive,False,-6.084752,-8.227037,correct,True,5.317442,4099,"[1.43869149684906, 1.81032133102417, 0.5267791152000427, 0.8436536192893982, 5.8329386711120605]","[-0.4466190040111542, 5.452802658081055, -1.4094172716140747, 0.4036121070384979, -0.6565828919410706]",21206,"[-0.7117635607719421, 3.5126664638519287]","[1.0919109582901, 2.7140350341796875]",-9.452151,-10.399452,correct,True,-47.260757,-20.798904,intuitive,False,-10.7537155,-12.904168,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,39,8.734363,43,"[4.237524032592773, 1.4572899341583252, -0.3225986957550049, 0.6869245171546936, 5.223800182342529]","[10.083484649658203, 1.5315512418746948, 1.380679726600647, -0.47039416432380676, 0.5395289659500122]",435,"[2.7003984451293945, 5.327166557312012]","[25.956100463867188, 4.250982284545898]",-8.967044,-7.0255966,intuitive,False,-44.83522,-14.051193,intuitive,False,-6.6955943,-8.23272,correct,True,5.0678816,5249,"[1.2241400480270386, 3.0508012771606445, 0.10540859401226044, 0.9356719851493835, 4.729873180389404]","[1.9683809280395508, 2.2454581260681152, 1.9834421873092651, -0.2870124280452728, 0.40109190344810486]",18697,"[-0.4186343252658844, 3.8800742626190186]","[2.75441312789917, 3.4710919857025146]",-9.492937,-10.053581,correct,True,-47.464684,-20.107162,intuitive,False,-11.068094,-12.710869,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,40,1.9523368,2,"[7.683479309082031, 1.8407433032989502, 0.01298978365957737, 0.469541072845459, 5.164070129394531]","[1.8591337203979492, 2.638921022415161, 1.6310826539993286, -0.7919315099716187, 1.8352292776107788]",1,"[12.719887733459473, 5.972009658813477]","[2.3506662845611572, 2.6531646251678467]",-8.589692,-2.861373,intuitive,False,-42.94846,-5.722746,intuitive,False,-5.227239,-0.190825,intuitive,False,4.142375,3775,"[1.5407788753509521, 3.396444320678711, 0.6336372494697571, 0.7488093972206116, 4.7081499099731445]","[-0.5253177285194397, 2.265620708465576, 0.9405878782272339, -0.10112029314041138, 1.898360252380371]",13439,"[0.16778536140918732, 4.493752956390381]","[-0.4668867886066437, 5.546379089355469]",-9.363341,-9.665844,correct,True,-46.816708,-19.331688,intuitive,False,-11.092409,-12.465401,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,41,2.0997322,2,"[7.734976768493652, 2.4230093955993652, 0.3863588571548462, 0.26786360144615173, 5.149099349975586]","[7.150530815124512, 1.4637408256530762, 1.1823681592941284, 3.03096604347229, 0.8709625005722046]",1,"[12.619256019592285, 5.982423305511475]","[6.931125164031982, 2.600487232208252]",-8.402799,-2.7887785,intuitive,False,-42.013992,-5.577557,intuitive,False,-5.095451,-0.21117407,intuitive,False,3.3970163,4788,"[1.2745928764343262, 3.793410301208496, 0.8514416217803955, 0.6834269165992737, 4.702935695648193]","[0.5661868453025818, 1.6290255784988403, 1.47616708278656, 1.5689101219177246, 1.443924069404602]",14095,"[0.04299942031502724, 5.493793487548828]","[1.8882827758789062, 2.6632580757141113]",-9.388683,-9.419868,correct,True,-46.943417,-18.839737,intuitive,False,-11.635275,-12.866864,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,42,1.1926744,2,"[9.060300827026367, 2.5138604640960693, 0.5950471758842468, 1.0075018405914307, 5.4828691482543945]","[5.995614051818848, 2.3732264041900635, 0.748264491558075, 2.780151844024658, -0.5838327407836914]",1,"[13.426000595092773, 6.232579708099365]","[1.27836012840271, 4.851057052612305]",-7.990368,-2.8446574,intuitive,False,-39.95184,-5.689315,intuitive,False,-4.483825,-0.11812726,intuitive,False,2.5014029,4510,"[1.2835685014724731, 3.8755240440368652, 1.1574524641036987, 1.2058197259902954, 5.1701555252075195]","[1.9300602674484253, 3.7516674995422363, 3.4504282474517822, 2.6852476596832275, -1.0298166275024414]",10278,"[0.41941654682159424, 5.5946455001831055]","[-1.7774876356124878, 7.648026943206787]",-9.234541,-9.479011,correct,True,-46.172707,-18.958021,intuitive,False,-12.006594,-12.870746,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,43,1.9277612,2,"[9.860109329223633, 2.7905197143554688, 0.6930853724479675, 1.676889181137085, 5.115432262420654]","[3.0047109127044678, 1.9932174682617188, 0.14064551889896393, 4.814766883850098, 3.3894433975219727]",1,"[12.777786254882812, 6.543676853179932]","[5.466404914855957, 4.820131778717041]",-7.556524,-2.6465957,intuitive,False,-37.78262,-5.2931914,intuitive,False,-3.1480145,-0.23034129,intuitive,False,2.0393858,3514,"[1.564362645149231, 4.437345504760742, 1.9464207887649536, 2.1255640983581543, 4.785595417022705]","[1.0432109832763672, 2.186884641647339, 0.9195274710655212, 3.420745372772217, 3.066474199295044]",14232,"[0.029727941378951073, 6.786901473999023]","[-3.086620569229126, 5.797115325927734]",-8.940859,-9.34889,correct,True,-44.704292,-18.69778,intuitive,False,-12.186236,-13.720869,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,44,1.6539699,2,"[9.784008979797363, 3.0363523960113525, 0.6866769790649414, 2.545018196105957, 5.4512038230896]","[6.113736629486084, 1.3558810949325562, 2.895352363586426, 4.351921558380127, 2.1124141216278076]",1,"[13.112759590148926, 6.992391586303711]","[1.5283664464950562, 6.990618705749512]",-7.406068,-2.8766546,intuitive,False,-37.03034,-5.7533092,intuitive,False,-3.517751,-0.18899724,intuitive,False,1.5715572,3295,"[1.6567133665084839, 4.662801265716553, 2.034754753112793, 3.027500867843628, 5.059703826904297]","[-2.4931681156158447, 2.1320977210998535, 2.129930019378662, 3.6183793544769287, 0.9493975639343262]",19360,"[-0.519156277179718, 7.732982635498047]","[-0.8476977348327637, 7.67177152633667]",-9.246603,-9.505108,correct,True,-46.233017,-19.010216,intuitive,False,-12.435762,-14.611622,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,45,2.0898154,2,"[10.580629348754883, 3.1057581901550293, 1.1031973361968994, 3.234610080718994, 5.640073299407959]","[10.192092895507812, 1.770584225654602, 2.7338385581970215, 3.2863059043884277, 1.2985255718231201]",1,"[12.7955904006958, 7.583636283874512]","[5.342154502868652, 2.9167118072509766]",-6.9647,-2.9059033,intuitive,False,-34.8235,-5.8118067,intuitive,False,-2.522947,-0.30797616,intuitive,False,1.5581409,6346,"[1.0842206478118896, 4.755227565765381, 2.361396312713623, 3.871455669403076, 5.083835124969482]","[-0.37290775775909424, 3.2955703735351562, 2.609734058380127, 2.2537238597869873, 1.213061809539795]",20932,"[-0.637948215007782, 8.756858825683594]","[0.2948426306247711, 4.302786827087402]",-9.11606,-9.107322,intuitive,False,-45.5803,-18.214643,intuitive,False,-13.165516,-14.88769,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,46,1.6438386,2,"[12.17126750946045, 3.273287773132324, 1.504408597946167, 3.746351480484009, 5.732777118682861]","[9.14743709564209, -0.18054091930389404, 0.8412360548973083, 5.008004665374756, 1.1359745264053345]",1,"[13.193323135375977, 7.788409233093262]","[15.66774845123291, 3.43202805519104]",-6.5188513,-3.8432584,intuitive,False,-32.594257,-7.686517,intuitive,False,-1.4420531,-0.41998804,intuitive,False,1.5380645,7088,"[0.9472930431365967, 5.137937068939209, 2.7722620964050293, 4.2309441566467285, 5.157046794891357]","[1.1056740283966064, 0.7278723120689392, 2.2551991939544678, 4.250615119934082, 0.9116086959838867]",19904,"[-0.544161319732666, 9.137974739074707]","[-1.4474971294403076, 4.809781074523926]",-8.910461,-8.909876,intuitive,False,-44.552307,-17.819752,intuitive,False,-13.332844,-14.824302,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,47,0.4558004,2,"[13.428645133972168, 2.8824210166931152, 1.5583040714263916, 4.722141265869141, 5.858747482299805]","[8.02762222290039, 1.6089423894882202, 4.093474388122559, 9.105814933776855, 2.1541390419006348]",1,"[15.743245124816895, 7.833621501922607]","[2.9744863510131836, 5.7151641845703125]",-6.902466,-3.8277352,intuitive,False,-34.51233,-7.6554704,intuitive,False,-2.421417,-0.10682484,intuitive,False,1.6524779,5960,"[1.0744928121566772, 4.967282295227051, 3.0943782329559326, 5.152161598205566, 5.210981369018555]","[3.172320604324341, 1.4546018838882446, 5.275601863861084, 5.652881145477295, 0.8931727409362793]",21336,"[-0.7502518892288208, 9.39956283569336]","[1.5695558786392212, 3.9403491020202637]",-8.385996,-8.729962,correct,True,-41.929977,-17.459925,intuitive,False,-13.025437,-14.850189,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,48,0.66315866,2,"[14.430211067199707, 2.9651501178741455, 2.0881214141845703, 6.022228717803955, 6.079949378967285]","[2.4971611499786377, 1.6265780925750732, 2.437318801879883, 5.068281173706055, 5.557858943939209]",1,"[15.732244491577148, 8.22704792022705]","[-3.545032024383545, 4.828068256378174]",-6.462513,-3.9368923,intuitive,False,-32.312565,-7.8737845,intuitive,False,-1.5546418,-0.25260127,intuitive,False,1.0972587,4039,"[1.4961936473846436, 4.949882507324219, 3.926013469696045, 6.104984283447266, 5.258444309234619]","[-1.0655039548873901, 1.3103299140930176, 3.37386155128479, 3.0814731121063232, 5.418799877166748]",19471,"[-0.48600518703460693, 9.55314826965332]","[-2.842421054840088, 2.6378962993621826]",-7.939293,-8.875965,correct,True,-39.696465,-17.75193,intuitive,False,-13.17261,-15.154811,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,49,0.948824,2,"[14.463290214538574, 3.053579092025757, 2.3370540142059326, 6.570666313171387, 6.747461318969727]","[5.124367713928223, 2.1745924949645996, 1.8199421167373657, 5.52797269821167, -0.15002594888210297]",1,"[14.699121475219727, 8.410530090332031]","[0.696984589099884, 4.419447422027588]",-5.8423405,-3.769405,intuitive,False,-29.211702,-7.53881,intuitive,False,-0.8418893,-0.6060591,intuitive,False,0.9555982,4915,"[1.2752509117126465, 4.9558210372924805, 4.380749225616455, 6.439654350280762, 5.861634731292725]","[1.9009655714035034, 2.2085726261138916, 1.751642107963562, 3.797342300415039, -0.27309054136276245]",22469,"[-0.8633949160575867, 9.518073081970215]","[0.24763284623622894, 4.032634735107422]",-7.746671,-9.110521,correct,True,-38.733356,-18.221043,intuitive,False,-13.623932,-15.762578,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,50,0.89339054,1,"[14.909968376159668, 3.2694106101989746, 2.511911153793335, 7.209522247314453, 6.559851169586182]","[5.623071193695068, 3.2379326820373535, 3.4291207790374756, 4.1493377685546875, 1.510887622833252]",2,"[14.389951705932617, 8.672712326049805]","[-2.261840343475342, 4.66819429397583]",-5.57736,-3.7772672,intuitive,False,-27.8868,-7.5545344,intuitive,False,-0.48739424,-1.0074021,correct,True,1.1855145,3955,"[1.4844547510147095, 5.175212383270264, 4.535261631011963, 6.965664863586426, 5.706559181213379]","[2.185154676437378, 4.160675525665283, 4.015802383422852, 4.200010299682617, 1.5071769952774048]",21907,"[-0.7965919971466064, 9.804573059082031]","[0.8216473460197449, 2.3500115871429443]",-7.5950174,-8.697118,correct,True,-37.975086,-17.394236,intuitive,False,-13.067035,-15.348084,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,51,0.6048284,1,"[15.402572631835938, 3.5872881412506104, 2.875070333480835, 7.584783554077148, 6.6534833908081055]","[13.036653518676758, 1.0617716312408447, 2.9175965785980225, 3.724686861038208, 2.2957253456115723]",2,"[13.579279899597168, 8.884895324707031]","[17.995361328125, 6.6354217529296875]",-5.2423797,-3.9944086,intuitive,False,-26.211899,-7.988817,intuitive,False,-0.16666773,-1.9899617,correct,True,1.1587269,3004,"[1.7200514078140259, 5.697773456573486, 5.039202690124512, 7.473321914672852, 5.804986476898193]","[-0.028549155220389366, 1.7498536109924316, 2.640921115875244, 1.7688738107681274, 2.696880340576172]",20772,"[-0.6500248908996582, 9.742050170898438]","[-1.5163462162017822, 5.563153266906738]",-7.235627,-8.675484,correct,True,-36.178135,-17.350967,intuitive,False,-12.842373,-15.212454,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,52,0.6406807,1,"[17.011272430419922, 3.6785194873809814, 3.3231072425842285, 7.80587100982666, 6.869225025177002]","[8.163220405578613, 3.498455047607422, 1.162183403968811, 5.501794338226318, 0.8614081144332886]",2,"[16.07767677307129, 9.749516487121582]","[-2.994081735610962, 2.5858588218688965]",-7.765954,-4.5703144,intuitive,False,-38.82977,-9.140629,intuitive,False,-0.33529186,-1.2688905,correct,True,1.0532854,2999,"[1.6730914115905762, 5.801773548126221, 5.331457614898682, 7.370551109313965, 6.084677219390869]","[0.9841421246528625, 3.6951842308044434, 1.5289230346679688, 4.0082244873046875, 1.702882170677185]",21709,"[-0.8131162524223328, 10.362184524536133]","[0.04403636232018471, 0.26307713985443115]",-7.4188566,-8.794925,correct,True,-37.094284,-17.58985,intuitive,False,-12.93932,-15.425517,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,53,0.2638484,1,"[17.93424415588379, 4.051389694213867, 3.4122889041900635, 8.379701614379883, 6.895824909210205]","[7.831650257110596, 4.2003607749938965, 5.76171875, 5.279780864715576, -1.679538369178772]",2,"[15.258540153503418, 9.921874046325684]","[-7.668204307556152, 6.616981506347656]",-7.1357293,-4.949031,intuitive,False,-35.678646,-9.898062,intuitive,False,-0.06840476,-2.7441173,correct,True,0.98150384,2682,"[1.744557499885559, 6.197644233703613, 5.436500072479248, 7.860353946685791, 6.223782539367676]","[-1.4380602836608887, 1.6116338968276978, 4.821780204772949, 3.5301480293273926, -1.4435259103775024]",21046,"[-0.7848522663116455, 10.2194185256958]","[-0.3682708442211151, 5.994036674499512]",-7.2303114,-8.883162,correct,True,-36.151558,-17.766323,intuitive,False,-12.946039,-15.475444,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,54,0.04532513,1,"[18.62525177001953, 4.771929740905762, 4.52204704284668, 9.269679069519043, 6.57211971282959]","[3.1272785663604736, 4.806800842285156, 2.475926399230957, 6.306873321533203, 2.6078360080718994]",2,"[13.222493171691895, 10.716588973999023]","[0.2844071090221405, 4.461093425750732]",-5.56916,-4.338848,intuitive,False,-27.8458,-8.677696,intuitive,False,-0.005793802,-5.4085445,correct,True,0.80595183,3467,"[1.529970407485962, 6.2952561378479, 6.168937683105469, 8.348000526428223, 5.9695281982421875]","[0.33355477452278137, 0.7712699770927429, 2.9321646690368652, 6.152824878692627, 0.7616530060768127]",21357,"[-0.8060741424560547, 10.960636138916016]","[1.7733182907104492, 3.9054641723632812]",-7.3462,-8.50962,correct,True,-36.731,-17.01924,intuitive,False,-13.415944,-15.751989,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,55,0.03549923,1,"[18.704858779907227, 5.286229133605957, 4.761172294616699, 10.023143768310547, 6.855974197387695]","[-5.561288356781006, 2.5952415466308594, 4.82463264465332, 8.032464981079102, 0.7840099930763245]",2,"[12.98391342163086, 11.098848342895508]","[-2.1507797241210938, 8.197860717773438]",-5.0586205,-4.2597094,intuitive,False,-25.293102,-8.519419,intuitive,False,-0.0042339214,-5.7251754,correct,True,0.6702485,3549,"[1.5375313758850098, 6.240035533905029, 6.477433204650879, 9.156187057495117, 6.025735378265381]","[0.5707476735115051, 0.3226332366466522, 6.697394371032715, 6.21705961227417, 1.2240606546401978]",19858,"[-0.6035962104797363, 11.297439575195312]","[0.2171057015657425, 6.511992454528809]",-7.0527153,-8.401184,correct,True,-35.263577,-16.802368,intuitive,False,-13.613267,-15.754397,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,56,0.078200094,1,"[17.505895614624023, 5.519137859344482, 5.249068737030029, 10.842018127441406, 6.827826499938965]","[5.890827655792236, 3.312743902206421, 4.035247325897217, 4.114255905151367, 0.7620152831077576]",2,"[12.403926849365234, 11.751643180847168]","[1.1389344930648804, 4.0711259841918945]",-4.2385936,-3.406715,intuitive,False,-21.192968,-6.81343,intuitive,False,-0.009209297,-5.111174,correct,True,0.6551232,3396,"[1.565553903579712, 6.160404205322266, 7.3072943687438965, 9.810831069946289, 6.073162078857422]","[1.7780296802520752, 1.7746014595031738, 4.155137062072754, 1.923477053642273, 0.7959936857223511]",19462,"[-0.5644442439079285, 11.907524108886719]","[0.9030340909957886, 2.7871155738830566]",-6.5267806,-8.205876,correct,True,-32.633904,-16.411753,intuitive,False,-13.592067,-15.722064,correct,True,The capital
capitals-recall,11,country,United Arab Emirates,Abu Dhabi,Dubai,,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,57,0.049718,1,"[17.994590759277344, 5.843919277191162, 5.662389755249023, 11.207979202270508, 6.853395462036133]","[4.807853698730469, 6.207362651824951, 13.895482063293457, 8.305350303649902, 4.055510997772217]",2,"[12.309489250183105, 12.071675300598145]","[2.652031183242798, 5.932223796844482]",-3.9706078,-3.4293947,intuitive,False,-19.853039,-6.8587894,intuitive,False,-0.005407587,-5.6905093,correct,True,0.7350194,2720,"[1.73252272605896, 6.280171871185303, 7.751965045928955, 9.941915512084961, 6.119422435760498]","[0.8701088428497314, 1.9243123531341553, 12.610115051269531, 9.665555953979492, 4.4654765129089355]",18262,"[-0.45715203881263733, 12.066205024719238]","[-0.43947744369506836, 1.6410576105117798]",-6.338279,-8.059863,correct,True,-31.691395,-16.119726,intuitive,False,-13.263052,-15.452726,correct,True,The capital
