task,item_id,entity_type,entity,correct,intuitive,intuitive_2,question,prefix,population_correct,population_intuitive,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_intuitive_first_token,logits_intuitive,logits_deltas_intuitive,mean_logprob_correct,mean_logprob_intuitive,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_intuitive,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_intuitive,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_intuitive_first_token,control_logits_intuitive,control_logits_deltas_intuitive,control_mean_logprob_correct,control_mean_logprob_intuitive,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_intuitive,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_intuitive,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,5,8.508022,1948,"[2.3785653114318848, 5.206660270690918, 5.519322395324707]","[-1.8369717597961426, -3.350379467010498, -0.9914032220840454]",4411,"[1.5358399152755737, -1.0764518976211548]","[0.8581829071044922, -2.4620649814605713]",-7.987417,-11.489914,correct,True,-23.962252,-22.979828,intuitive,False,-9.277693,-10.120419,correct,True,8.143181,28133,"[-1.8553143739700317, 4.8999505043029785, 6.387262344360352]","[-2.611736536026001, -1.3372671604156494, -1.2373312711715698]",18352,"[-0.04823644459247589, -3.167675018310547]","[1.6262491941452026, -0.5391954183578491]",-9.585475,-13.890226,correct,True,-28.756426,-27.780453,intuitive,False,-14.340598,-12.533522,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,6,8.63933,8008,"[1.0884010791778564, 2.5845189094543457, 4.2782368659973145]","[2.2326791286468506, -1.0934381484985352, -0.7598429918289185]",4734,"[1.7537263631820679, -2.2348546981811523]","[1.2795591354370117, -3.0314087867736816]",-9.9931,-12.253117,correct,True,-29.979301,-24.506233,intuitive,False,-10.839552,-10.174227,intuitive,False,8.304264,30204,"[-2.6776163578033447, 3.24890398979187, 4.924211025238037]","[1.3701380491256714, -1.5489871501922607, 0.6771793365478516]",12887,"[0.6384134292602539, -2.9555890560150146]","[0.4651118218898773, -2.740593433380127]",-10.621333,-13.571063,correct,True,-31.863998,-27.142126,intuitive,False,-15.027121,-11.711091,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,7,8.40045,4081,"[2.179474353790283, 1.8764419555664062, 3.137744426727295]","[0.1544487178325653, 1.142472505569458, 3.8657872676849365]",3820,"[2.248695135116577, -3.4136738777160645]","[-1.2689727544784546, -0.5552677512168884]",-10.163421,-12.790238,correct,True,-30.490263,-25.580477,intuitive,False,-10.09304,-10.023819,intuitive,False,8.421438,27830,"[-1.727140188217163, 2.2879209518432617, 4.4364705085754395]","[1.7660841941833496, 1.3242082595825195, 5.38571834564209]",12564,"[0.7343531250953674, -3.861388683319092]","[-2.500656843185425, -2.213371992111206]",-10.705718,-13.95373,correct,True,-32.117153,-27.90746,intuitive,False,-14.076553,-11.61506,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,8,8.273008,5171,"[2.0281920433044434, 2.1941721439361572, 4.519026756286621]","[-2.75281023979187, -0.8660551905632019, -2.3788115978240967]",8312,"[1.4039539098739624, -3.3585944175720215]","[-1.292612075805664, 0.9757020473480225]",-9.445153,-13.215408,correct,True,-28.33546,-26.430817,intuitive,False,-10.41071,-11.034949,correct,True,8.468686,24183,"[-0.8512203097343445, 2.6558046340942383, 6.116592884063721]","[-5.402599334716797, 1.125240683555603, -2.4103004932403564]",20762,"[-0.30628541111946106, -4.535006999969482]","[3.5483715534210205, -0.4012714922428131]",-9.701211,-14.8465,correct,True,-29.103632,-29.693,correct,True,-13.263393,-12.71846,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,9,8.4498415,14699,"[0.4945206940174103, 1.6065342426300049, 3.271439552307129]","[-1.5262023210525513, -0.5207111835479736, 3.344649076461792]",13654,"[0.6395570635795593, -2.3846967220306396]","[2.8967642784118652, 1.084617257118225]",-10.570602,-13.07404,correct,True,-31.711807,-26.14808,intuitive,False,-11.962603,-11.817566,intuitive,False,8.613318,30332,"[-2.559291362762451, 2.8630239963531494, 4.476196765899658]","[-1.2099803686141968, 1.5123224258422852, 3.991532802581787]",11605,"[0.8949211239814758, -4.126293182373047]","[1.2764452695846558, 0.36767080426216125]",-10.703804,-13.810037,correct,True,-32.111412,-27.620073,intuitive,False,-14.856966,-11.402754,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,10,8.418688,19700,"[-0.22514814138412476, 1.2100461721420288, 4.334001541137695]","[-0.7503359913825989, 1.343417763710022, 0.04128192365169525]",5864,"[1.8663052320480347, -1.6510688066482544]","[2.1096246242523193, 0.6224300265312195]",-10.550395,-12.017305,correct,True,-31.651184,-24.03461,intuitive,False,-12.630495,-10.539041,intuitive,False,8.663125,30372,"[-2.717134475708008, 3.1274917125701904, 5.520968437194824]","[-2.003239393234253, -1.8151733875274658, 1.456526517868042]",8541,"[1.2190366983413696, -3.6326699256896973]","[1.7869287729263306, -0.04930374026298523]",-10.316865,-13.419179,correct,True,-30.950594,-26.838358,intuitive,False,-14.818918,-10.882748,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,11,8.551642,20200,"[-0.5619454979896545, 1.7092772722244263, 4.050449371337891]","[2.28662371635437, 4.7417144775390625, 0.09851551055908203]",2109,"[2.709087371826172, -1.3133457899093628]","[-2.752135753631592, -1.5653843879699707]",-10.410737,-11.203333,correct,True,-31.232212,-22.406666,intuitive,False,-12.673498,-9.402464,intuitive,False,8.673618,30625,"[-3.09425950050354, 2.308412790298462, 5.60776948928833]","[3.87019681930542, 0.8027936816215515, 1.2555971145629883]",5077,"[1.676498293876648, -3.573343515396118]","[-1.8213307857513428, 1.6669728755950928]",-10.566858,-12.930309,correct,True,-31.700575,-25.860619,intuitive,False,-14.987869,-10.217112,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,12,8.5127,10796,"[0.5653637051582336, 3.5827605724334717, 3.7400779724121094]","[-3.5444393157958984, -0.3447916805744171, 0.9246097803115845]",7300,"[1.1635128259658813, -1.8629908561706543]","[0.4995109736919403, 4.061866283416748]",-9.326484,-12.146114,correct,True,-27.979452,-24.292229,intuitive,False,-11.337172,-10.739022,intuitive,False,8.690169,26991,"[-1.7833317518234253, 2.430269479751587, 5.527358055114746]","[-2.6622519493103027, 0.8483448028564453, 0.10927550494670868]",8206,"[1.0477770566940308, -2.769293785095215]","[-0.10756276547908783, 2.1359972953796387]",-10.091553,-12.900923,correct,True,-30.274658,-25.801846,intuitive,False,-13.638056,-10.806948,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,13,8.546445,24323,"[-1.0865979194641113, 3.2155420780181885, 3.8332254886627197]","[-4.05132532119751, 3.930370330810547, 1.4889158010482788]",7944,"[1.2737066745758057, -0.07231796532869339]","[0.33583471179008484, 0.3038528561592102]",-10.152779,-11.351213,correct,True,-30.458336,-22.702427,intuitive,False,-13.190447,-10.830141,intuitive,False,8.474599,30312,"[-2.6900508403778076, 2.6358253955841064, 5.204438209533691]","[-1.2457923889160156, 1.971733808517456, 0.7508613467216492]",10549,"[0.8708856701850891, -1.772834062576294]","[0.9042195081710815, 1.4708374738693237]",-10.593572,-12.508436,correct,True,-31.780714,-25.016872,intuitive,False,-14.842179,-11.281242,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,14,8.185637,29647,"[-2.6803135871887207, 4.547090530395508, 4.070039749145508]","[1.3652619123458862, 5.316425800323486, 6.944869518280029]",6279,"[1.3796755075454712, 0.054154735058546066]","[1.0993911027908325, 4.838539123535156]",-10.225175,-11.174374,correct,True,-30.675526,-22.348747,intuitive,False,-14.671204,-10.611214,intuitive,False,7.7647543,30490,"[-2.933830499649048, 3.155975580215454, 4.960400581359863]","[2.601633310317993, 6.975678443908691, 6.115818977355957]",8485,"[1.1124051809310913, -0.9669463634490967]","[2.3600406646728516, 5.634858131408691]",-10.784435,-11.985079,correct,True,-32.353306,-23.970158,intuitive,False,-15.18231,-11.136075,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,15,7.9834566,26127,"[-1.8127044439315796, 6.2747721672058105, 6.839880466461182]","[1.3005937337875366, 9.226428985595703, 5.372577667236328]",3866,"[1.6731643676757812, 2.2833216190338135]","[2.209444046020508, 6.6599321365356445]",-8.4985075,-9.757558,correct,True,-25.495522,-19.515116,intuitive,False,-13.56348,-10.077611,intuitive,False,6.653354,22994,"[-1.1204335689544678, 5.910322189331055, 7.178109169006348]","[-1.3990827798843384, 8.917244911193848, 5.469778060913086]",3591,"[1.998517632484436, 1.364975094795227]","[2.364748954772949, 5.771548271179199]",-8.479538,-10.2789345,correct,True,-25.438614,-20.557869,intuitive,False,-13.474401,-10.355448,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,16,6.041654,21583,"[-0.9184092879295349, 9.184999465942383, 8.282312393188477]","[1.4948670864105225, 7.990757465362549, 3.440901756286621]",2397,"[2.390160083770752, 4.818771839141846]","[1.3469942808151245, 6.428114891052246]",-7.1477723,-8.550922,correct,True,-21.443317,-17.101845,intuitive,False,-13.402828,-10.094259,intuitive,False,4.2525554,23681,"[-1.5114096403121948, 8.974903106689453, 8.73410701751709]","[0.48448461294174194, 7.561982154846191, 4.364058017730713]",1468,"[2.6460978984832764, 3.5700132846832275]","[1.8963429927825928, 1.7456943988800049]",-7.5329328,-9.175766,correct,True,-22.598799,-18.351532,intuitive,False,-14.514379,-10.35687,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,17,0.9978338,16495,"[-0.059702832251787186, 11.349249839782715, 9.029248237609863]","[2.375209093093872, 9.029655456542969, 6.479237079620361]",2215,"[2.6747779846191406, 6.799478054046631]","[0.9555853009223938, 6.412474632263184]",-7.0530725,-9.025351,correct,True,-21.159218,-18.050701,intuitive,False,-15.58595,-12.851473,intuitive,False,3.1970148,19994,"[-1.1464910507202148, 11.13276481628418, 9.783474922180176]","[2.647484302520752, 6.531282424926758, 6.402397632598877]",862,"[3.022789716720581, 3.851440191268921]","[2.2925333976745605, 4.612677574157715]",-6.5629196,-9.10253,correct,True,-19.688759,-18.20506,intuitive,False,-14.503674,-10.33439,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,18,0.5460689,8718,"[0.8898724317550659, 13.06612777709961, 10.513550758361816]","[0.27347493171691895, 8.159536361694336, 6.948461055755615]",1804,"[2.686216115951538, 8.092784881591797]","[0.9693436622619629, 8.26747989654541]",-6.4612594,-9.3951435,correct,True,-19.383778,-18.790287,intuitive,False,-16.48947,-14.693123,intuitive,False,3.761139,13591,"[-0.1431780606508255, 12.104700088500977, 11.074712753295898]","[0.5602774024009705, 8.466384887695312, 9.396142959594727]",614,"[3.3906960487365723, 5.000301361083984]","[-1.0327526330947876, 3.659125804901123]",-5.675447,-8.552851,correct,True,-17.02634,-17.105701,correct,True,-13.446026,-9.912151,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,19,1.3094448,8700,"[0.9019211530685425, 14.15371322631836, 12.171852111816406]","[6.010264873504639, 7.445136547088623, 9.372875213623047]",1624,"[2.7736763954162598, 9.554672241210938]","[1.056809663772583, 10.788657188415527]",-5.271671,-7.682866,correct,True,-15.815012,-15.365732,intuitive,False,-14.557739,-12.6859865,intuitive,False,4.2807794,13756,"[0.04104899242520332, 13.787982940673828, 13.54891586303711]","[-1.6281076669692993, 4.506865978240967, 9.45660400390625]",1621,"[2.699277877807617, 5.536900043487549]","[-0.6475690603256226, 6.043014049530029]",-4.9483995,-8.54619,correct,True,-14.845199,-17.09238,correct,True,-13.276895,-10.618664,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,20,0.98547184,1248,"[3.0313525199890137, 14.78502368927002, 14.440597534179688]","[7.275867462158203, 8.261963844299316, 6.371981620788574]",1658,"[2.752358913421631, 12.063067436218262]","[5.143008232116699, 13.028310775756836]",-5.2182994,-9.3179455,correct,True,-15.654899,-18.635891,correct,True,-15.115715,-15.394696,correct,True,2.5835433,17419,"[-0.47275403141975403, 13.462756156921387, 15.674592018127441]","[-2.5843160152435303, 2.7707974910736084, 7.49526309967041]",2813,"[2.143826484680176, 6.695828914642334]","[-0.2929532527923584, 4.678042411804199]",-5.73196,-11.140659,correct,True,-17.195879,-22.281319,correct,True,-15.222883,-12.606304,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,21,1.1369911,106,"[5.686470985412598, 16.120229721069336, 15.329344749450684]","[3.8901522159576416, 7.398617267608643, 5.492324352264404]",311,"[4.503389358520508, 15.895821571350098]","[-0.07643671333789825, 11.054910659790039]",-5.019338,-8.807844,correct,True,-15.058014,-17.615688,correct,True,-12.604276,-13.7873535,correct,True,2.8743908,21679,"[-1.1722418069839478, 13.07226848602295, 16.743154525756836]","[-1.5088419914245605, 5.401226997375488, 6.736253261566162]",3664,"[1.8125971555709839, 7.348785877227783]","[1.6262446641921997, 9.322290420532227]",-6.054657,-11.483644,correct,True,-18.16397,-22.967287,correct,True,-15.656583,-12.671747,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,22,1.5171986,70,"[6.429605007171631, 17.85356330871582, 16.049264907836914]","[10.86355972290039, 6.871225833892822, 2.7876064777374268]",531,"[4.109332084655762, 17.70255470275879]","[-2.1706485748291016, 6.737672805786133]",-3.5843554,-6.5279446,correct,True,-10.753066,-13.055889,correct,True,-10.019854,-12.340124,correct,True,1.7763146,23285,"[-1.449995756149292, 13.34372615814209, 17.746713638305664]","[3.590834140777588, 1.0501925945281982, 5.290441513061523]",2867,"[2.069272518157959, 9.289501190185547]","[-0.5323540568351746, 1.3680832386016846]",-6.33217,-10.354225,correct,True,-18.99651,-20.70845,correct,True,-16.816162,-13.296894,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,23,1.4500666,17,"[9.134004592895508, 18.549287796020508, 15.982739448547363]","[9.581378936767578, 5.0657477378845215, 4.154602527618408]",1560,"[3.1008825302124023, 18.411741256713867]","[4.094410419464111, 6.305863380432129]",-2.6989279,-7.153004,correct,True,-8.096784,-14.306008,correct,True,-7.8293476,-13.862467,correct,True,1.0809853,18716,"[-0.6047403812408447, 12.821743965148926, 18.430397033691406]","[0.6081045866012573, 1.6920710802078247, 6.454960346221924]",3833,"[1.8271193504333496, 8.821231842041016]","[4.297591209411621, 4.084582328796387]",-6.6868997,-10.541321,correct,True,-20.0607,-21.082642,correct,True,-16.837248,-14.405386,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,24,0.545859,7,"[11.173530578613281, 18.969039916992188, 16.41431999206543]","[10.5619478225708, 9.000956535339355, 10.689261436462402]",613,"[4.028362274169922, 18.853830337524414]","[3.779576063156128, 5.616629123687744]",-1.9660234,-6.544549,correct,True,-5.8980703,-13.089098,correct,True,-5.7636104,-12.908775,correct,True,1.3778342,16015,"[-0.42342716455459595, 12.486503601074219, 19.407325744628906]","[0.1233343705534935, 4.080523490905762, 15.387565612792969]",1415,"[2.661158800125122, 9.261220932006836]","[0.12063800543546677, 1.5963399410247803]",-6.0060616,-8.399502,correct,True,-18.018185,-16.799004,intuitive,False,-16.066435,-12.981858,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,25,0.72180444,3,"[13.075531005859375, 20.320541381835938, 18.490169525146484]","[15.996146202087402, 4.777527332305908, 9.000001907348633]",318,"[4.706990718841553, 19.28736686706543]","[5.182459354400635, 8.394944190979004]",-1.2535772,-6.091444,correct,True,-3.7607317,-12.182888,correct,True,-3.737202,-12.105751,correct,True,1.3075225,15740,"[-0.37657472491264343, 12.657736778259277, 22.530012130737305]","[-0.5533620119094849, 0.793368935585022, 8.681900024414062]",1525,"[2.5371148586273193, 9.103486061096191]","[2.8835601806640625, 4.8075432777404785]",-5.867128,-8.225644,correct,True,-17.601383,-16.451288,intuitive,False,-15.8895645,-12.975882,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,26,1.2194911,1,"[16.332496643066406, 21.017370223999023, 20.23267936706543]","[1.2959853410720825, 6.264225959777832, 0.8806094527244568]",105,"[5.72645902633667, 20.46927833557129]","[-0.15326371788978577, 2.8137195110321045]",-0.1921125,-5.5903053,correct,True,-0.5763375,-11.180611,correct,True,-0.56988496,-11.175926,correct,True,1.1154921,14686,"[-0.4587516188621521, 12.559130668640137, 23.894258499145508]","[-0.30611273646354675, 2.2681288719177246, 2.274641275405884]",807,"[2.9377524852752686, 9.727950096130371]","[-0.21827703714370728, 5.644896507263184]",-5.900863,-7.785226,correct,True,-17.702589,-15.570452,intuitive,False,-16.294584,-12.898077,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,27,0.91019,1,"[15.80145263671875, 21.953935623168945, 19.428213119506836]","[5.720043659210205, 8.049986839294434, 5.94978141784668]",139,"[5.390821933746338, 20.100177764892578]","[6.309943675994873, 6.381350040435791]",-0.056387216,-5.288608,correct,True,-0.16916165,-10.577216,correct,True,-0.16458707,-10.575209,correct,True,2.4707246,13544,"[-0.49980419874191284, 12.493805885314941, 23.448326110839844]","[-0.19730979204177856, -0.08623365312814713, 4.338555335998535]",817,"[2.7950665950775146, 10.626887321472168]","[4.803788661956787, 0.6409795880317688]",-5.564963,-6.7223687,correct,True,-16.69489,-13.444737,intuitive,False,-14.818902,-11.524029,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,28,0.82100666,1,"[15.73932933807373, 23.295852661132812, 20.07827377319336]","[4.6185808181762695, 1.17585289478302, -0.6979732513427734]",48,"[6.491230010986328, 20.757036209106445]","[6.34841251373291, 5.924752712249756]",-0.04856767,-4.696278,correct,True,-0.14570302,-9.392556,correct,True,-0.14214958,-9.390248,correct,True,2.3635569,12100,"[-0.504162073135376, 11.860350608825684, 23.406917572021484]","[-1.5456457138061523, -0.015066451393067837, -2.3198468685150146]",318,"[3.537199020385742, 10.338970184326172]","[2.096956491470337, -1.538661003112793]",-5.550328,-6.403554,correct,True,-16.650984,-12.807108,intuitive,False,-14.7014,-10.660042,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,29,0.70690227,1,"[15.742724418640137, 22.422565460205078, 18.728120803833008]","[3.5515925884246826, 2.0260729789733887, 9.704724311828613]",30,"[7.45550537109375, 21.264440536499023]","[15.771957397460938, 0.0807482898235321]",-0.037965555,-4.199709,correct,True,-0.11389666,-8.399418,correct,True,-0.1107369,-8.397956,correct,True,2.3723552,11181,"[-0.7876537442207336, 11.313971519470215, 21.284862518310547]","[2.7068166732788086, -0.29829642176628113, 6.547814846038818]",238,"[3.7774877548217773, 9.346497535705566]","[10.44271469116211, -2.946695566177368]",-5.605816,-6.78608,correct,True,-16.817448,-13.57216,intuitive,False,-14.790003,-10.22486,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,30,1.8232151,1,"[15.580850601196289, 21.86839485168457, 20.701133728027344]","[6.666450500488281, 9.828737258911133, 11.50684642791748]",5,"[12.183553695678711, 20.286285400390625]","[5.360572338104248, 8.783958435058594]",-0.13919273,-1.9144326,correct,True,-0.4175782,-3.8288653,correct,True,-0.41683352,-3.8141217,correct,True,2.2269642,4594,"[0.04213424026966095, 10.522347450256348, 22.17869758605957]","[0.7633779048919678, 5.417484760284424, 14.606800079345703]",39,"[6.496809959411621, 8.006693840026855]","[-1.3451958894729614, 3.333693265914917]",-5.5290465,-6.084485,correct,True,-16.58714,-12.16897,intuitive,False,-13.688484,-7.2338104,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,31,3.186141,1,"[15.60205078125, 20.46341323852539, 21.50229835510254]",,8,"[12.314458847045898, 19.093425750732422]",,-0.30590925,-2.1066163,correct,True,-0.9177277,-4.2132325,correct,True,-0.9144602,-4.2020473,correct,True,3.0454955,1245,"[0.6689040660858154, 12.373129844665527, 25.110881805419922]",,98,"[3.9882447719573975, 7.82777214050293]",,-4.434172,-5.690488,correct,True,-13.302517,-11.380976,intuitive,False,-11.023954,-7.7046165,intuitive,False,The capital
capitals-recall,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,0,8.584545,2897,"[1.0705186128616333, 5.346810340881348]","[-0.7258965969085693, 7.669931888580322]",4928,"[0.6263142824172974, -1.3067213296890259, 3.9026646614074707]","[-0.20003071427345276, 0.6987894177436829, 7.043267250061035]",-7.7244844,-9.969835,correct,True,-15.448969,-29.909506,correct,True,-9.675066,-10.11927,correct,True,8.784887,7159,"[0.93910151720047, 5.555965900421143]","[-3.0309863090515137, 7.181769847869873]",3193,"[1.805324673652649, -1.4760172367095947, 4.211394309997559]","[1.1953506469726562, 0.816483736038208, 6.284627437591553]",-8.102199,-9.810128,correct,True,-16.204397,-29.430386,correct,True,-10.602133,-9.73591,intuitive,False,The capital
capitals-recall,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,1,8.109255,8673,"[0.4591915011405945, 7.8340044021606445]","[1.0932697057724, 5.5407538414001465]",8925,"[0.42145010828971863, -0.5857039093971252, 7.816997528076172]","[-1.2742695808410645, -1.8949602842330933, 6.613639831542969]",-7.175752,-9.085024,correct,True,-14.351504,-27.255072,correct,True,-10.947173,-10.984915,correct,True,7.561444,27405,"[-1.6672533750534058, 8.17726993560791]","[0.015529210679233074, 7.908488750457764]",5104,"[1.987650752067566, -0.629898190498352, 7.68312931060791]","[0.37988007068634033, 2.1792495250701904, 6.317608833312988]",-8.618651,-8.97726,correct,True,-17.237303,-26.931778,correct,True,-14.229222,-10.574318,intuitive,False,The capital
capitals-recall,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,2,8.517006,8011,"[0.8722443580627441, 8.62646484375]","[-0.17279468476772308, 8.466172218322754]",16907,"[-0.3233489692211151, -1.2857059240341187, 9.894329071044922]","[1.432844877243042, -2.2369542121887207, 5.287679672241211]",-6.815947,-9.234828,correct,True,-13.631894,-27.704485,correct,True,-10.777015,-11.972609,correct,True,8.166924,26648,"[-1.3099480867385864, 10.189380645751953]","[0.650127649307251, 6.273582935333252]",6955,"[1.7349371910095215, 0.4463616609573364, 9.52933406829834]","[0.14318887889385223, -0.8356102705001831, 4.866395950317383]",-7.596165,-8.185298,correct,True,-15.19233,-24.555893,correct,True,-13.860769,-10.815884,intuitive,False,The capital
capitals-recall,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,3,8.545476,9387,"[0.6164711713790894, 10.538546562194824]","[1.795336127281189, 8.554019927978516]",11602,"[0.3265608847141266, -2.0239717960357666, 9.88216495513916]","[3.1682448387145996, 0.38780033588409424, 4.507088661193848]",-6.1455355,-9.3224,correct,True,-12.291071,-27.967201,correct,True,-10.95919,-11.249101,correct,True,7.861868,22777,"[-0.6297380924224854, 11.15152359008789]","[1.2993954420089722, 3.7293965816497803]",8751,"[1.3228693008422852, -0.1615935117006302, 9.492886543273926]","[-0.6320234537124634, 0.4489895701408386, 3.319960355758667]",-7.085373,-8.572311,correct,True,-14.170746,-25.716934,correct,True,-13.134809,-11.182201,intuitive,False,The capital
capitals-recall,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,4,8.582506,3271,"[1.7006479501724243, 12.42875862121582]","[-1.5815720558166504, -1.960185170173645]",1375,"[2.521679639816284, -1.312943458557129, 10.082921981811523]","[1.424584984779358, -0.07318281382322311, -1.9679991006851196]",-5.108767,-8.301741,correct,True,-10.217534,-24.905222,correct,True,-9.782408,-8.961376,intuitive,False,8.061558,16999,"[0.10150918364524841, 10.498263359069824]","[0.643772542476654, 3.7470288276672363]",12117,"[0.7578797340393066, 0.16008426249027252, 9.122060775756836]","[-0.11100085079669952, -0.590847909450531, -0.2541075348854065]",-6.973625,-8.811244,correct,True,-13.94725,-26.433733,correct,True,-12.322996,-11.666626,intuitive,False,The capital
