task,item_id,entity_type,entity,correct,intuitive,intuitive_2,question,prefix,population_correct,population_intuitive,population_ratio,condition,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_intuitive_first_token,logits_intuitive,logits_deltas_intuitive,mean_logprob_correct,mean_logprob_intuitive,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_intuitive,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_intuitive,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_intuitive_first_token,control_logits_intuitive,control_logits_deltas_intuitive,control_mean_logprob_correct,control_mean_logprob_intuitive,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_intuitive,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_intuitive,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,correct_first,True,"The capital of Alaska is either Juneau or Anchorage. In fact,","The capital of Alaska is either Juneau or Anchorage. In fact, the capital of Alaska is",15,4.40209,10906,"[0.5118028521537781, 7.812941074371338]","[0.014309410005807877, 11.785263061523438]",10104,"[0.6290709972381592, 3.5273866653442383, 8.040755271911621]","[4.201676845550537, 1.7275210618972778, 9.947240829467773]",-8.153901,-8.298087,correct,True,-16.307802,-24.894262,correct,True,-12.564672,-12.447405,intuitive,False,6.6533637,12653,"[0.3369373083114624, 9.298632621765137]","[-1.2141447067260742, 14.9266939163208]",7658,"[1.0971585512161255, 3.0902302265167236, 8.307141304016113]","[4.232309818267822, -0.9543228149414062, 11.334212303161621]",-7.1195555,-8.055061,correct,True,-14.239111,-24.165184,correct,True,-12.017029,-11.256809,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,correct_first,True,"The capital of Alaska is either Juneau or Anchorage. In fact,","The capital of Alaska is either Juneau or Anchorage. In fact, the capital of Alaska is",16,5.0778213,13969,"[0.4204864203929901, 12.70470142364502]","[2.916078805923462, 6.6544671058654785]",2943,"[2.5968401432037354, 4.056869983673096, 10.942748069763184]","[2.665292263031006, 4.648128986358643, 11.249897003173828]",-6.6695127,-6.698647,correct,True,-13.3390255,-20.095942,correct,True,-12.885475,-10.709122,intuitive,False,4.252558,14606,"[-0.16808578372001648, 14.9975004196167]","[1.241077184677124, 4.582594871520996]",1592,"[2.5700366497039795, 2.1708874702453613, 11.963641166687012]","[3.123019218444824, 3.1796765327453613, 12.051311492919922]",-6.608315,-7.113376,correct,True,-13.21663,-21.340128,correct,True,-13.171054,-10.432932,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,correct_first,True,"The capital of Alaska is either Juneau or Anchorage. In fact,","The capital of Alaska is either Juneau or Anchorage. In fact, the capital of Alaska is",17,3.8614614,6514,"[1.6304893493652344, 14.126031875610352]","[-1.1185495853424072, 0.28290650248527527]",1186,"[3.5228688716888428, 5.492152214050293, 14.118106842041016]","[0.23615919053554535, -1.6727603673934937, 5.497076511383057]",-6.084129,-5.463278,intuitive,False,-12.168258,-16.389833,correct,True,-12.005332,-10.112952,intuitive,False,3.1970193,10125,"[0.31179797649383545, 14.988808631896973]","[-0.29127201437950134, 2.3617641925811768]",522,"[3.4099743366241455, 3.193138599395752, 15.404099464416504]","[2.7310566902160645, 2.436061143875122, 5.667175769805908]",-6.5661774,-6.3612747,intuitive,False,-13.132355,-19.083824,correct,True,-13.045382,-9.947208,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,correct_first,True,"The capital of Alaska is either Juneau or Anchorage. In fact,","The capital of Alaska is either Juneau or Anchorage. In fact, the capital of Alaska is",18,1.1984814,10892,"[0.9438742399215698, 12.608844757080078]","[-0.6933545470237732, 4.793074131011963]",1945,"[3.1274900436401367, 4.1761603355407715, 14.87372875213623]","[1.0633103847503662, 2.845937967300415, 4.1745076179504395]",-7.6887946,-6.6863594,intuitive,False,-15.377589,-20.059078,correct,True,-14.555833,-12.372217,intuitive,False,3.761141,11445,"[0.17825546860694885, 13.358380317687988]","[0.26416435837745667, 6.400373458862305]",345,"[3.872089385986328, 3.7000975608825684, 16.02587890625]","[1.1711950302124023, 2.8495020866394043, 3.219439744949341]",-6.8126,-6.148138,intuitive,False,-13.6252,-18.444414,correct,True,-13.124592,-9.430758,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,correct_first,True,"The capital of Alaska is either Juneau or Anchorage. In fact,","The capital of Alaska is either Juneau or Anchorage. In fact, the capital of Alaska is",19,1.7424111,12020,"[0.6196828484535217, 13.254117965698242]","[6.094595432281494, 6.8571085929870605]",1490,"[3.2429065704345703, 4.594875812530518, 15.175048828125]","[5.897096157073975, 2.695211410522461, 13.544656753540039]",-8.256452,-6.8279243,intuitive,False,-16.512903,-20.483772,correct,True,-15.804998,-13.181776,intuitive,False,4.280783,12378,"[0.23746363818645477, 14.369500160217285]","[0.9522190690040588, 8.613115310668945]",480,"[3.787827491760254, 4.199429512023926, 15.902741432189941]","[0.7427924871444702, 1.6657201051712036, 11.92535400390625]",-6.669973,-5.9965615,intuitive,False,-13.339946,-17.989685,correct,True,-13.080478,-9.530116,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,correct_first,True,"The capital of Alaska is either Juneau or Anchorage. In fact,","The capital of Alaska is either Juneau or Anchorage. In fact, the capital of Alaska is",20,1.8649182,1799,"[2.979428768157959, 13.703887939453125]","[2.527235269546509, 7.332399368286133]",239,"[5.034612655639648, 4.909337997436523, 18.337495803833008]","[2.657602548599243, 6.3559794425964355, 3.1430821418762207]",-6.6289744,-5.950728,intuitive,False,-13.257949,-17.852184,correct,True,-12.738566,-10.683382,intuitive,False,2.5835419,10514,"[0.5037527680397034, 15.202472686767578]","[-1.815360188484192, 10.060672760009766]",686,"[3.524113178253174, 4.131683826446533, 18.2558536529541]","[-0.6369518637657166, 4.244691371917725, 2.910888195037842]",-7.1758065,-6.717127,intuitive,False,-14.351613,-20.15138,correct,True,-14.246378,-11.226015,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,correct_first,True,"The capital of Alaska is either Juneau or Anchorage. In fact,","The capital of Alaska is either Juneau or Anchorage. In fact, the capital of Alaska is",21,2.7484612,1429,"[3.424779176712036, 14.826101303100586]","[4.375247478485107, 3.2654848098754883]",273,"[5.199034214019775, 6.236881732940674, 18.125734329223633]","[13.038865089416504, 1.4216039180755615, 9.961538314819336]",-6.085502,-5.343313,intuitive,False,-12.171004,-16.02994,correct,True,-12.008022,-10.233767,intuitive,False,2.8743837,14221,"[-0.08343502879142761, 16.448078155517578]","[-0.21597179770469666, 2.4521501064300537]",1239,"[2.9343090057373047, 4.929780960083008, 17.874900817871094]","[-0.04784323275089264, 3.5012779235839844, 8.987573623657227]",-7.300056,-6.7102504,intuitive,False,-14.600112,-20.13075,correct,True,-14.56778,-11.550032,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,correct_first,True,"The capital of Alaska is either Juneau or Anchorage. In fact,","The capital of Alaska is either Juneau or Anchorage. In fact, the capital of Alaska is",22,3.3962655,597,"[4.369678497314453, 14.568255424499512]","[13.325765609741211, 9.570716857910156]",26,"[8.451498031616211, 5.967561721801758, 19.898468017578125]","[7.618047714233398, 3.361149549484253, 5.795400142669678]",-5.2670956,-4.0904417,intuitive,False,-10.534191,-12.271325,correct,True,-10.3553705,-6.273551,intuitive,False,1.7763176,14423,"[-0.1297501176595688, 15.373953819274902]","[-1.2319594621658325, 6.979668140411377]",1551,"[2.694509267807007, 5.375898361206055, 19.128520965576172]","[3.468055009841919, -1.042199730873108, 5.631233215332031]",-7.7851653,-6.974797,intuitive,False,-15.570331,-20.92439,correct,True,-15.495917,-12.6716585,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,correct_first,True,"The capital of Alaska is either Juneau or Anchorage. In fact,","The capital of Alaska is either Juneau or Anchorage. In fact, the capital of Alaska is",23,4.7559214,34,"[8.140254974365234, 16.325319290161133]","[3.2415523529052734, 9.851703643798828]",13,"[10.15447998046875, 6.370838642120361, 20.476879119873047]","[12.85740852355957, 10.366476058959961, 5.764019012451172]",-3.057103,-3.2837598,correct,True,-6.114206,-9.851279,correct,True,-6.080239,-4.066014,intuitive,False,1.0809904,17069,"[-0.38022181391716003, 15.980841636657715]","[-1.0433558225631714, 3.265471935272217]",975,"[3.2528364658355713, 4.668089866638184, 19.597461700439453]","[4.092351913452148, -0.9786044359207153, 4.512645244598389]",-8.327483,-7.5283546,intuitive,False,-16.654966,-22.585064,correct,True,-16.612728,-12.9796715,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,correct_first,True,"The capital of Alaska is either Juneau or Anchorage. In fact,","The capital of Alaska is either Juneau or Anchorage. In fact, the capital of Alaska is",24,4.5857887,27,"[8.410623550415039, 18.356782913208008]","[15.678352355957031, 9.122895240783691]",1,"[12.651000022888184, 8.303869247436523, 21.068342208862305]","[-2.093092918395996, 10.052045822143555, 5.930385589599609]",-2.8528876,-1.7792197,intuitive,False,-5.7057753,-5.3376594,intuitive,False,-5.7006817,-1.460305,intuitive,False,1.3778265,17213,"[-0.5873514413833618, 15.663138389587402]","[-0.701338529586792, 5.682184219360352]",343,"[3.9361109733581543, 4.1301774978637695, 19.99079132080078]","[2.100201368331909, 3.6396777629852295, 7.828647613525391]",-8.133113,-7.125553,intuitive,False,-16.266226,-21.37666,correct,True,-16.23037,-11.706897,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,correct_first,True,"The capital of Alaska is either Juneau or Anchorage. In fact,","The capital of Alaska is either Juneau or Anchorage. In fact, the capital of Alaska is",25,4.3903503,2,"[11.751551628112793, 19.744369506835938]","[9.643790245056152, 6.659673690795898]",4,"[11.350615501403809, 10.098492622375488, 21.535690307617188]","[1.0212386846542358, 7.31906795501709, 5.416360855102539]",-1.2203699,-1.6310544,correct,True,-2.4407399,-4.893163,correct,True,-2.4383273,-2.8392634,correct,True,1.3075163,18061,"[-0.6883466839790344, 16.040918350219727]","[1.6732460260391235, 0.2618444561958313]",268,"[4.118274688720703, 4.742551326751709, 20.855314254760742]","[6.402609825134277, 2.274029016494751, 3.3360865116119385]",-8.112863,-6.608543,intuitive,False,-16.225725,-19.825628,correct,True,-16.201344,-11.394715,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,correct_first,True,"The capital of Alaska is either Juneau or Anchorage. In fact,","The capital of Alaska is either Juneau or Anchorage. In fact, the capital of Alaska is",26,3.0322816,1,"[13.304915428161621, 20.83733558654785]","[3.9084956645965576, 1.7283883094787598]",7,"[10.68156909942627, 11.40890884399414, 21.97651481628418]","[-0.43409010767936707, 3.909416913986206, 11.55807113647461]",-0.62865233,-1.6186973,correct,True,-1.2573047,-4.856092,correct,True,-1.2563027,-3.8796492,correct,True,1.1154974,13928,"[-0.35217222571372986, 15.616786003112793]","[-0.3429180085659027, 6.009679317474365]",102,"[5.080545902252197, 5.077798843383789, 20.84518051147461]","[-0.30560749769210815, 2.2131195068359375, 11.604104995727539]",-8.1082735,-6.2218823,intuitive,False,-16.216547,-18.665648,correct,True,-16.188002,-10.755287,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,correct_first,True,"The capital of Alaska is either Juneau or Anchorage. In fact,","The capital of Alaska is either Juneau or Anchorage. In fact, the capital of Alaska is",27,2.2548504,2,"[13.547072410583496, 20.377696990966797]","[9.422740936279297, 3.8397393226623535]",8,"[10.062479972839355, 11.859367370605469, 23.967012405395508]","[12.291860580444336, 12.784966468811035, 8.132166862487793]",-0.68069196,-1.8180705,correct,True,-1.3613839,-5.4542117,correct,True,-1.3604254,-4.845018,correct,True,2.4707277,12839,"[-0.40378111600875854, 15.917027473449707]","[0.08348216861486435, 1.9252307415008545]",116,"[4.847173690795898, 5.398929595947266, 22.820941925048828]","[0.2303747832775116, 4.595559597015381, 6.857494354248047]",-7.3696036,-5.6144443,intuitive,False,-14.739207,-16.843332,correct,True,-14.722877,-9.471924,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,correct_first,True,"The capital of Alaska is either Juneau or Anchorage. In fact,","The capital of Alaska is either Juneau or Anchorage. In fact, the capital of Alaska is",28,1.3737444,1,"[14.728200912475586, 20.205495834350586]","[9.20955753326416, 7.117033958435059]",3,"[12.264472007751465, 14.32486629486084, 24.834609985351562]","[8.957831382751465, 12.991434097290039, 3.6387739181518555]",-0.13284335,-0.931504,correct,True,-0.2656867,-2.794512,correct,True,-0.2647293,-2.7284582,correct,True,2.3635554,11156,"[-0.36018893122673035, 15.376285552978516]","[0.1454790234565735, 3.9349207878112793]",115,"[4.562959671020508, 6.349117279052734, 23.53493881225586]","[3.032341718673706, 10.9962739944458, 4.722774982452393]",-7.28918,-5.2643604,intuitive,False,-14.57836,-15.793081,correct,True,-14.557429,-9.634278,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,correct_first,True,"The capital of Alaska is either Juneau or Anchorage. In fact,","The capital of Alaska is either Juneau or Anchorage. In fact, the capital of Alaska is",29,0.82975215,1,"[15.766400337219238, 20.77304458618164]","[6.459240436553955, 8.19681453704834]",2,"[13.430667877197266, 16.776277542114258, 24.689050674438477]","[11.473553657531738, 12.922165870666504, 1.756093144416809]",-0.08788346,-0.83884853,correct,True,-0.17576692,-2.5165455,correct,True,-0.1748031,-2.5105355,correct,True,2.37236,8538,"[-0.312887579202652, 15.489057540893555]","[0.5706915855407715, 3.3675715923309326]",88,"[4.9383544921875, 8.85714054107666, 23.66663360595703]","[4.605767726898193, 11.70776081085205, -2.144324779510498]",-7.1664124,-4.584826,intuitive,False,-14.332825,-13.754478,intuitive,False,-14.315235,-9.063994,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,correct_first,True,"The capital of Alaska is either Juneau or Anchorage. In fact,","The capital of Alaska is either Juneau or Anchorage. In fact, the capital of Alaska is",30,1.3821675,1,"[16.549331665039062, 22.29935073852539]","[6.225142478942871, 14.136380195617676]",2,"[15.976863861083984, 19.903242111206055, 23.163097381591797]","[4.27652645111084, 14.254443168640137, 9.25285530090332]",-0.29126218,-0.3851062,correct,True,-0.58252436,-1.1553186,correct,True,-0.5824229,-1.1548908,correct,True,2.2269588,5039,"[-0.12755811214447021, 15.444847106933594]","[-1.51210355758667, 7.564830780029297]",59,"[5.906332015991211, 11.833388328552246, 21.736675262451172]","[-2.175619125366211, 4.065983772277832, 7.428224086761475]",-7.0018606,-3.746165,intuitive,False,-14.003721,-11.238495,intuitive,False,-13.858178,-7.8242865,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,correct_first,True,"The capital of Alaska is either Juneau or Anchorage. In fact,","The capital of Alaska is either Juneau or Anchorage. In fact, the capital of Alaska is",31,3.1700954,1,"[16.354536056518555, 24.197011947631836]",,4,"[14.493313789367676, 23.597469329833984, 21.002857208251953]",,-0.52586967,-0.97129744,correct,True,-1.0517393,-2.9138923,correct,True,-1.0510609,-2.9122832,correct,True,3.0454934,4184,"[-1.359642744064331, 17.45405387878418]",,209,"[2.832343101501465, 11.681116104125977, 19.3699951171875]",,-6.7468286,-3.8910549,intuitive,False,-13.493657,-11.673164,intuitive,False,-13.052505,-8.860516,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,intuitive_first,False,"The capital of Alaska is either Anchorage or Juneau. In fact,","The capital of Alaska is either Anchorage or Juneau. In fact, the capital of Alaska is",0,8.504241,4201,"[0.8695915341377258, 5.565680503845215]","[0.48214003443717957, 7.0456132888793945]",8627,"[0.146664097905159, -1.1799507141113281, 3.7731754779815674]","[0.5583559274673462, 0.8675423264503479, 6.556846618652344]",-7.7998347,-10.236342,correct,True,-15.599669,-30.709026,correct,True,-10.037458,-10.760386,correct,True,8.784887,7159,"[0.93910151720047, 5.555965900421143]","[-3.0309863090515137, 7.181769847869873]",3193,"[1.805324673652649, -1.4760172367095947, 4.211394309997559]","[1.1953506469726562, 0.816483736038208, 6.284627437591553]",-8.102199,-9.810128,correct,True,-16.204397,-29.430386,correct,True,-10.602133,-9.73591,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,intuitive_first,False,"The capital of Alaska is either Anchorage or Juneau. In fact,","The capital of Alaska is either Anchorage or Juneau. In fact, the capital of Alaska is",1,8.69097,4742,"[1.0054662227630615, 7.4871978759765625]","[1.2071025371551514, 5.67451810836792]",7749,"[0.4473273456096649, -0.3944815397262573, 7.21719217300415]","[1.6041359901428223, -2.501856803894043, 5.741708755493164]",-6.8270874,-8.957093,correct,True,-13.654175,-26.87128,correct,True,-10.09611,-10.654249,correct,True,7.561444,27405,"[-1.6672533750534058, 8.17726993560791]","[0.015529210679233074, 7.908488750457764]",5104,"[1.987650752067566, -0.629898190498352, 7.68312931060791]","[0.37988007068634033, 2.1792495250701904, 6.317608833312988]",-8.618651,-8.97726,correct,True,-17.237303,-26.931778,correct,True,-14.229222,-10.574318,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,intuitive_first,False,"The capital of Alaska is either Anchorage or Juneau. In fact,","The capital of Alaska is either Anchorage or Juneau. In fact, the capital of Alaska is",2,8.907588,4127,"[1.3010269403457642, 8.396756172180176]","[-0.709500253200531, 2.192711114883423]",5070,"[1.092801570892334, -1.391996145248413, 8.82151985168457]","[1.6394859552383423, -0.24097967147827148, 3.680389881134033]",-6.381452,-8.792216,correct,True,-12.762904,-26.37665,correct,True,-9.907667,-10.115892,correct,True,8.166924,26648,"[-1.3099480867385864, 10.189380645751953]","[0.650127649307251, 6.273582935333252]",6955,"[1.7349371910095215, 0.4463616609573364, 9.52933406829834]","[0.14318887889385223, -0.8356102705001831, 4.866395950317383]",-7.596165,-8.185298,correct,True,-15.19233,-24.555893,correct,True,-13.860769,-10.815884,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,intuitive_first,False,"The capital of Alaska is either Anchorage or Juneau. In fact,","The capital of Alaska is either Anchorage or Juneau. In fact, the capital of Alaska is",3,8.712905,7121,"[0.6740729808807373, 7.118624210357666]","[-0.3136325776576996, 6.783649444580078]",3114,"[1.5383994579315186, -1.1008718013763428, 8.244970321655273]","[1.5983200073242188, -0.37831589579582214, 5.2423858642578125]",-7.371931,-8.761983,correct,True,-14.743862,-26.28595,correct,True,-10.565072,-9.700746,intuitive,False,7.861868,22777,"[-0.6297380924224854, 11.15152359008789]","[1.2993954420089722, 3.7293965816497803]",8751,"[1.3228693008422852, -0.1615935117006302, 9.492886543273926]","[-0.6320234537124634, 0.4489895701408386, 3.319960355758667]",-7.085373,-8.572311,correct,True,-14.170746,-25.716934,correct,True,-13.134809,-11.182201,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,intuitive_first,False,"The capital of Alaska is either Anchorage or Juneau. In fact,","The capital of Alaska is either Anchorage or Juneau. In fact, the capital of Alaska is",4,8.53405,8648,"[0.22041667997837067, 8.638459205627441]","[-3.4283382892608643, 0.7568754553794861]",1760,"[2.0757105350494385, -1.0543385744094849, 9.258740425109863]","[0.851670503616333, 1.6611628532409668, -1.02475905418396]",-6.9658585,-8.273377,correct,True,-13.931717,-24.820133,correct,True,-11.01223,-9.156936,intuitive,False,8.061558,16999,"[0.10150918364524841, 10.498263359069824]","[0.643772542476654, 3.7470288276672363]",12117,"[0.7578797340393066, 0.16008426249027252, 9.122060775756836]","[-0.11100085079669952, -0.590847909450531, -0.2541075348854065]",-6.973625,-8.811244,correct,True,-13.94725,-26.433733,correct,True,-12.322996,-11.666626,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,intuitive_first,False,"The capital of Alaska is either Anchorage or Juneau. In fact,","The capital of Alaska is either Anchorage or Juneau. In fact, the capital of Alaska is",5,8.702413,22239,"[-1.704638123512268, 7.441510200500488]","[1.5632140636444092, -0.008616497740149498]",1877,"[2.089296817779541, -0.09637502580881119, 7.2296271324157715]","[-1.2479884624481201, 2.642561197280884, 2.645232915878296]",-8.684448,-8.707368,correct,True,-17.368896,-26.122105,correct,True,-12.981958,-9.188023,intuitive,False,8.143179,15295,"[0.3776446282863617, 10.355355262756348]","[0.07467042654752731, 0.046992331743240356]",13998,"[0.5533649325370789, -0.17222115397453308, 7.531184673309326]","[-0.09114500880241394, 1.1624305248260498, 0.47349533438682556]",-6.9463663,-9.664031,correct,True,-13.892733,-28.992094,correct,True,-12.10764,-11.931919,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,intuitive_first,False,"The capital of Alaska is either Anchorage or Juneau. In fact,","The capital of Alaska is either Anchorage or Juneau. In fact, the capital of Alaska is",6,8.811958,17316,"[-0.6949130296707153, 5.977351188659668]","[1.8917185068130493, -1.3503549098968506]",5420,"[1.1807763576507568, 1.4761312007904053, 7.393150329589844]","[2.1796200275421143, 3.1061713695526123, -0.8211582899093628]",-9.047977,-8.545957,intuitive,False,-18.095955,-25.63787,correct,True,-12.152679,-10.276991,intuitive,False,8.304264,14896,"[0.3540562391281128, 8.571521759033203]","[-0.34800297021865845, 0.40836748480796814]",14361,"[0.4349784255027771, 0.471306174993515, 6.550124645233154]","[-0.3497088551521301, 1.1351040601730347, 0.9250729084014893]",-7.8023806,-9.960002,correct,True,-15.604761,-29.880005,correct,True,-11.995448,-11.914526,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,intuitive_first,False,"The capital of Alaska is either Anchorage or Juneau. In fact,","The capital of Alaska is either Anchorage or Juneau. In fact, the capital of Alaska is",7,8.628983,9503,"[0.317726731300354, 4.291072368621826]","[1.000646948814392, 0.7266745567321777]",2072,"[2.1228744983673096, 2.9288346767425537, 5.850584506988525]","[-1.256704568862915, -2.428419351577759, 0.3186032474040985]",-9.238895,-8.038848,intuitive,False,-18.47779,-24.116543,correct,True,-11.112844,-9.307696,intuitive,False,8.421436,16740,"[0.16041065752506256, 8.083317756652832]","[-1.5487290620803833, -1.0758546590805054]",16246,"[0.22878234088420868, 0.936479389667511, 6.243408679962158]","[0.37062519788742065, -1.1493984460830688, -1.858445405960083]",-8.173354,-9.86432,correct,True,-16.346708,-29.59296,correct,True,-12.189002,-12.12063,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,intuitive_first,False,"The capital of Alaska is either Anchorage or Juneau. In fact,","The capital of Alaska is either Anchorage or Juneau. In fact, the capital of Alaska is",8,8.109035,8649,"[0.808922290802002, 4.234066963195801]","[-1.0935851335525513, -4.306156158447266]",6443,"[1.2118127346038818, 1.2626622915267944, 5.296356678009033]","[0.18358461558818817, 4.497797966003418, -0.452616423368454]",-9.268614,-9.249625,intuitive,False,-18.537228,-27.748875,correct,True,-11.081802,-10.678911,intuitive,False,8.468683,21744,"[-0.4497491419315338, 6.696841716766357]","[-2.0889809131622314, -1.6725854873657227]",16010,"[0.3436329662799835, 0.3696291446685791, 4.926393508911133]","[2.3774781227111816, 2.651736259460449, 1.8090895414352417]",-9.227045,-10.458068,correct,True,-18.45409,-31.374203,correct,True,-12.861923,-12.068541,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,intuitive_first,False,"The capital of Alaska is either Anchorage or Juneau. In fact,","The capital of Alaska is either Anchorage or Juneau. In fact, the capital of Alaska is",9,7.962572,15879,"[0.08682072907686234, 1.7018682956695557]","[-0.3258013427257538, 1.745300531387329]",8798,"[1.1285778284072876, 3.5383265018463135, 4.7198381423950195]","[1.5369341373443604, -0.014684461057186127, 1.480588674545288]",-11.077512,-8.76504,intuitive,False,-22.155024,-26.29512,correct,True,-12.268398,-11.226641,intuitive,False,8.6133175,25395,"[-1.0991380214691162, 5.238546848297119]","[0.543979287147522, 4.96011209487915]",10264,"[1.0981305837631226, 1.5500578880310059, 5.153778076171875]","[3.972803831100464, 3.3494434356689453, -0.17745359241962433]",-10.038006,-9.567077,intuitive,False,-20.076012,-28.70123,correct,True,-13.396813,-11.199544,intuitive,False,The capital
capitals-recognition,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,intuitive_first,False,"The capital of Alaska is either Anchorage or Juneau. In fact,","The capital of Alaska is either Anchorage or Juneau. In fact, the capital of Alaska is",10,7.0265546,15328,"[-0.09597565978765488, 2.3483431339263916]","[-1.1007976531982422, 1.173843264579773]",4509,"[1.7796766757965088, 2.6150155067443848, 4.9309306144714355]","[-0.22395139932632446, 2.73946475982666, 4.405296325683594]",-10.952885,-8.753518,intuitive,False,-21.90577,-26.260555,correct,True,-12.398758,-10.523106,intuitive,False,8.663124,22975,"[-0.831731379032135, 6.837184906005859]","[-0.09732173383235931, 4.829510688781738]",3557,"[2.254239559173584, 2.756652593612671, 4.854560852050781]","[-1.2719913721084595, 0.6742209792137146, 5.724620819091797]",-9.029928,-8.847969,intuitive,False,-18.059856,-26.543907,correct,True,-12.933516,-9.847544,intuitive,False,The capital
