task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,10,country,Turkey,has_competitor,Ankara,Istanbul,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,The capital of Turkey is,5,1.8469974,3673,[-16.18435287475586],[-8.381562232971191],3719,[-16.217552185058594],[-13.389402389526367],-16.689402,-16.7226,correct,True,-16.689402,-16.7226,correct,True,-16.689402,-16.7226,correct,True
capitals-recall,10,country,Turkey,has_competitor,Ankara,Istanbul,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,The capital of Turkey is,6,2.2777889,388,[-14.61034107208252],[-28.113340377807617],1078,[-16.366310119628906],[-25.063066482543945],-10.559885,-12.315855,correct,True,-10.559885,-12.315855,correct,True,-10.559885,-12.315855,correct,True
capitals-recall,10,country,Turkey,has_competitor,Ankara,Istanbul,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,The capital of Turkey is,7,1.7074816,363,[-18.93950843811035],[-13.821694374084473],559,[-19.612159729003906],[-8.813390731811523],-11.325156,-11.9978075,correct,True,-11.325156,-11.9978075,correct,True,-11.325156,-11.9978075,correct,True
capitals-recall,10,country,Turkey,has_competitor,Ankara,Istanbul,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,The capital of Turkey is,8,2.4177818,119,[-18.186920166015625],[11.887986183166504],63,[-17.202367782592773],[8.94990348815918],-8.720363,-7.7358103,incorrect,False,-8.720363,-7.7358103,incorrect,False,-8.720363,-7.7358103,incorrect,False
capitals-recall,10,country,Turkey,has_competitor,Ankara,Istanbul,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,The capital of Turkey is,9,1.4718307,2,[-8.878225326538086],[-89.51737976074219],3,[-9.138039588928223],[-89.07543182373047],-1.1635633,-1.4233775,correct,True,-1.1635633,-1.4233775,correct,True,-1.1635633,-1.4233775,correct,True
capitals-recall,10,country,Turkey,has_competitor,Ankara,Istanbul,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,The capital of Turkey is,10,1.5178394,2,[-47.64813232421875],[-126.35596466064453],1,[-47.62226486206055],[-125.5650634765625],-0.9271044,-0.90123695,incorrect,False,-0.9271044,-0.90123695,incorrect,False,-0.9271044,-0.90123695,incorrect,False
capitals-recall,10,country,Turkey,has_competitor,Ankara,Istanbul,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,The capital of Turkey is,11,5.528042,12,[-101.31060791015625],,10,[-100.9112319946289],,-4.1456633,-3.746287,incorrect,False,-4.1456633,-3.746287,incorrect,False,-4.1456633,-3.746287,incorrect,False
capitals-recall,11,country,United Arab Emirates,has_competitor,Abu Dhabi,Dubai,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,0,3.8498764,8606,"[-4.944037437438965, 24.307260513305664]","[-32.01190185546875, -26.751081466674805]",18130,[-6.606438159942627],[-34.37394332885742],-7.120151,-15.760511,correct,True,-14.240302,-15.760511,correct,True,-14.098113,-15.760511,correct,True
capitals-recall,11,country,United Arab Emirates,has_competitor,Abu Dhabi,Dubai,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,1,2.7896917,8399,"[-8.876740455627441, 19.071067810058594]","[-14.43919849395752, -16.03754425048828]",18573,[-10.87568187713623],[-14.675471305847168],-7.9852357,-17.798101,correct,True,-15.970471,-17.798101,correct,True,-15.79916,-17.798101,correct,True
capitals-recall,11,country,United Arab Emirates,has_competitor,Abu Dhabi,Dubai,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,2,2.642376,5919,"[-9.775755882263184, 15.488828659057617]","[-9.325421333312988, -21.52178192138672]",13163,[-11.649927139282227],[-11.313661575317383],-7.956326,-17.709858,correct,True,-15.912652,-17.709858,correct,True,-15.835688,-17.709858,correct,True
capitals-recall,11,country,United Arab Emirates,has_competitor,Abu Dhabi,Dubai,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,3,2.2941265,5683,"[-9.699934005737305, 11.360102653503418]","[-11.935672760009766, -24.064455032348633]",13293,[-11.783154487609863],[-7.31826114654541],-8.129348,-18.305672,correct,True,-16.258696,-18.305672,correct,True,-16.222458,-18.305672,correct,True
capitals-recall,11,country,United Arab Emirates,has_competitor,Abu Dhabi,Dubai,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,4,2.2176747,4745,"[-10.22835922241211, 7.5345940589904785]","[-23.344301223754883, -41.35879898071289]",6938,[-11.036069869995117],[-26.366113662719727],-7.8965697,-16.561514,correct,True,-15.793139,-16.561514,correct,True,-15.753806,-16.561514,correct,True
capitals-recall,11,country,United Arab Emirates,has_competitor,Abu Dhabi,Dubai,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,5,1.9745412,3253,"[-13.624107360839844, 1.1170542240142822]","[-15.748230934143066, -10.282661437988281]",5904,[-15.052678108215332],[-11.01584529876709],-8.296098,-17.976152,correct,True,-16.592196,-17.976152,correct,True,-16.547586,-17.976152,correct,True
capitals-recall,11,country,United Arab Emirates,has_competitor,Abu Dhabi,Dubai,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,6,2.5651054,2646,"[-15.10657787322998, 0.6584577560424805]","[-26.83696937561035, -14.022536277770996]",2108,[-14.602466583251953],[-33.61425018310547],-7.1451163,-13.764659,correct,True,-14.290233,-13.764659,incorrect,False,-14.268776,-13.764659,incorrect,False
capitals-recall,11,country,United Arab Emirates,has_competitor,Abu Dhabi,Dubai,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,7,1.9875011,1363,"[-19.05755615234375, -1.344606876373291]","[-19.65727996826172, -5.7803215980529785]",2565,[-20.444847106933594],[-19.78843116760254],-6.987652,-15.351595,correct,True,-13.975304,-15.351595,correct,True,-13.964316,-15.351595,correct,True
capitals-recall,11,country,United Arab Emirates,has_competitor,Abu Dhabi,Dubai,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,8,2.238348,548,"[-20.167240142822266, -1.0537590980529785]","[-10.139342308044434, 15.286393165588379]",955,[-21.257762908935547],[-6.659907341003418],-5.9079247,-12.904796,correct,True,-11.815849,-12.904796,correct,True,-11.814281,-12.904796,correct,True
capitals-recall,11,country,United Arab Emirates,has_competitor,Abu Dhabi,Dubai,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,9,3.062964,14,"[-17.842477798461914, 5.184231281280518]","[-95.58796691894531, -22.857715606689453]",9,[-17.48086166381836],[-94.51251220703125],-2.299395,-4.2371216,correct,True,-4.59879,-4.2371216,incorrect,False,-4.5987377,-4.2371216,incorrect,False
capitals-recall,11,country,United Arab Emirates,has_competitor,Abu Dhabi,Dubai,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,10,4.4924126,11,"[-57.01923370361328, -5.021860599517822]","[-120.07231140136719, -96.82294464111328]",5,[-56.22673034667969],[-122.61383819580078],-1.913995,-3.0354743,correct,True,-3.82799,-3.0354743,incorrect,False,-3.8279757,-3.0354743,incorrect,False
capitals-recall,11,country,United Arab Emirates,has_competitor,Abu Dhabi,Dubai,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,The capital of the United Arab Emirates is,11,5.410323,20,"[-103.75824737548828, -58.75986862182617]",,46,[-104.62017059326172],,-2.6107147,-6.082865,correct,True,-5.2214293,-6.082865,correct,True,-5.2209387,-6.082865,correct,True
capitals-recall,12,state,Alabama,has_competitor,Montgomery,Birmingham,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,0,3.6970444,8671,[-6.738287925720215],[-15.411767959594727],29510,[-9.965049743652344],[-15.163551330566406],-14.252309,-17.47907,correct,True,-14.252309,-17.47907,correct,True,-14.252309,-17.47907,correct,True
capitals-recall,12,state,Alabama,has_competitor,Montgomery,Birmingham,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,1,2.8712587,7226,[-7.8234782218933105],[-9.020811080932617],23664,[-10.998634338378906],[-6.865126609802246],-15.584389,-18.759544,correct,True,-15.584389,-18.759544,correct,True,-15.584389,-18.759544,correct,True
capitals-recall,12,state,Alabama,has_competitor,Montgomery,Birmingham,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,2,2.6703255,4748,[-7.778031826019287],[-15.264497756958008],15308,[-10.434212684631348],[-15.22524642944336],-15.004808,-17.66099,correct,True,-15.004808,-17.66099,correct,True,-15.004808,-17.66099,correct,True
capitals-recall,12,state,Alabama,has_competitor,Montgomery,Birmingham,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,3,1.951535,6085,[-9.334402084350586],[-21.634912490844727],16149,[-11.682875633239746],[-15.588264465332031],-15.820946,-18.169418,correct,True,-15.820946,-18.169418,correct,True,-15.820946,-18.169418,correct,True
capitals-recall,12,state,Alabama,has_competitor,Montgomery,Birmingham,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,4,1.9344023,8156,[-12.35710620880127],[-19.845666885375977],10273,[-12.916509628295898],[-20.16197967529297],-16.029356,-16.58876,correct,True,-16.029356,-16.58876,correct,True,-16.029356,-16.58876,correct,True
capitals-recall,12,state,Alabama,has_competitor,Montgomery,Birmingham,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,5,2.0408502,2591,[-14.919388771057129],[-17.680938720703125],3485,[-15.489968299865723],[-20.57720375061035],-15.112903,-15.683482,correct,True,-15.112903,-15.683482,correct,True,-15.112903,-15.683482,correct,True
capitals-recall,12,state,Alabama,has_competitor,Montgomery,Birmingham,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,6,2.1865416,742,[-16.819753646850586],[-27.06374740600586],1721,[-18.210050582885742],[-26.681489944458008],-11.446505,-12.836802,correct,True,-11.446505,-12.836802,correct,True,-11.446505,-12.836802,correct,True
capitals-recall,12,state,Alabama,has_competitor,Montgomery,Birmingham,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,7,1.2023649,853,[-20.560302734375],[-21.076839447021484],1566,[-21.614917755126953],[-14.007099151611328],-12.7324705,-13.787086,correct,True,-12.7324705,-13.787086,correct,True,-12.7324705,-13.787086,correct,True
capitals-recall,12,state,Alabama,has_competitor,Montgomery,Birmingham,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,8,2.902008,640,[-21.76066780090332],[-13.074703216552734],289,[-20.39764976501465],[-10.178523063659668],-10.743785,-9.380767,incorrect,False,-10.743785,-9.380767,incorrect,False,-10.743785,-9.380767,incorrect,False
capitals-recall,12,state,Alabama,has_competitor,Montgomery,Birmingham,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,9,3.4874885,76,[-19.899625778198242],[-92.2437515258789],19,[-17.884986877441406],[-92.0526123046875],-6.746832,-4.732193,incorrect,False,-6.746832,-4.732193,incorrect,False,-6.746832,-4.732193,incorrect,False
capitals-recall,12,state,Alabama,has_competitor,Montgomery,Birmingham,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,10,3.8882604,14,[-56.19345474243164],[-117.98939514160156],4,[-54.883975982666016],[-117.99775695800781],-4.6310644,-3.3215857,incorrect,False,-4.6310644,-3.3215857,incorrect,False,-4.6310644,-3.3215857,incorrect,False
capitals-recall,12,state,Alabama,has_competitor,Montgomery,Birmingham,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,11,6.1467123,25,[-102.10836029052734],,14,[-101.20689392089844],,-5.385584,-4.4841175,incorrect,False,-5.385584,-4.4841175,incorrect,False,-5.385584,-4.4841175,incorrect,False
capitals-recall,13,state,Alaska,has_competitor,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,0,3.910252,11109,"[-6.751518726348877, -4.88609504699707]","[-14.495416641235352, -26.076248168945312]",33830,[-10.13300895690918],[-17.483224868774414],-13.025705,-17.995314,correct,True,-26.05141,-17.995314,incorrect,False,-14.613824,-17.995314,correct,True
capitals-recall,13,state,Alaska,has_competitor,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,1,3.0635698,10579,"[-8.01309585571289, -9.530810356140137]","[-14.079205513000488, -33.9503288269043]",31356,[-11.517210006713867],[-6.620744228363037],-13.762301,-19.666254,correct,True,-27.524603,-19.666254,incorrect,False,-16.16214,-19.666254,correct,True
capitals-recall,13,state,Alaska,has_competitor,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,2,2.9297805,10398,"[-9.069601058959961, -15.36176872253418]","[-14.809566497802734, -34.74726867675781]",19833,[-10.79499626159668],[-19.849714279174805],-13.568327,-18.126514,correct,True,-27.136654,-18.126514,incorrect,False,-16.40112,-18.126514,correct,True
capitals-recall,13,state,Alaska,has_competitor,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,3,2.5045204,12363,"[-10.756400108337402, -21.120208740234375]","[-22.37148094177246, -12.47455883026123]",26737,[-13.277132987976074],[-21.059513092041016],-14.29979,-19.474916,correct,True,-28.59958,-19.474916,incorrect,False,-16.954184,-19.474916,correct,True
capitals-recall,13,state,Alaska,has_competitor,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,4,2.2814057,12781,"[-13.796833992004395, -20.511171340942383]","[-22.028383255004883, -27.83967399597168]",21537,[-15.459248542785645],[-24.270286560058594],-13.005052,-18.448677,correct,True,-26.010103,-18.448677,incorrect,False,-16.786263,-18.448677,correct,True
capitals-recall,13,state,Alaska,has_competitor,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,5,2.300111,8924,"[-17.104198455810547, -23.961227416992188]","[-18.417823791503906, -9.592230796813965]",15431,[-18.735986709594727],[-15.591595649719238],-12.987267,-19.17909,correct,True,-25.974533,-19.17909,incorrect,False,-17.547302,-19.17909,correct,True
capitals-recall,13,state,Alaska,has_competitor,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,6,2.5838015,5063,"[-19.202545166015625, -22.728469848632812]","[-26.406328201293945, -20.890213012695312]",5131,[-19.23260498046875],[-31.44383430480957],-11.766483,-14.88931,correct,True,-23.532967,-14.88931,incorrect,False,-14.85925,-14.88931,correct,True
capitals-recall,13,state,Alaska,has_competitor,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,7,1.8787414,4418,"[-22.570716857910156, -24.227397918701172]","[-24.65403938293457, -14.474112510681152]",7121,[-23.69730567932129],[-22.440717697143555],-10.483985,-16.606455,correct,True,-20.96797,-16.606455,incorrect,False,-15.479865,-16.606455,correct,True
capitals-recall,13,state,Alaska,has_competitor,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,8,2.6835146,2361,"[-24.50078773498535, -23.868894577026367]","[-32.1437873840332, -9.1790771484375]",2378,[-24.5157470703125],[-8.546794891357422],-8.324928,-13.657727,correct,True,-16.649857,-13.657727,incorrect,False,-13.642768,-13.657727,correct,True
capitals-recall,13,state,Alaska,has_competitor,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,9,2.8653266,2950,"[-28.41063690185547, -20.949647903442383]","[-95.58738708496094, -73.14297485351562]",18,[-20.499296188354492],[-84.42857360839844],-6.9276667,-5.716687,incorrect,False,-13.855333,-5.716687,incorrect,False,-13.628028,-5.716687,incorrect,False
capitals-recall,13,state,Alaska,has_competitor,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,10,2.6592178,2317,"[-62.526344299316406, -42.760562896728516]","[-107.66283416748047, -110.83181762695312]",2,[-52.18895721435547],[-112.18539428710938],-6.148842,-1.9507802,incorrect,False,-12.297684,-1.9507802,incorrect,False,-12.288167,-1.9507802,incorrect,False
capitals-recall,13,state,Alaska,has_competitor,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,11,5.893537,1693,"[-100.1299057006836, -90.97823333740234]",,25,[-95.56974792480469],,-5.022956,-5.484706,correct,True,-10.045912,-5.484706,incorrect,False,-10.044864,-5.484706,incorrect,False
capitals-recall,14,state,California,has_competitor,Sacramento,Los Angeles,What is the capital of California?,The capital of California is,0.527,3.8,7.210626186,The capital of California is,0,3.6840916,27793,[-9.492042541503906],[-21.1881046295166],15681,"[-7.8043060302734375, 31.238521575927734]","[-20.30710792541504, -19.64904022216797]",-17.234642,-7.7735147,incorrect,False,-17.234642,-15.5470295,incorrect,False,-17.234642,-15.5469055,incorrect,False
capitals-recall,14,state,California,has_competitor,Sacramento,Los Angeles,What is the capital of California?,The capital of California is,0.527,3.8,7.210626186,The capital of California is,1,2.8205683,25525,[-11.73403263092041],[-10.340086936950684],15811,"[-10.170368194580078, 26.489458084106445]","[-2.4551854133605957, -7.139871120452881]",-19.222645,-8.829549,incorrect,False,-19.222645,-17.659098,incorrect,False,-19.222645,-17.658981,incorrect,False
capitals-recall,14,state,California,has_competitor,Sacramento,Los Angeles,What is the capital of California?,The capital of California is,0.527,3.8,7.210626186,The capital of California is,2,2.820817,20211,[-11.730548858642578],[-14.96263599395752],6971,"[-9.035942077636719, 24.936933517456055]","[-14.039816856384277, -14.292486190795898]",-18.483013,-7.8943505,incorrect,False,-18.483013,-15.788701,incorrect,False,-18.483013,-15.788406,incorrect,False
capitals-recall,14,state,California,has_competitor,Sacramento,Los Angeles,What is the capital of California?,The capital of California is,0.527,3.8,7.210626186,The capital of California is,3,2.3563695,20205,[-12.857558250427246],[-19.33289337158203],8365,"[-10.446676254272461, 22.220266342163086]","[-17.382186889648438, -30.5700626373291]",-18.565987,-8.078491,incorrect,False,-18.565987,-16.156982,incorrect,False,-18.565987,-16.155106,incorrect,False
capitals-recall,14,state,California,has_competitor,Sacramento,Los Angeles,What is the capital of California?,The capital of California is,0.527,3.8,7.210626186,The capital of California is,4,2.295226,11499,[-14.816174507141113],[-23.89759635925293],3686,"[-12.38797664642334, 13.935534477233887]","[-26.655353546142578, -16.007911682128906]",-16.620201,-7.097787,incorrect,False,-16.620201,-14.195574,incorrect,False,-16.620201,-14.192003,incorrect,False
capitals-recall,14,state,California,has_competitor,Sacramento,Los Angeles,What is the capital of California?,The capital of California is,0.527,3.8,7.210626186,The capital of California is,5,2.4135683,8530,[-18.214557647705078],[-18.68600845336914],4858,"[-16.901874542236328, 11.018073081970215]","[-17.92559051513672, 4.331921577453613]",-17.459423,-8.073729,incorrect,False,-17.459423,-16.147457,incorrect,False,-17.459423,-16.146742,incorrect,False
capitals-recall,14,state,California,has_competitor,Sacramento,Los Angeles,What is the capital of California?,The capital of California is,0.527,3.8,7.210626186,The capital of California is,6,2.6334097,2629,[-19.915191650390625],[-24.428264617919922],1451,"[-18.812124252319336, 12.49910831451416]","[-24.918310165405273, -2.7242887020111084]",-13.501801,-6.1994653,incorrect,False,-13.501801,-12.398931,incorrect,False,-13.501801,-12.398733,incorrect,False
capitals-recall,14,state,California,has_competitor,Sacramento,Los Angeles,What is the capital of California?,The capital of California is,0.527,3.8,7.210626186,The capital of California is,7,1.6971257,1207,[-22.417585372924805],[-20.405736923217773],824,"[-21.807132720947266, 12.007566452026367]","[-17.515186309814453, -3.1439762115478516]",-12.968688,-6.1791425,incorrect,False,-12.968688,-12.358285,incorrect,False,-12.968688,-12.358235,incorrect,False
capitals-recall,14,state,California,has_competitor,Sacramento,Los Angeles,What is the capital of California?,The capital of California is,0.527,3.8,7.210626186,The capital of California is,8,3.2122478,449,[-22.97324562072754],[-16.947711944580078],218,"[-21.754392623901367, 11.297625541687012]","[-16.5898494720459, -30.9931697845459]",-10.093044,-4.4370985,incorrect,False,-10.093044,-8.874197,incorrect,False,-10.093044,-8.874191,incorrect,False
capitals-recall,14,state,California,has_competitor,Sacramento,Los Angeles,What is the capital of California?,The capital of California is,0.527,3.8,7.210626186,The capital of California is,9,3.8807874,19,[-22.1189022064209],[-94.94216918945312],6,"[-21.21124839782715, 1.476737141609192]","[-93.38040161132812, -111.42877197265625]",-4.627354,-1.8598517,incorrect,False,-4.627354,-3.7197034,incorrect,False,-4.627354,-3.7197003,incorrect,False
capitals-recall,14,state,California,has_competitor,Sacramento,Los Angeles,What is the capital of California?,The capital of California is,0.527,3.8,7.210626186,The capital of California is,10,4.6652174,10,[-59.79133224487305],[-117.71842956542969],3,"[-58.60407638549805, -46.72030258178711]","[-116.47134399414062, -215.12184143066406]",-3.8926444,-1.3527354,incorrect,False,-3.8926444,-2.7054708,incorrect,False,-3.8926444,-2.7053885,incorrect,False
capitals-recall,14,state,California,has_competitor,Sacramento,Los Angeles,What is the capital of California?,The capital of California is,0.527,3.8,7.210626186,The capital of California is,11,5.976026,20,[-102.67574310302734],,7,"[-101.52752685546875, -199.8748016357422]",,-5.025295,-1.9426932,incorrect,False,-5.025295,-3.8853865,incorrect,False,-5.025295,-3.8770785,incorrect,False
capitals-recall,15,state,Connecticut,has_competitor,Hartford,Bridgeport,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,The capital of Connecticut is,0,3.845129,34662,[-10.311881065368652],[-16.313941955566406],21685,"[-8.481842041015625, 16.271940231323242]","[-16.434471130371094, -22.159942626953125]",-18.064198,-8.999261,incorrect,False,-18.064198,-17.998522,incorrect,False,-18.064198,-16.23416,incorrect,False
capitals-recall,15,state,Connecticut,has_competitor,Hartford,Bridgeport,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,The capital of Connecticut is,1,2.967869,27757,[-11.509536743164062],[-16.447860717773438],17381,"[-9.88282299041748, 12.938295364379883]","[-10.276284217834473, -11.994003295898438]",-19.20649,-9.106615,incorrect,False,-19.20649,-18.21323,incorrect,False,-19.20649,-17.579777,incorrect,False
capitals-recall,15,state,Connecticut,has_competitor,Hartford,Bridgeport,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,The capital of Connecticut is,2,2.8857253,23758,[-12.510157585144043],[-17.204042434692383],9677,"[-10.019192695617676, 9.827157974243164]","[-17.153749465942383, -16.59625244140625]",-18.703716,-8.162941,incorrect,False,-18.703716,-16.325882,incorrect,False,-18.703716,-16.212751,incorrect,False
capitals-recall,15,state,Connecticut,has_competitor,Hartford,Bridgeport,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,The capital of Connecticut is,3,2.3157408,23225,[-14.024967193603516],[-21.828706741333008],11677,"[-11.924226760864258, 6.862922668457031]","[-12.430253028869629, -22.11012077331543]",-19.004057,-8.468136,incorrect,False,-19.004057,-16.936272,incorrect,False,-19.004057,-16.903316,incorrect,False
capitals-recall,15,state,Connecticut,has_competitor,Hartford,Bridgeport,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,The capital of Connecticut is,4,2.207979,18786,[-16.3160400390625],[-22.325977325439453],3651,"[-12.401461601257324, 2.6796345710754395]","[-22.32396125793457, -13.757782936096191]",-18.15801,-7.1292863,incorrect,False,-18.15801,-14.258573,incorrect,False,-18.15801,-14.243431,incorrect,False
capitals-recall,15,state,Connecticut,has_competitor,Hartford,Bridgeport,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,The capital of Connecticut is,5,2.1481752,12170,[-19.146774291992188],[-18.79801368713379],2637,"[-15.57231616973877, 0.7048435807228088]","[-23.03156280517578, -10.111764907836914]",-18.475866,-7.4561324,incorrect,False,-18.475866,-14.912265,incorrect,False,-18.475866,-14.901409,incorrect,False
capitals-recall,15,state,Connecticut,has_competitor,Hartford,Bridgeport,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,The capital of Connecticut is,6,2.5352757,6140,[-20.713457107543945],[-26.224502563476562],2999,"[-19.143630981445312, -0.08252432197332382]","[-27.21985626220703, -21.039148330688477]",-15.227202,-6.8306165,incorrect,False,-15.227202,-13.661233,incorrect,False,-15.227202,-13.657376,incorrect,False
capitals-recall,15,state,Connecticut,has_competitor,Hartford,Bridgeport,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,The capital of Connecticut is,7,1.6172876,5144,[-23.512928009033203],[-26.29529571533203],3322,"[-22.586688995361328, -3.732929229736328]","[-24.99129295349121, -13.42251205444336]",-15.778701,-7.4275618,incorrect,False,-15.778701,-14.8551235,incorrect,False,-15.778701,-14.852462,incorrect,False
capitals-recall,15,state,Connecticut,has_competitor,Hartford,Bridgeport,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,The capital of Connecticut is,8,3.0607991,3035,[-25.496366500854492],[-10.197818756103516],1770,"[-24.46122932434082, -5.813782215118408]","[-25.940839767456055, -22.997209548950195]",-13.566013,-6.2674303,incorrect,False,-13.566013,-12.534861,incorrect,False,-13.566013,-12.530876,incorrect,False
capitals-recall,15,state,Connecticut,has_competitor,Hartford,Bridgeport,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,The capital of Connecticut is,9,3.8906863,51,[-21.753629684448242],[-86.32707214355469],860,"[-26.158628463745117, -9.940225601196289]","[-86.82952880859375, -76.03070068359375]",-6.4276023,-5.419813,incorrect,False,-6.4276023,-10.839626,correct,True,-6.4276023,-10.832602,correct,True
capitals-recall,15,state,Connecticut,has_competitor,Hartford,Bridgeport,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,The capital of Connecticut is,10,5.2384453,14,[-55.1236457824707],[-118.43275451660156],203,"[-57.964168548583984, -35.593223571777344]","[-119.5343017578125, -105.49280548095703]",-4.780488,-3.8233995,incorrect,False,-4.780488,-7.646799,correct,True,-4.780488,-7.621011,correct,True
capitals-recall,15,state,Connecticut,has_competitor,Hartford,Bridgeport,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,The capital of Connecticut is,11,6.0800443,48,[-100.29593658447266],,680,"[-103.03699493408203, -78.4885025024414]",,-6.0586767,-4.408507,incorrect,False,-6.0586767,-8.817014,correct,True,-6.0586767,-8.799735,correct,True
