item_id,unique_id,input,syllogism_name,initial_prompt,order_first,is_realistic,is_nonsense,is_consistent,tags,syllogism_condition,is_valid,prefix,correct,incorrect,incorrect_is_intuitive,task
48,dragons_mythical_exist^consistent^valid,"Argument:
All dragons are mythical creatures.
No mythical creatures are things that exist.
Conclusion: No dragons are things that exist.
Answer:",dragons_mythical_exist,none,1,True,False,True,"['realistic', 'consistent']",consistent,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All dragons are mythical creatures.
No mythical creatures are things that exist.
Conclusion: No dragons are things that exist.
Answer: The argument is",valid,invalid,False,syllogism
49,dragons_mythical_exist^consistent^valid,"Argument:
No mythical creatures are things that exist.
All dragons are mythical creatures.
Conclusion: No dragons are things that exist.
Answer:",dragons_mythical_exist,none,2,True,False,True,"['realistic', 'consistent']",consistent,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
No mythical creatures are things that exist.
All dragons are mythical creatures.
Conclusion: No dragons are things that exist.
Answer: The argument is",valid,invalid,False,syllogism
50,dragons_mythical_exist^consistent^invalid,"Argument:
Some mythical creatures are dragons.
No mythical creatures are things that exist.
Conclusion: No dragons are things that exist.
Answer:",dragons_mythical_exist,none,1,True,False,True,"['realistic', 'consistent']",consistent,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
Some mythical creatures are dragons.
No mythical creatures are things that exist.
Conclusion: No dragons are things that exist.
Answer: The argument is",invalid,valid,True,syllogism
51,dragons_mythical_exist^consistent^invalid,"Argument:
No mythical creatures are things that exist.
Some mythical creatures are dragons.
Conclusion: No dragons are things that exist.
Answer:",dragons_mythical_exist,none,2,True,False,True,"['realistic', 'consistent']",consistent,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
No mythical creatures are things that exist.
Some mythical creatures are dragons.
Conclusion: No dragons are things that exist.
Answer: The argument is",invalid,valid,True,syllogism
52,dragons_mythical_exist^violate^invalid,"Argument:
No dragons are things that exist.
No mythical creatures are things that exist.
Conclusion: No dragons are mythical creatures.
Answer:",dragons_mythical_exist,none,1,True,False,False,['realistic'],violate,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
No dragons are things that exist.
No mythical creatures are things that exist.
Conclusion: No dragons are mythical creatures.
Answer: The argument is",invalid,valid,False,syllogism
53,dragons_mythical_exist^violate^invalid,"Argument:
No mythical creatures are things that exist.
No dragons are things that exist.
Conclusion: No dragons are mythical creatures.
Answer:",dragons_mythical_exist,none,2,True,False,False,['realistic'],violate,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
No mythical creatures are things that exist.
No dragons are things that exist.
Conclusion: No dragons are mythical creatures.
Answer: The argument is",invalid,valid,False,syllogism
54,dragons_mythical_exist^violate^valid,"Argument:
No things that exist are mythical creatures.
All dragons are things that exist.
Conclusion: No dragons are mythical creatures.
Answer:",dragons_mythical_exist,none,1,True,False,False,['realistic'],violate,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
No things that exist are mythical creatures.
All dragons are things that exist.
Conclusion: No dragons are mythical creatures.
Answer: The argument is",valid,invalid,True,syllogism
55,dragons_mythical_exist^violate^valid,"Argument:
All dragons are things that exist.
No things that exist are mythical creatures.
Conclusion: No dragons are mythical creatures.
Answer:",dragons_mythical_exist,none,2,True,False,False,['realistic'],violate,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All dragons are things that exist.
No things that exist are mythical creatures.
Conclusion: No dragons are mythical creatures.
Answer: The argument is",valid,invalid,True,syllogism
56,politicians_dishonest_lie^consistent^valid,"Argument:
Some politicians are dishonest people.
All dishonest people are people who lie.
Conclusion: Some politicians are people who lie.
Answer:",politicians_dishonest_lie,none,1,True,False,True,"['realistic', 'consistent']",consistent,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
Some politicians are dishonest people.
All dishonest people are people who lie.
Conclusion: Some politicians are people who lie.
Answer: The argument is",valid,invalid,False,syllogism
57,politicians_dishonest_lie^consistent^valid,"Argument:
All dishonest people are people who lie.
Some politicians are dishonest people.
Conclusion: Some politicians are people who lie.
Answer:",politicians_dishonest_lie,none,2,True,False,True,"['realistic', 'consistent']",consistent,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All dishonest people are people who lie.
Some politicians are dishonest people.
Conclusion: Some politicians are people who lie.
Answer: The argument is",valid,invalid,False,syllogism
58,politicians_dishonest_lie^consistent^invalid,"Argument:
Some politicians are dishonest people.
Some dishonest people are people who lie.
Conclusion: Some politicians are people who lie.
Answer:",politicians_dishonest_lie,none,1,True,False,True,"['realistic', 'consistent']",consistent,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
Some politicians are dishonest people.
Some dishonest people are people who lie.
Conclusion: Some politicians are people who lie.
Answer: The argument is",invalid,valid,True,syllogism
59,politicians_dishonest_lie^consistent^invalid,"Argument:
Some dishonest people are people who lie.
Some politicians are dishonest people.
Conclusion: Some politicians are people who lie.
Answer:",politicians_dishonest_lie,none,2,True,False,True,"['realistic', 'consistent']",consistent,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
Some dishonest people are people who lie.
Some politicians are dishonest people.
Conclusion: Some politicians are people who lie.
Answer: The argument is",invalid,valid,True,syllogism
60,politicians_dishonest_lie^violate^valid,"Argument:
All dishonest people are people who lie.
All people who lie are politicians.
Conclusion: All dishonest people are politicians.
Answer:",politicians_dishonest_lie,none,1,True,False,False,['realistic'],violate,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All dishonest people are people who lie.
All people who lie are politicians.
Conclusion: All dishonest people are politicians.
Answer: The argument is",valid,invalid,True,syllogism
61,politicians_dishonest_lie^violate^valid,"Argument:
All people who lie are politicians.
All dishonest people are people who lie.
Conclusion: All dishonest people are politicians.
Answer:",politicians_dishonest_lie,none,2,True,False,False,['realistic'],violate,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All people who lie are politicians.
All dishonest people are people who lie.
Conclusion: All dishonest people are politicians.
Answer: The argument is",valid,invalid,True,syllogism
62,politicians_dishonest_lie^violate^invalid,"Argument:
All politicians are people who lie.
All dishonest people are people who lie.
Conclusion: All dishonest people are politicians.
Answer:",politicians_dishonest_lie,none,1,True,False,False,['realistic'],violate,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All politicians are people who lie.
All dishonest people are people who lie.
Conclusion: All dishonest people are politicians.
Answer: The argument is",invalid,valid,False,syllogism
63,politicians_dishonest_lie^violate^invalid,"Argument:
All dishonest people are people who lie.
All politicians are people who lie.
Conclusion: All dishonest people are politicians.
Answer:",politicians_dishonest_lie,none,2,True,False,False,['realistic'],violate,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All dishonest people are people who lie.
All politicians are people who lie.
Conclusion: All dishonest people are politicians.
Answer: The argument is",invalid,valid,False,syllogism
64,whales_mammals_big^consistent^invalid,"Argument:
Some mammals are big things.
All whales are mammals.
Conclusion: Some whales are big things.
Answer:",whales_mammals_big,none,1,True,False,True,"['realistic', 'consistent']",consistent,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
Some mammals are big things.
All whales are mammals.
Conclusion: Some whales are big things.
Answer: The argument is",invalid,valid,True,syllogism
65,whales_mammals_big^consistent^invalid,"Argument:
All whales are mammals.
Some mammals are big things.
Conclusion: Some whales are big things.
Answer:",whales_mammals_big,none,2,True,False,True,"['realistic', 'consistent']",consistent,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All whales are mammals.
Some mammals are big things.
Conclusion: Some whales are big things.
Answer: The argument is",invalid,valid,True,syllogism
66,whales_mammals_big^consistent^valid,"Argument:
All whales are mammals.
Some whales are big things.
Conclusion: Some mammals are big things.
Answer:",whales_mammals_big,none,1,True,False,True,"['realistic', 'consistent']",consistent,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All whales are mammals.
Some whales are big things.
Conclusion: Some mammals are big things.
Answer: The argument is",valid,invalid,False,syllogism
67,whales_mammals_big^consistent^valid,"Argument:
Some whales are big things.
All whales are mammals.
Conclusion: Some mammals are big things.
Answer:",whales_mammals_big,none,2,True,False,True,"['realistic', 'consistent']",consistent,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
Some whales are big things.
All whales are mammals.
Conclusion: Some mammals are big things.
Answer: The argument is",valid,invalid,False,syllogism
68,whales_mammals_big^violate^invalid,"Argument:
All whales are mammals.
All whales are big things.
Conclusion: All mammals are big things.
Answer:",whales_mammals_big,none,1,True,False,False,['realistic'],violate,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All whales are mammals.
All whales are big things.
Conclusion: All mammals are big things.
Answer: The argument is",invalid,valid,False,syllogism
69,whales_mammals_big^violate^invalid,"Argument:
All whales are big things.
All whales are mammals.
Conclusion: All mammals are big things.
Answer:",whales_mammals_big,none,2,True,False,False,['realistic'],violate,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All whales are big things.
All whales are mammals.
Conclusion: All mammals are big things.
Answer: The argument is",invalid,valid,False,syllogism
70,whales_mammals_big^violate^valid,"Argument:
All big things are mammals.
All mammals are whales.
Conclusion: All big things are whales.
Answer:",whales_mammals_big,none,1,True,False,False,['realistic'],violate,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All big things are mammals.
All mammals are whales.
Conclusion: All big things are whales.
Answer: The argument is",valid,invalid,True,syllogism
71,whales_mammals_big^violate^valid,"Argument:
All mammals are whales.
All big things are mammals.
Conclusion: All big things are whales.
Answer:",whales_mammals_big,none,2,True,False,False,['realistic'],violate,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All mammals are whales.
All big things are mammals.
Conclusion: All big things are whales.
Answer: The argument is",valid,invalid,True,syllogism
72,food_vegetables_healthy^violate^valid,"Argument:
All vegetables are healthy things.
All foods are vegetables.
Conclusion: All foods are healthy things.
Answer:",food_vegetables_healthy,none,1,True,False,False,['realistic'],violate,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All vegetables are healthy things.
All foods are vegetables.
Conclusion: All foods are healthy things.
Answer: The argument is",valid,invalid,True,syllogism
73,food_vegetables_healthy^violate^valid,"Argument:
All foods are vegetables.
All vegetables are healthy things.
Conclusion: All foods are healthy things.
Answer:",food_vegetables_healthy,none,2,True,False,False,['realistic'],violate,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All foods are vegetables.
All vegetables are healthy things.
Conclusion: All foods are healthy things.
Answer: The argument is",valid,invalid,True,syllogism
74,food_vegetables_healthy^violate^invalid,"Argument:
All vegetables are foods.
All vegetables are healthy things.
Conclusion: All foods are healthy things.
Answer:",food_vegetables_healthy,none,1,True,False,False,['realistic'],violate,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All vegetables are foods.
All vegetables are healthy things.
Conclusion: All foods are healthy things.
Answer: The argument is",invalid,valid,False,syllogism
75,food_vegetables_healthy^violate^invalid,"Argument:
All vegetables are healthy things.
All vegetables are foods.
Conclusion: All foods are healthy things.
Answer:",food_vegetables_healthy,none,2,True,False,False,['realistic'],violate,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All vegetables are healthy things.
All vegetables are foods.
Conclusion: All foods are healthy things.
Answer: The argument is",invalid,valid,False,syllogism
76,food_vegetables_healthy^consistent^valid,"Argument:
All vegetables are foods.
Some vegetables are healthy things.
Conclusion: Some foods are healthy things.
Answer:",food_vegetables_healthy,none,1,True,False,True,"['realistic', 'consistent']",consistent,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All vegetables are foods.
Some vegetables are healthy things.
Conclusion: Some foods are healthy things.
Answer: The argument is",valid,invalid,False,syllogism
77,food_vegetables_healthy^consistent^valid,"Argument:
Some vegetables are healthy things.
All vegetables are foods.
Conclusion: Some foods are healthy things.
Answer:",food_vegetables_healthy,none,2,True,False,True,"['realistic', 'consistent']",consistent,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
Some vegetables are healthy things.
All vegetables are foods.
Conclusion: Some foods are healthy things.
Answer: The argument is",valid,invalid,False,syllogism
78,food_vegetables_healthy^consistent^invalid,"Argument:
Some vegetables are foods.
Some vegetables are healthy things.
Conclusion: Some foods are healthy things.
Answer:",food_vegetables_healthy,none,1,True,False,True,"['realistic', 'consistent']",consistent,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
Some vegetables are foods.
Some vegetables are healthy things.
Conclusion: Some foods are healthy things.
Answer: The argument is",invalid,valid,True,syllogism
79,food_vegetables_healthy^consistent^invalid,"Argument:
Some vegetables are healthy things.
Some vegetables are foods.
Conclusion: Some foods are healthy things.
Answer:",food_vegetables_healthy,none,2,True,False,True,"['realistic', 'consistent']",consistent,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
Some vegetables are healthy things.
Some vegetables are foods.
Conclusion: Some foods are healthy things.
Answer: The argument is",invalid,valid,True,syllogism
80,famous_wealthy_old^consistent^valid,"Argument:
All famous actors are wealthy people.
Some famous actors are old people.
Conclusion: Some old people are wealthy people.
Answer:",famous_wealthy_old,none,1,True,False,True,"['realistic', 'consistent']",consistent,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All famous actors are wealthy people.
Some famous actors are old people.
Conclusion: Some old people are wealthy people.
Answer: The argument is",valid,invalid,False,syllogism
81,famous_wealthy_old^consistent^valid,"Argument:
Some famous actors are old people.
All famous actors are wealthy people.
Conclusion: Some old people are wealthy people.
Answer:",famous_wealthy_old,none,2,True,False,True,"['realistic', 'consistent']",consistent,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
Some famous actors are old people.
All famous actors are wealthy people.
Conclusion: Some old people are wealthy people.
Answer: The argument is",valid,invalid,False,syllogism
82,famous_wealthy_old^consistent^invalid,"Argument:
Some famous actors are wealthy people.
Some famous actors are old people.
Conclusion: Some old people are wealthy people.
Answer:",famous_wealthy_old,none,1,True,False,True,"['realistic', 'consistent']",consistent,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
Some famous actors are wealthy people.
Some famous actors are old people.
Conclusion: Some old people are wealthy people.
Answer: The argument is",invalid,valid,True,syllogism
83,famous_wealthy_old^consistent^invalid,"Argument:
Some famous actors are old people.
Some famous actors are wealthy people.
Conclusion: Some old people are wealthy people.
Answer:",famous_wealthy_old,none,2,True,False,True,"['realistic', 'consistent']",consistent,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
Some famous actors are old people.
Some famous actors are wealthy people.
Conclusion: Some old people are wealthy people.
Answer: The argument is",invalid,valid,True,syllogism
84,famous_wealthy_old^violate^valid,"Argument:
All old people are wealthy people.
All wealthy people are famous actors.
Conclusion: All old people are famous actors.
Answer:",famous_wealthy_old,none,1,True,False,False,['realistic'],violate,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All old people are wealthy people.
All wealthy people are famous actors.
Conclusion: All old people are famous actors.
Answer: The argument is",valid,invalid,True,syllogism
85,famous_wealthy_old^violate^valid,"Argument:
All wealthy people are famous actors.
All old people are wealthy people.
Conclusion: All old people are famous actors.
Answer:",famous_wealthy_old,none,2,True,False,False,['realistic'],violate,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All wealthy people are famous actors.
All old people are wealthy people.
Conclusion: All old people are famous actors.
Answer: The argument is",valid,invalid,True,syllogism
86,famous_wealthy_old^violate^invalid,"Argument:
All old people are wealthy people.
All famous actors are wealthy people.
Conclusion: All old people are famous actors.
Answer:",famous_wealthy_old,none,1,True,False,False,['realistic'],violate,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All old people are wealthy people.
All famous actors are wealthy people.
Conclusion: All old people are famous actors.
Answer: The argument is",invalid,valid,False,syllogism
87,famous_wealthy_old^violate^invalid,"Argument:
All famous actors are wealthy people.
All old people are wealthy people.
Conclusion: All old people are famous actors.
Answer:",famous_wealthy_old,none,2,True,False,False,['realistic'],violate,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All famous actors are wealthy people.
All old people are wealthy people.
Conclusion: All old people are famous actors.
Answer: The argument is",invalid,valid,False,syllogism
88,vehicles_mobile_buildings^consistent^valid,"Argument:
All vehicles are things that move.
No buildings are things that move.
Conclusion: No buildings are vehicles.
Answer:",vehicles_mobile_buildings,none,1,True,False,True,"['realistic', 'consistent']",consistent,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All vehicles are things that move.
No buildings are things that move.
Conclusion: No buildings are vehicles.
Answer: The argument is",valid,invalid,False,syllogism
89,vehicles_mobile_buildings^consistent^valid,"Argument:
No buildings are things that move.
All vehicles are things that move.
Conclusion: No buildings are vehicles.
Answer:",vehicles_mobile_buildings,none,2,True,False,True,"['realistic', 'consistent']",consistent,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
No buildings are things that move.
All vehicles are things that move.
Conclusion: No buildings are vehicles.
Answer: The argument is",valid,invalid,False,syllogism
90,vehicles_mobile_buildings^consistent^invalid,"Argument:
All things that move are vehicles.
No buildings are things that move.
Conclusion: No buildings are vehicles.
Answer:",vehicles_mobile_buildings,none,1,True,False,True,"['realistic', 'consistent']",consistent,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All things that move are vehicles.
No buildings are things that move.
Conclusion: No buildings are vehicles.
Answer: The argument is",invalid,valid,True,syllogism
91,vehicles_mobile_buildings^consistent^invalid,"Argument:
No buildings are things that move.
All things that move are vehicles.
Conclusion: No buildings are vehicles.
Answer:",vehicles_mobile_buildings,none,2,True,False,True,"['realistic', 'consistent']",consistent,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
No buildings are things that move.
All things that move are vehicles.
Conclusion: No buildings are vehicles.
Answer: The argument is",invalid,valid,True,syllogism
92,vehicles_mobile_buildings^violate^valid,"Argument:
All vehicles are buildings.
No things that move are buildings.
Conclusion: No vehicles are things that move.
Answer:",vehicles_mobile_buildings,none,1,True,False,False,['realistic'],violate,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All vehicles are buildings.
No things that move are buildings.
Conclusion: No vehicles are things that move.
Answer: The argument is",valid,invalid,True,syllogism
93,vehicles_mobile_buildings^violate^valid,"Argument:
No things that move are buildings.
All vehicles are buildings.
Conclusion: No vehicles are things that move.
Answer:",vehicles_mobile_buildings,none,2,True,False,False,['realistic'],violate,True,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
No things that move are buildings.
All vehicles are buildings.
Conclusion: No vehicles are things that move.
Answer: The argument is",valid,invalid,True,syllogism
94,vehicles_mobile_buildings^violate^invalid,"Argument:
No vehicles are buildings.
All buildings are things that move.
Conclusion: No vehicles are things that move.
Answer:",vehicles_mobile_buildings,none,1,True,False,False,['realistic'],violate,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
No vehicles are buildings.
All buildings are things that move.
Conclusion: No vehicles are things that move.
Answer: The argument is",invalid,valid,False,syllogism
95,vehicles_mobile_buildings^violate^invalid,"Argument:
All buildings are things that move.
No vehicles are buildings.
Conclusion: No vehicles are things that move.
Answer:",vehicles_mobile_buildings,none,2,True,False,False,['realistic'],violate,False,"In this task, you will have to answer a series of questions. You will have to choose the best answer to complete a sentence, paragraph, or question. Please answer them to the best of your ability.

Please assume that the first two sentences in the argument are true. Determine whether the argument is valid or invalid, that is, whether the conclusion follows from the first two sentences:
Argument:
All buildings are things that move.
No vehicles are buildings.
Conclusion: No vehicles are things that move.
Answer: The argument is",invalid,valid,False,syllogism
