model,item_id,condition,entity,correct,intuitive,population_ratio,auc_boost_neg,auc_boost_pos,layer_argmax_boost,output_entropy,output_rank_correct,output_logprob_correct,output_logprobdiff,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,control_auc_entropy,control_layer_biggest_change_entropy,control_auc_rank_correct,control_layer_biggest_change_rank_correct,control_auc_logprob_correct,control_layer_biggest_change_logprob_correct,control_auc_logprobdiff_pos,control_auc_logprobdiff_neg,control_layer_biggest_change_logprobdiff
Llama-2-7b-hf,39,intuitive_first,Vermont,Montpelier,Burlington,5.620253165,47.484882924825754,93.95002799184594,25,3.492313,1.0,-1.3362825,1.3520774999999998,152.20405922999998,11,11.008807658856217,20,235.00245516,20,95.45257463999998,2.144767999999999,20,171.39384560000002,15,0.0014678735949749044,30,468.6965875,30,4.777037999999999,46.17942499999998,11
Llama-2-7b-hf,40,correct_first,Virginia,Richmond,Virginia Beach,1.948051948,23.239065381963744,35.05429828175516,22,3.5627797,1.0,-1.4111362,2.5681371,150.3794353,11,7.863179231067292,30,233.49423091,20,28.847048460000003,21.07184466,24,171.3938569,15,0.015189792093497023,24,355.944121,30,102.3991075,0.0,2
Llama-2-7b-hf,40,intuitive_first,Virginia,Richmond,Virginia Beach,1.948051948,16.468503595700568,39.623076487787536,22,3.3265831,1.0,-1.1012756,3.7021004,148.87946929999998,11,9.20594605734766,22,230.29117911000003,20,39.823323089999995,13.5162798,10,171.3938569,15,0.015189792093497023,24,355.944121,30,102.3991075,0.0,2
Llama-2-7b-hf,41,correct_first,Washington,Olympia,Seattle,13.70967742,51.99150443381395,62.925863948164334,25,3.0056214,1.0,-0.86326605,2.13002585,146.478488122,11,9.510315839005973,22,257.9177414697,20,37.13213763030001,64.0039482,25,171.3938569,15,0.00934755009179524,4,377.8924515,2,13.666902,39.79327400000001,2
Llama-2-7b-hf,41,intuitive_first,Washington,Olympia,Seattle,13.70967742,47.227634658977216,67.56276294113819,25,2.924118,1.0,-0.8068625,2.9317158,143.695739486,11,9.664482618933972,22,257.7485025493,20,45.2500392507,56.09728819999999,25,171.3938569,15,0.00934755009179524,4,377.8924515,2,13.666902,39.79327400000001,2
Llama-2-7b-hf,42,correct_first,Wisconsin,Madison,Milwaukee,1.940140845,50.22929138181011,55.32945321850462,25,3.6783688,1.0,-1.7212421,1.0390356,148.36662030000002,11,9.64642631139263,22,226.73413539,19,49.33824041000001,10.6951473,25,171.3938569,15,0.0035384488593613274,30,414.13378850000004,30,32.885534500000006,22.564155500000005,1
Llama-2-7b-hf,42,intuitive_first,Wisconsin,Madison,Milwaukee,1.940140845,44.15848130188243,65.2503618730266,25,3.5455213,1.0,-1.4382,1.8863372999999999,144.18141948,11,10.133641761312637,21,224.97637850999996,20,67.30213339,4.939425499999999,20,171.3938569,15,0.0035384488593613274,30,414.13378850000004,30,32.885534500000006,22.564155500000005,1
Llama-2-13b-hf,1,correct_first,Australia,Canberra,Sydney,10.86749482,74.11979695682471,90.07738566857574,27,2.4823024,1.0,-0.76458216,2.65182204,146.57737407599998,14,10.128015068557414,31,302.54723952,27,72.61855298,87.31980085000001,27,177.06120072000002,16,0.006345792921719665,10,517.6803004999999,38,23.551896999999997,34.038000999999994,10
Llama-2-13b-hf,1,intuitive_first,Australia,Canberra,Sydney,10.86749482,70.76154660418882,99.93677883767009,27,2.0966642,1.0,-0.5036416,3.4024314,158.028335405,14,11.707758485207552,28,280.21800977,27,80.01471313,81.73501723,27,177.06120072000002,16,0.006345792921719665,10,517.6803004999999,38,23.551896999999997,34.038000999999994,10
Llama-2-13b-hf,2,correct_first,Brazil,Brasilia,Rio de Janeiro,2.790180361,24.63759420539775,65.08827474528202,22,1.3299792,1.0,-0.23027103,4.17980197,169.27357793,14,16.873251110845843,23,237.27304127699998,16,94.093039423,10.579513500000003,11,177.06120072000002,16,0.008652576738507603,23,505.430208,38,23.348060499999995,5.318345000000001,10
Llama-2-13b-hf,2,intuitive_first,Brazil,Brasilia,Rio de Janeiro,2.790180361,27.379912336746653,65.61481723087353,22,1.399586,1.0,-0.24318455,3.9748878499999996,176.79478319,18,17.487544950609774,22,226.66202127799997,15,92.47765732200003,11.394701,11,177.06120072000002,16,0.008652576738507603,23,505.430208,38,23.348060499999995,5.318345000000001,10
Llama-2-13b-hf,3,correct_first,Canada,Ottawa,Toronto,4.430716724,18.56029917955052,80.26659944834464,27,2.7893946,1.0,-0.780233,3.9911630000000002,155.34501984000002,14,17.95479810570437,22,200.6958422585,15,107.2999946415,9.258220099999997,27,177.06120072000002,16,0.04959172578511761,35,456.152246,0,52.019452000000015,3.3023489999999978,2
Llama-2-13b-hf,3,intuitive_first,Canada,Ottawa,Toronto,4.430716724,17.996070594137542,79.29543938431986,27,2.94124,1.0,-0.82893395,3.99106405,162.238361159,14,17.964690928962952,22,194.0741788715,15,109.7088051285,8.288114999999998,27,177.06120072000002,16,0.04959172578511761,35,456.152246,0,52.019452000000015,3.3023489999999978,2
Llama-2-13b-hf,4,correct_first,India,New Delhi,Mumbai,107.2815534,35.868744614582404,86.09326686974926,20,3.0691721,1.0,-1.1880801,4.1802069,155.640802564,14,4.818597894400657,38,362.9786181,16,153.3473175,11.497199500000002,20,177.06120072000002,16,0.029736652956084176,36,537.745182,38,31.857596000000008,3.5156055000000013,31
Llama-2-13b-hf,4,intuitive_first,India,New Delhi,Mumbai,107.2815534,33.996534947167184,83.21820891171835,31,3.1344318,1.0,-1.045463,4.2605678000000005,167.13959045000001,14,5.778837967183273,32,352.8256441,16,147.88564939999998,11.377282499999996,20,177.06120072000002,16,0.029736652956084176,36,537.745182,38,31.857596000000008,3.5156055000000013,31
Llama-2-13b-hf,5,correct_first,Morrocco,Rabat,Marrakesh,0.5371287129,44.027646062308676,92.48418040965585,23,3.6725972,1.0,-1.2663373,1.8960439,183.12463986,14,11.959591240002199,27,296.50698493,23,133.82271036999998,18.674854000000003,23,177.06120072000002,16,0.00590749917664753,30,519.811597,38,45.3785485,8.145743000000003,6
Llama-2-13b-hf,5,intuitive_first,Morrocco,Rabat,Marrakesh,0.5371287129,40.05761044325129,86.55536616015473,23,3.4060547,1.0,-0.96643376,2.8583040399999997,195.7639015,14,12.003432318370214,28,285.80670928999996,23,121.97743120999998,17.856273500000004,23,177.06120072000002,16,0.00590749917664753,30,519.811597,38,45.3785485,8.145743000000003,6
Llama-2-13b-hf,6,correct_first,New Zealand,Wellington,Auckland,3.997663551,58.94427590427189,113.56980851689687,32,3.7666442,1.0,-1.7040287,1.3885916999999999,152.72453703000002,14,12.898121407811344,27,302.04390540500003,26,192.83436129499998,4.525898499999997,26,177.06120072000002,16,0.023977782439340622,35,527.0962764999999,35,43.59100500000001,3.6647329999999982,5
Llama-2-13b-hf,6,intuitive_first,New Zealand,Wellington,Auckland,3.997663551,54.43866954954529,106.48215005909623,26,3.75204,1.0,-1.6067224,2.0890626,155.210848,14,12.81082876814625,27,305.702508676,26,184.806689024,4.344747000000002,26,177.06120072000002,16,0.023977782439340622,35,527.0962764999999,35,43.59100500000001,3.6647329999999982,5
Llama-2-13b-hf,7,correct_first,Pakistan,Islamabad,Karachi,13.92307692,56.272598620035694,94.9256411443704,25,3.4428055,1.0,-1.1574522,2.1982429999999997,172.82976990999998,14,11.020329706942738,30,280.64314919000003,25,83.54490291,21.814897500000004,25,177.06120072000002,16,0.017951179639239857,18,476.5165395,38,26.841121499999996,20.296606499999996,12
Llama-2-13b-hf,7,intuitive_first,Pakistan,Islamabad,Karachi,13.92307692,55.39668485972483,98.38512613032377,25,3.2388778,1.0,-0.91100353,2.75276187,180.03296883,14,13.516007949897043,26,266.99494524,25,87.15623345999998,20.521667200000003,25,177.06120072000002,16,0.017951179639239857,18,476.5165395,38,26.841121499999996,20.296606499999996,12
Llama-2-13b-hf,8,correct_first,South Africa,Pretoria,Johannesburg,2.133333333,115.12573459858083,101.28259581993014,34,3.825779,1.0,-1.8122948,2.7171747,169.18568258,14,3.387218319334592,37,457.83350139999993,34,23.424331100000003,199.66285499500003,34,177.06120072000002,16,0.01429436799981128,37,571.129349,37,9.378985,62.46986600000001,37
Llama-2-13b-hf,8,intuitive_first,South Africa,Pretoria,Johannesburg,2.133333333,113.20896218776103,105.09283558514954,33,3.5657663,1.0,-1.3680555,4.160569000000001,170.56626664,14,4.667062875390893,35,453.78725000000003,34,28.010363000000005,209.89705431300004,34,177.06120072000002,16,0.01429436799981128,37,571.129349,37,9.378985,62.46986600000001,37
Llama-2-13b-hf,9,correct_first,Switzerland,Bern,Zurich,3.247767857,47.253676609250384,75.37176603619432,37,3.7816968,0.5,-2.082823,1.6933031,167.59593146999998,14,8.019683364834378,37,296.0634588,22,48.28976999999999,51.3706052,37,177.06120072000002,16,0.014820251307300164,23,508.6840920000001,38,8.001584999999999,19.220401999999993,7
Llama-2-13b-hf,9,intuitive_first,Switzerland,Bern,Zurich,3.247767857,45.56582800466819,75.89669049373477,37,3.7181196,0.5,-2.0518231,2.6512366,167.36854135,14,5.573113076083404,33,308.17146379999997,16,48.1008676,58.811353999999994,37,177.06120072000002,16,0.014820251307300164,23,508.6840920000001,38,8.001584999999999,19.220401999999993,7
Llama-2-13b-hf,10,correct_first,Turkey,Ankara,Istanbul,2.926126126,97.16319495710555,81.65495995471704,34,2.9689784,1.0,-0.8998585,1.6172236999999998,182.02567000000002,14,4.857073377519293,35,367.95333419,34,14.31661961,153.03037153000002,34,177.06120072000002,16,0.006282240900600407,37,516.8463370000001,38,2.3574079999999995,53.984932000000015,37
Llama-2-13b-hf,10,intuitive_first,Turkey,Ankara,Istanbul,2.926126126,89.96477851951445,96.59341300612674,34,2.801314,1.0,-0.7249744,2.7186899,188.83143735,14,5.383075441109719,34,355.71738738600004,34,25.768725914,140.90816572999998,34,177.06120072000002,16,0.006282240900600407,37,516.8463370000001,38,2.3574079999999995,53.984932000000015,37
Llama-2-13b-hf,11,correct_first,United Arab Emirates,Abu Dhabi,Dubai,1.9375,66.32933409184113,83.28940880780057,33,3.1120894,1.0,-0.9916891,2.5874292000000003,160.11610337999997,14,7.887201310179855,33,342.595699611,27,36.294780889,87.11570696000001,33,177.06119249,16,0.008366327712185505,37,526.410222,14,39.4094245,8.551457499999998,14
Llama-2-13b-hf,11,intuitive_first,United Arab Emirates,Abu Dhabi,Dubai,1.9375,56.11152957049032,84.21707745455328,33,2.9133232,1.0,-0.8764251,3.7381565,159.71531065,14,8.053148900705185,33,341.561575714,27,46.156644086,85.93568110000001,33,177.06119249,16,0.008366327712185505,37,526.410222,14,39.4094245,8.551457499999998,14
Llama-2-13b-hf,12,correct_first,Alabama,Montgomery,Birmingham,1.010416667,44.91777259867945,92.673946951678,31,3.058723,1.0,-0.8595419,2.4502907,183.78408265000002,14,9.583788728769019,31,307.54960500000004,27,125.95318289999999,9.286485500000001,8,177.06120072000002,16,0.003157477417287131,33,541.6987295,38,17.991406999999995,19.727897500000005,1
Llama-2-13b-hf,12,intuitive_first,Alabama,Montgomery,Birmingham,1.010416667,42.134535951841016,96.09425594836136,31,2.7996917,1.0,-0.6913471,3.2801972,189.8116843,14,9.794670593487862,31,300.54316821,23,136.42044119000002,10.4557315,8,177.06120072000002,16,0.003157477417287131,33,541.6987295,38,17.991406999999995,19.727897500000005,1
Llama-2-13b-hf,13,correct_first,Alaska,Juneau,Anchorage,9.099678457,47.48058060087154,50.425018943924336,37,3.3744166,1.0,-1.1913235,2.2091522,171.73217992,14,2.64113229745066,37,400.273999,37,18.730464599999998,13.702557100000002,37,177.06120072000002,16,0.0029498264684121567,7,541.903279,7,7.700906500000006,32.75784849999999,0
Llama-2-13b-hf,13,intuitive_first,Alaska,Juneau,Anchorage,9.099678457,50.92568424444437,53.61593389572511,37,3.3349483,1.0,-1.1820517,2.5107688,174.45421477999997,14,2.5066141040908128,37,403.9448983,37,16.9418778,18.483604699999997,37,177.06120072000002,16,0.0029498264684121567,7,541.903279,7,7.700906500000006,32.75784849999999,0
Llama-2-13b-hf,14,correct_first,California,Sacramento,Los Angeles,7.210626186,26.178030097995368,86.2294376105849,26,2.641227,1.0,-0.6920628,4.427723200000001,159.180467808,14,16.273532468561008,24,226.6759276411,15,116.50605205890002,33.154410399999996,27,177.06120072000002,16,0.007040554800454796,35,511.75521000000003,3,26.292708999999995,9.065193499999998,3
Llama-2-13b-hf,14,intuitive_first,California,Sacramento,Los Angeles,7.210626186,20.771285046708908,125.06372140900052,24,1.5058987,1.0,-0.28442535,6.81832965,157.4874517582,15,18.72865953501651,21,218.39681667685,20,179.44998912315,28.151003000000003,24,177.06120072000002,16,0.007040554800454796,35,511.75521000000003,3,26.292708999999995,9.065193499999998,3
Llama-2-13b-hf,15,correct_first,Connecticut,Hartford,Bridgeport,1.243697479,26.942307382776285,94.68403253086974,31,3.7380905,1.0,-1.454038,4.750969,177.26524603000001,14,13.827508132595847,26,285.64868073,20,182.02232467000002,1.3899919999999995,20,177.06120072000002,16,0.015707175985446326,16,483.792475,7,76.25179150000001,2.983236999999999,15
Llama-2-13b-hf,15,intuitive_first,Connecticut,Hartford,Bridgeport,1.243697479,26.969880736155933,99.09804677423445,31,3.4284432,1.0,-1.0741408,5.2741115,182.9026991,14,14.546295430537118,26,272.19840403,20,186.28893806999997,1.8551999999999982,20,177.06120072000002,16,0.015707175985446326,16,483.792475,7,76.25179150000001,2.983236999999999,15
Llama-2-13b-hf,16,correct_first,Delaware,Dover,Wilmington,1.791563275,73.57451007919234,85.60876954285992,34,3.4841352,1.0,-1.3879141,1.7299548999999999,188.87122789999998,18,4.374986322513994,35,394.15114638,34,29.157662020000004,58.036389799999995,34,177.06120072000002,16,0.019195930313574416,37,531.1994395,37,54.06734399999999,4.086814499999999,21
Llama-2-13b-hf,16,intuitive_first,Delaware,Dover,Wilmington,1.791563275,73.53742035991144,78.08500578181338,35,3.5316482,1.0,-1.4385027,1.6844312000000001,191.3771479,18,3.562674877323411,35,398.14868027,35,24.741729229999997,64.9357435,35,177.06120072000002,16,0.019195930313574416,37,531.1994395,37,54.06734399999999,4.086814499999999,21
Llama-2-13b-hf,17,correct_first,Florida,Tallahassee,Jacksonville,4.917073171,60.89481778664786,124.95430036148915,33,2.8666995,1.0,-0.77975476,5.01905824,170.41109905500002,14,5.497167828106802,34,410.093826915,33,53.180421384999995,77.24805629999999,33,177.06119492,16,0.018039256047672377,37,532.0897170000001,37,35.043376,3.6167514999999995,37
Llama-2-13b-hf,17,intuitive_first,Florida,Tallahassee,Jacksonville,4.917073171,57.45933215400398,134.42546521122387,33,2.1972103,1.0,-0.49834797,6.34105103,173.572699676,14,5.812445034205167,34,388.07840784,33,64.83401426,56.618363599999995,33,177.06119492,16,0.018039256047672377,37,532.0897170000001,37,35.043376,3.6167514999999995,37
Llama-2-13b-hf,18,correct_first,Illinois,Springfield,Chicago,23.53153153,66.36429609332939,80.04958206424965,25,3.382641,1.0,-1.0862473,2.0591289,188.53794589999998,18,7.954383790339389,37,317.49874046,25,31.55613614,102.91143811000002,25,177.06120072000002,16,0.003883084914218597,35,545.7160900000001,0,30.952005,3.1163679999999996,3
Llama-2-13b-hf,18,intuitive_first,Illinois,Springfield,Chicago,23.53153153,59.29843047751233,91.73971622138265,25,2.9619322,1.0,-0.81095594,3.2299566600000005,187.0287093,18,8.265437444982854,37,310.5417023,20,50.0810178,76.69698110000002,25,177.06120072000002,16,0.003883084914218597,35,545.7160900000001,0,30.952005,3.1163679999999996,3
Llama-2-13b-hf,19,correct_first,Kansas,Topeka,Wichita,3.16,50.430130661225704,94.68460356008097,35,3.1032534,1.0,-0.9262385,1.9622335000000002,164.24697394,14,5.840830284254432,35,353.97598027600003,33,110.343448224,4.517473999999998,35,177.06120072000002,16,0.003080895023578543,37,559.760939,32,11.826200999999992,27.129453500000004,5
Llama-2-13b-hf,19,intuitive_first,Kansas,Topeka,Wichita,3.16,47.25815736715612,99.42463083900752,35,2.276134,1.0,-0.5153763,2.7517844,174.31285212,14,6.623829966564269,35,333.880085011,33,124.25987728900002,4.458371000000001,35,177.06120072000002,16,0.003080895023578543,37,559.760939,32,11.826200999999992,27.129453500000004,5
Llama-2-13b-hf,20,correct_first,Kentucky,Frankfort,Louisville,21.95729537,62.8922651706861,59.61723702891318,26,3.4066198,1.0,-1.2420356,1.5872374000000002,187.84804250000002,14,3.0036026612273083,38,396.9797639,26,6.8436016,95.71109010000004,37,177.06120072000002,16,0.0012332564550393958,32,582.0206794999999,38,1.0285054999999996,84.03209749999998,12
Llama-2-13b-hf,20,intuitive_first,Kentucky,Frankfort,Louisville,21.95729537,50.540292998045416,76.41427997717818,26,2.3393123,1.0,-0.5261954,3.7143136000000005,193.30714310000002,14,6.745149492218065,37,362.7362033,26,21.366232400000005,75.74942119999999,26,177.06120072000002,16,0.0012332564550393958,32,582.0206794999999,38,1.0285054999999996,84.03209749999998,12
Llama-2-13b-hf,21,correct_first,Louisiana,Baton Rouge,New Orleans,1.63255814,34.68119840508113,63.620862503487814,25,3.0348573,1.0,-0.883424,1.3881388,194.0349412,14,13.00652639309975,27,270.83501713,20,92.87445266999998,5.986135500000001,23,177.06119492,16,0.0017073885157098507,36,590.5869594999999,6,4.8134005,57.655178000000014,6
Llama-2-13b-hf,21,intuitive_first,Louisiana,Baton Rouge,New Orleans,1.63255814,30.81772391698259,83.77749249432344,27,1.9122105,1.0,-0.3808303,3.2206364,176.38101352,15,13.419685950900348,27,274.91906817,20,121.80676153,6.860503999999999,22,177.06119492,16,0.0017073885157098507,36,590.5869594999999,6,4.8134005,57.655178000000014,6
Llama-2-13b-hf,22,correct_first,Maine,Augusta,Portland,3.619791667,61.59817368797776,64.91107383405259,37,2.8683186,1.0,-0.76670814,2.32279386,183.25190299999997,14,2.5360835255931256,37,372.11665211,37,32.78993699000001,72.3190929,37,177.06120072000002,16,0.004597490896158945,0,524.7234405,7,19.236337,44.131542,7
Llama-2-13b-hf,22,intuitive_first,Maine,Augusta,Portland,3.619791667,59.18579711311128,69.76792552575179,37,2.8042178,1.0,-0.7041099,3.0964650999999996,185.42893175,14,2.427200642873072,37,372.53983658000004,37,33.44094532,60.82739640000001,37,177.06120072000002,16,0.004597490896158945,0,524.7234405,7,19.236337,44.131542,7
Llama-2-13b-hf,23,correct_first,Maryland,Annapolis,Baltimore,13.72208437,75.82250213584621,77.04509256480044,35,3.2540793,1.0,-1.0707456,2.5584468,182.64141853,14,8.824275692073197,31,322.8691294,27,45.883349900000006,106.67551374,27,177.06120072000002,16,0.006934611162329645,0,515.317967,0,32.26512749999999,10.746413,0
Llama-2-13b-hf,23,intuitive_first,Maryland,Annapolis,Baltimore,13.72208437,68.07474538434565,79.57912589145306,35,3.1768463,1.0,-0.965222,3.229743,186.69179756,14,9.440628233042089,31,307.9689047,27,51.0135802,82.11227154000001,27,177.06120072000002,16,0.006934611162329645,0,515.317967,0,32.26512749999999,10.746413,0
Llama-2-13b-hf,24,correct_first,Michigan,Lansing,Detroit,5.625,102.90573613618588,102.0722468878239,35,3.038513,1.0,-0.9629178,2.0694637,174.09405271,18,4.461694686611334,35,400.70758446,34,46.017050739999995,162.42982146,35,177.06120072000002,16,0.013335013056352367,37,548.4063229999999,37,9.241127,40.93258349999999,37
Llama-2-13b-hf,24,intuitive_first,Michigan,Lansing,Detroit,5.625,93.91855734045791,115.53674444859891,35,2.2014744,1.0,-0.5164307,3.3971357,175.71594733,18,4.767423024550472,35,382.104304167,33,51.783777833,136.17146693,35,177.06120072000002,16,0.013335013056352367,37,548.4063229999999,37,9.241127,40.93258349999999,37
Llama-2-13b-hf,25,correct_first,Minnesota,St. Paul,Minneapolis,1.408026756,75.36813923665966,52.203621914863135,35,3.396604,1.0,-1.5961314,1.9524202000000002,172.28076202,18,2.435357027217413,38,430.7680281,35,8.3109628,123.24245919999998,35,177.06120072000002,16,0.018642805435121042,37,504.66392299999995,38,47.3770145,7.227084999999997,9
Llama-2-13b-hf,25,intuitive_first,Minnesota,St. Paul,Minneapolis,1.408026756,77.0529666603102,51.61589119304926,35,3.45453,1.0,-1.7496489,2.1004021,167.60684822000002,18,2.292975486540872,38,438.5886565,35,7.5976368,121.31922069999999,35,177.06120072000002,16,0.018642805435121042,37,504.66392299999995,38,47.3770145,7.227084999999997,9
Llama-2-13b-hf,26,correct_first,Montana,Helena,Billings,3.426183844,45.27890026790724,97.02262078729449,33,3.8611212,1.0,-1.5908041,2.0686589,184.88743554,14,7.198990273816356,38,334.2681149,24,82.77528680000002,13.564642000000003,24,177.06120072000002,16,0.006980953176989924,4,525.990967,35,71.70102099999998,6.5502884999999935,10
Llama-2-13b-hf,26,intuitive_first,Montana,Helena,Billings,3.426183844,38.07604076749803,101.81775172524291,33,3.4633348,1.0,-1.119783,3.2600620000000005,192.88882939,14,8.57556706324482,33,320.210686404,24,101.53286229600002,11.7159015,24,177.06120072000002,16,0.006980953176989924,4,525.990967,35,71.70102099999998,6.5502884999999935,10
Llama-2-13b-hf,27,correct_first,Nebraska,Lincoln,Omaha,1.606060606,65.2213563894909,95.1289479637156,24,3.2012665,1.0,-1.0649109,1.6241875000000001,175.46434363999998,14,5.349495216705972,38,323.31173839999997,20,129.6904853,15.4369673,18,177.06120072000002,16,0.010177180031631414,14,497.3624195,38,68.36802449999999,9.460551,1
Llama-2-13b-hf,27,intuitive_first,Nebraska,Lincoln,Omaha,1.606060606,75.06995186395193,94.04453750542761,24,3.28553,1.0,-1.1969723,0.9972954,179.92373974,14,5.9641997467968535,38,325.7047313,20,117.22475400000002,18.686386799999998,18,177.06120072000002,16,0.010177180031631414,14,497.3624195,38,68.36802449999999,9.460551,1
Llama-2-13b-hf,28,correct_first,Nevada,Carson City,Las Vegas,11.63194444,68.44379774110647,127.40857062982093,33,2.5289648,1.0,-0.6100945,3.8091985,176.54661370000002,18,8.307447363478696,33,300.044274377,22,48.132875422999994,34.5080339,33,177.06120072000002,16,0.013274861191093574,37,490.63954249999995,35,5.966378500000001,31.008130499999993,9
Llama-2-13b-hf,28,intuitive_first,Nevada,Carson City,Las Vegas,11.63194444,66.48282964246869,136.72993377883037,33,2.1206658,1.0,-0.45689946,4.68637654,169.27885518,15,8.719147313922303,33,296.389998768,22,65.930016332,21.5512473,33,177.06120072000002,16,0.013274861191093574,37,490.63954249999995,35,5.966378500000001,31.008130499999993,9
Llama-2-13b-hf,29,correct_first,New Hampshire,Concord,Manchester,2.561247216,44.390008195977614,83.32939990296207,32,3.315869,1.0,-1.0437417,3.1445353000000003,184.964806,14,6.616032976319584,34,347.30095752,22,51.865648379999996,19.910191400000006,32,177.06120072000002,16,0.0025319316871306426,37,595.849632,38,0.0,111.20519649999999,9
Llama-2-13b-hf,29,intuitive_first,New Hampshire,Concord,Manchester,2.561247216,47.95403687985843,82.74902031592745,32,3.156734,1.0,-0.9162506,3.2252064,190.76815369999997,14,6.16918802363843,35,342.98278026,22,50.07539533999999,18.8954793,32,177.06120072000002,16,0.0025319316871306426,37,595.849632,38,0.0,111.20519649999999,9
Llama-2-13b-hf,30,correct_first,New Jersey,Trenton,Newark,3.407572383,49.99481739999627,86.50315284771003,35,3.1454268,1.0,-0.9445162,3.919568,179.75786896,14,7.60869103059636,35,350.76112252999997,22,62.32060296999999,57.089857800000004,27,177.06120072000002,16,0.0077706712093826395,0,498.95575399999996,38,61.15892900000001,22.369501000000007,9
Llama-2-13b-hf,30,intuitive_first,New Jersey,Trenton,Newark,3.407572383,51.45161724445955,96.67636735730382,22,2.5396686,1.0,-0.61660993,4.47180567,179.24096741,14,8.293209276104863,35,337.59290777999996,22,70.61792231999999,45.2457719,22,177.06120072000002,16,0.0077706712093826395,0,498.95575399999996,38,61.15892900000001,22.369501000000007,9
Llama-2-13b-hf,31,correct_first,New Mexico,Santa Fe,Albuquerque,6.182019978,44.96554001919885,108.50798264228104,24,2.8286495,1.0,-0.7581339,2.4109659,172.79657615,14,14.838091876458355,25,250.44140572799998,20,156.455016872,16.828903500000003,20,177.06120072000002,16,0.0020592941299537398,38,583.7366925,38,0.6686439999999987,48.52471600000002,10
Llama-2-13b-hf,31,intuitive_first,New Mexico,Santa Fe,Albuquerque,6.182019978,48.030252723748426,105.16438795005752,24,3.0209324,1.0,-0.8819729,2.1584491,173.6219906,14,14.326776119633141,25,255.239332278,20,150.047823722,16.1062195,20,177.06120072000002,16,0.0020592941299537398,38,583.7366925,38,0.6686439999999987,48.52471600000002,10
Llama-2-13b-hf,32,correct_first,New York,Albany,New York,77.05825243,32.3573080217718,89.82558188256844,27,1.5077322,1.0,-0.2775523,3.1888877,176.520687457,25,16.78122576067565,23,210.1591164544,16,153.23772574559996,0.0,27,177.06120072000002,16,0.013533624292514673,25,503.846533,2,48.639875999999994,14.741227000000002,19
Llama-2-13b-hf,32,intuitive_first,New York,Albany,New York,77.05825243,29.43973597129967,100.85192351677763,27,1.6895831,1.0,-0.31584853,3.8600224699999997,168.78567446149998,14,17.539342270661194,22,208.7902418064,15,182.3696384936,0.0,27,177.06120072000002,16,0.013533624292514673,25,503.846533,2,48.639875999999994,14.741227000000002,19
Llama-2-13b-hf,33,correct_first,North Carolina,Raleigh,Charlotte,1.892712551,87.93694314179602,104.86546360809342,35,3.1211083,1.0,-0.9506122,3.8171928,195.86142940000002,14,4.863473164263186,35,373.40656283,34,47.211057970000006,111.5608239,35,177.06120072000002,16,0.016290124563892693,37,514.9949695,7,10.987791000000001,26.557281000000003,37
Llama-2-13b-hf,33,intuitive_first,North Carolina,Raleigh,Charlotte,1.892712551,90.65810628420088,105.93498838164075,35,2.7741008,1.0,-0.70187336,4.148364040000001,202.80217520000002,18,5.06665693267942,35,368.71931531999996,32,46.07773268000001,117.69780460999999,35,177.06120072000002,16,0.016290124563892693,37,514.9949695,7,10.987791000000001,26.557281000000003,37
Llama-2-13b-hf,34,correct_first,North Dakota,Bismarck,Fargo,1.815789474,21.622782695135502,70.06215701633174,34,2.6535563,1.0,-0.7304107,3.2493999999999996,171.16315773,14,5.2535161212195085,35,354.17551662000005,34,99.00718488000001,1.9523244999999996,15,177.06119492,16,0.015149653572558866,37,539.9622274999999,38,30.117160000000013,5.195757000000002,7
Llama-2-13b-hf,34,intuitive_first,North Dakota,Bismarck,Fargo,1.815789474,26.548518787743316,72.0257990243087,35,1.9907124,1.0,-0.44421494,3.90276306,176.93055063000003,14,5.352749436677738,35,348.5420255,35,90.87573330000001,1.8706855000000022,35,177.06119492,16,0.015149653572558866,37,539.9622274999999,38,30.117160000000013,5.195757000000002,7
Llama-2-13b-hf,35,correct_first,Oregon,Salem,Portland,3.45505618,93.10051855777756,105.72760645200162,34,3.0860527,1.0,-1.0228472,2.47933,182.33554492,18,5.275028471197611,34,410.29041125,34,28.493024249999998,135.5140083,34,177.06120072000002,16,0.009443483490571834,37,555.291414,37,6.9965399999999995,62.45971850000001,37
Llama-2-13b-hf,35,intuitive_first,Oregon,Salem,Portland,3.45505618,71.9372526681253,114.10191530779558,34,2.56083,1.0,-0.7203976,3.7545003999999995,173.227983,18,5.612002671771712,34,378.468849762,34,36.629495538,76.67610570000001,34,177.06120072000002,16,0.009443483490571834,37,555.291414,37,6.9965399999999995,62.45971850000001,37
Llama-2-13b-hf,36,correct_first,Pennsylvania,Harrisburg,Philadelphia,30.34,54.468505635512585,92.55803380546588,24,3.190887,1.0,-1.0277779,2.5400047,179.05427205,14,12.102978952682177,27,279.4896950465,24,45.7496777535,53.54093214,24,177.06120072000002,16,0.02607919446218529,16,471.042035,38,43.94697250000001,4.779697499999999,7
