model,item_id,entity,correct,intuitive,population_ratio,auc_boost_neg,auc_boost_pos,layer_argmax_boost,output_entropy,output_rank_correct,output_logprob_correct,output_logprobdiff,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,control_auc_entropy,control_layer_biggest_change_entropy,control_auc_rank_correct,control_layer_biggest_change_rank_correct,control_auc_logprob_correct,control_layer_biggest_change_logprob_correct,control_auc_logprobdiff_pos,control_auc_logprobdiff_neg,control_layer_biggest_change_logprobdiff
Llama-2-13b-hf,38,Texas,Austin,Houston,2.349848332,27.89818658003783,102.6152700661253,31,4.040979,0.3333333333333333,-2.432517,4.375805000000001,174.778816576,20,18.97905597919291,18,170.852234183,15,132.331304117,5.5435292,20,177.06120072000002,16,0.03862825518043521,31,479.81488449999995,38,51.72419699999999,0.7872339999999998,0
Llama-2-13b-hf,39,Vermont,Montpelier,Burlington,5.620253165,46.33096895213209,82.27255150796664,37,3.1338072,1.0,-0.93115133,3.9470863699999996,209.64448997,21,5.725622476992211,33,316.95375163999995,27,39.11356865999999,16.5331864,28,177.06120072000002,16,0.003157477417287131,33,541.6987295,38,32.7450175,1.7987015000000017,0
Llama-2-13b-hf,40,Virginia,Richmond,Virginia Beach,1.948051948,28.334995548627216,62.482640039570775,25,3.9924247,1.0,-1.8814669,4.056737399999999,197.12589625,18,17.996570329454862,21,204.84362635899998,15,85.19360664100002,3.0692638,1,177.06120072000002,16,0.04260220795987475,12,452.31270249999994,38,141.2904475,0.0,7
Llama-2-13b-hf,41,Washington,Olympia,Seattle,13.70967742,70.84965903749337,55.781569342954,27,4.2763977,0.3333333333333333,-2.5982757,0.5802087,192.73901727999998,20,5.558656636156171,35,302.9564576,27,15.963372000000003,86.4407232,1,177.06120072000002,16,0.008703641705475367,13,502.83153649999997,0,11.634350500000002,29.626558000000003,16
Llama-2-13b-hf,42,Wisconsin,Madison,Milwaukee,1.940140845,12.806616128086485,90.9052946952683,33,3.4880347,1.0,-1.1651357,4.371443299999999,196.28563315,20,11.037783095401641,30,263.83308607,25,106.56294242999999,4.155141,33,177.06120072000002,16,0.0023712795256133927,37,558.443297,3,61.67787949999999,3.6192215,3
Llama-2-70b-hf,1,Australia,Canberra,Sydney,10.86749482,98.48568806832884,229.23157434761376,74,2.5690262,1.0,-0.64901614,4.34807846,427.7897365762001,41,28.38565870956959,52,473.27179971121,50,172.21521718879,141.87737130000005,66,385.95870492,37,0.017124252887756576,77,1014.6635455,78,17.760074999999993,52.74270799999999,5
Llama-2-70b-hf,2,Brazil,Brasilia,Rio de Janeiro,2.790180361,40.981520997767866,150.10050138733752,46,3.5874496,1.0,-1.3738539,5.1749491,425.21714723,42,27.370637049802447,77,434.02114880399995,39,289.245320496,9.253552999999998,14,385.95870492,37,0.025879265719318097,7,927.4815120000001,78,93.96800250000004,1.9862214999999992,3
Llama-2-70b-hf,3,Canada,Ottawa,Toronto,4.430716724,50.913427435135226,245.42558021899504,68,2.4482207,1.0,-0.61275584,6.3684977599999995,388.6868140021,41,40.02228969751759,39,396.68511600606,39,500.60639639394003,9.649088599999995,39,385.95870492,37,0.04510756246027635,39,887.0351395,78,137.63475599999998,0.0,4
Llama-2-70b-hf,4,India,New Delhi,Mumbai,107.2815534,30.054345845751357,198.0602448253609,60,3.7669559,0.5,-2.1991334,7.384902599999999,419.9979032,41,10.061157489461884,62,682.9112931,62,411.83235939999986,4.026980499999997,60,385.95870492,37,0.04458976390055089,73,1018.9842120000001,78,60.84847550000002,3.4237874999999995,4
Llama-2-70b-hf,5,Morrocco,Rabat,Marrakesh,0.5371287129,57.362183594429375,191.7121445717877,50,3.3564732,1.0,-1.2061815,3.0116368000000002,425.175274387,44,28.741900223538945,56,430.68277841099996,50,401.18731658900003,2.807260000000001,6,385.95870492,37,0.06266812733587396,13,880.1757165,78,190.30889899999994,0.7261670000000002,11
Llama-2-70b-hf,6,New Zealand,Wellington,Auckland,3.997663551,69.78792189190334,284.6774451643383,66,2.818066,1.0,-0.7908717,5.1779603,415.55478686690003,46,31.153972659846396,50,464.81798906451,39,545.4168349354898,0.0,66,385.95870492,37,0.07194165444469208,69,952.8172105000001,78,60.499166,6.665028000000001,12
Llama-2-70b-hf,7,Pakistan,Islamabad,Karachi,13.92307692,52.51925356392198,178.67173981047395,50,3.8163767,1.0,-1.2820445,6.8027835,417.188767625,41,30.726222344028173,51,440.2510744149,39,244.12238268510004,28.947638199999997,5,385.95870492,37,0.016389586771316772,78,967.903593,78,84.547513,7.858368499999997,5
Llama-2-70b-hf,8,South Africa,Pretoria,Johannesburg,2.133333333,243.09743347286977,236.35129268291544,73,3.4351008,1.0,-1.1750112,2.3210153,403.541472977,42,8.40291241111362,73,979.6108731078,66,35.77597379219999,692.3292320514998,73,385.95870492,37,0.038319449507524174,76,1045.3753895,78,48.376253500000004,48.4641575,0
Llama-2-70b-hf,9,Switzerland,Bern,Zurich,3.247767857,88.08795544752454,192.37331943165873,72,3.3682756,1.0,-1.1914144,3.2246879999999996,395.77339331099995,39,29.651526428898677,51,498.7928467539,39,177.80673764609998,78.9252959,43,385.95870492,37,0.01067375978606222,28,993.5111415,78,36.7173435,36.91998000000002,7
Llama-2-70b-hf,10,Turkey,Ankara,Istanbul,2.926126126,135.3385527026556,223.80867365064978,69,2.989161,1.0,-0.9365511,3.1879909,418.8269375343,41,16.773788295742968,66,654.9419181057201,61,85.41635212428001,172.86055826999998,69,385.95870492,37,0.070357296478213,73,958.2777914999999,78,129.52627900000002,10.751728,1
Llama-2-70b-hf,11,United Arab Emirates,Abu Dhabi,Dubai,1.9375,79.02358066845647,206.69481111674176,73,3.5414262,0.5,-1.5991496,6.0353464,389.1386454671,39,35.07539100741245,49,345.08724717818995,7,258.27681222181,37.58324263000001,53,385.95866230999997,37,0.05213569512364109,76,912.156606,78,147.23439550000003,7.870117499999999,5
Llama-2-70b-hf,12,Alabama,Montgomery,Birmingham,1.010416667,88.35975018974025,181.85487323178094,54,2.4731104,1.0,-0.5997135,4.062703,418.3813761,44,26.387270857120377,56,494.6062350739999,39,352.5882829259999,8.399083000000001,3,385.95870492,37,0.00816340485416336,77,1043.8709534999998,78,14.5842595,61.028396500000014,17
Llama-2-70b-hf,13,Alaska,Juneau,Anchorage,9.099678457,84.88635603781857,145.81930754489252,69,2.4531658,1.0,-0.5950117,2.9215006999999997,532.5688396676,51,18.456211751126553,66,540.8107207985,53,130.52868970149996,5.538256900000001,69,385.95870492,37,0.01520856886492683,70,988.5134065,78,28.33031,58.56592500000001,10
Llama-2-70b-hf,14,California,Sacramento,Los Angeles,7.210626186,58.022872228499686,236.67774651656083,44,3.205151,1.0,-0.9087134,6.3230106,396.02327712809995,41,37.85272114586682,43,415.58062475516,39,503.9332145448398,46.92175579999999,44,385.95870492,37,0.013942078525881937,77,975.0527205000001,78,56.81882749999998,13.932694500000002,6
Llama-2-70b-hf,15,Connecticut,Hartford,Bridgeport,1.243697479,37.3416425110547,221.10450786336563,39,1.9935383,1.0,-0.4227504,8.7535856,380.4022542831,39,38.07447587156492,43,379.168997946044,39,525.0554560539558,2.9042650000000005,39,385.95870492,37,0.10794200719494344,7,860.2978325,78,194.067828,0.5535430000000012,4
Llama-2-70b-hf,16,Delaware,Dover,Wilmington,1.791563275,144.92487758348113,225.6637866544325,67,1.2688366,1.0,-0.22598024,4.62049016,430.26785849429996,44,12.552860984167678,67,811.69838060166,67,83.94076419833999,251.51071459000002,67,385.95870492,37,0.04933557400261465,76,1007.5186590000001,78,27.594187999999995,53.95302149999999,1
Llama-2-70b-hf,17,Florida,Tallahassee,Jacksonville,4.917073171,113.71263890233914,190.94936091204895,74,2.5745244,1.0,-0.65583175,4.48677625,509.50239205599996,44,15.387551331863389,65,715.04145311,62,58.69111918999999,297.3597070900001,74,385.95870492,37,0.13330560906710096,76,995.4363686,78,50.14493190000001,81.79035750000001,76
Llama-2-70b-hf,18,Illinois,Springfield,Chicago,23.53153153,96.69992506169032,212.9598868426595,63,2.7140212,1.0,-0.69878536,4.673751340000001,422.023594129,42,31.07856193177762,50,433.95972444100005,43,235.03583975900003,41.65148670000001,63,385.95870492,37,0.027648753547481947,4,921.6199225,78,144.375696,0.02531250000000007,4
Llama-2-70b-hf,19,Kansas,Topeka,Wichita,3.16,64.80794524516942,163.8717087929109,70,2.5473313,1.0,-0.596097,4.315728999999999,418.90349229000003,39,17.128239172991936,67,731.8208293270001,43,185.93152947299998,40.62312450000002,70,385.95870492,37,0.007153344950580653,76,1051.8596385,78,42.07894800000001,17.710226500000005,11
Llama-2-70b-hf,20,Kentucky,Frankfort,Louisville,21.95729537,110.40311707115102,191.95855229546305,70,2.936339,1.0,-0.7715198,3.1830224,425.03725747500005,39,14.341687731535565,70,634.7485747595,43,57.6465685405,159.60751370999998,70,385.95870492,37,0.005298924502547066,33,1046.7660234999998,78,33.1295675,11.27192300000001,12
Llama-2-70b-hf,21,Louisiana,Baton Rouge,New Orleans,1.63255814,53.44309564429771,217.7487172745658,50,2.228307,1.0,-0.4826527,4.8958383,408.6919804805,40,35.261086920981306,45,428.03542456540004,39,396.82146233459997,10.738437999999999,50,385.95870492,37,0.004867820300959937,30,1059.446152,78,33.722438999999994,74.184379,6
Llama-2-70b-hf,22,Maine,Augusta,Portland,3.619791667,115.44761330489241,184.0433487937878,71,2.151272,1.0,-0.5032423,4.3217833,407.99881272899995,39,16.026672942970556,66,637.9792862761001,43,92.8174854239,88.2756504,71,385.95870492,37,0.006650269392488093,73,1065.3122804999998,78,9.062326499999998,144.67434849999998,27
Llama-2-70b-hf,23,Maryland,Annapolis,Baltimore,13.72208437,118.36991364171158,236.0471921178984,68,2.9003844,1.0,-0.7994523,2.7365707,394.37980754,39,24.926020891480984,59,550.0657781707001,53,94.0218231293,142.722635612,68,385.95870492,37,0.009927433192583502,76,1009.1821669999999,78,114.27140550000001,1.214052999999998,37
Llama-2-70b-hf,24,Michigan,Lansing,Detroit,5.625,129.25161266555457,260.9832815681955,66,2.2705631,1.0,-0.5452489,5.2341461,464.1169395588,41,13.81903047374037,66,731.5710577075581,66,136.214378392442,252.30335318000004,66,385.95870492,37,0.06324494430366343,76,950.6860875,78,200.404842,0.2928040000000003,1
Llama-2-70b-hf,25,Minnesota,St. Paul,Minneapolis,1.408026756,189.8304491647421,195.8397274721194,69,2.6525679,0.5,-1.2161187,1.8613855,412.29214164999996,39,9.070823392143948,73,764.9223316060001,69,15.478881894,344.071263189,69,385.95870492,37,0.01922321069667698,76,1020.8548250000001,78,23.867486,51.00014699999999,6
Llama-2-70b-hf,26,Montana,Helena,Billings,3.426183844,47.39135556979164,224.5106546690977,64,2.3081043,1.0,-0.51471424,5.57285116,385.242077242,39,21.793127645676357,62,607.9914025692,50,251.56149043079998,26.117068999999994,64,385.95870492,37,0.005011134728619576,2,1079.2908695,78,45.087114,35.8765425,26
Llama-2-70b-hf,27,Nebraska,Lincoln,Omaha,1.606060606,62.01097275600882,194.02777686557738,73,2.0908346,1.0,-0.44829908,6.05734292,397.173105506,39,30.67160339193353,57,497.52484364099996,39,455.110650059,5.1100955,39,385.95870492,37,0.011781614191199895,43,996.5976375,78,117.05424650000002,26.381583999999997,78
Llama-2-70b-hf,28,Nevada,Carson City,Las Vegas,11.63194444,126.03815927558081,241.42385850176257,71,2.6978712,1.0,-0.6685955,4.6638565,416.0060085739,39,14.963689797086202,68,585.95102010115,12,113.08629219885,156.15314675000002,71,385.95870492,37,0.014897768954035755,77,990.6019285,78,4.249085000000001,73.27766599999998,2
Llama-2-70b-hf,29,New Hampshire,Concord,Manchester,2.561247216,85.84547772911331,217.31758773605887,64,2.653431,1.0,-0.6929226,6.0200891,547.238777204,64,18.295150185166495,64,574.401549505,64,118.66998639500002,109.60224980000002,64,385.95870492,37,0.010030343251447887,76,1015.46439,78,50.53227699999999,11.233802500000001,1
Llama-2-70b-hf,30,New Jersey,Trenton,Newark,3.407572383,89.63287683954833,258.5545189044889,67,2.7411733,1.0,-0.6954447,5.310354599999999,414.5641777953,41,22.723338487998404,59,573.86188667239,9,222.62138642761002,93.17573089999999,67,385.95870492,37,0.010231615209036753,76,1003.2838320000001,78,71.45934050000001,55.7589605,0
Llama-2-70b-hf,31,New Mexico,Santa Fe,Albuquerque,6.182019978,64.04200153721864,169.03786492364702,39,2.5435538,1.0,-0.6090889,3.5317041000000002,435.911300183,44,40.08516662570442,39,374.3295797077,39,349.5408831923001,2.6067490000000006,39,385.95870492,37,0.11569512930444995,23,841.3031799999999,78,174.85892799999993,7.250382999999999,4
Llama-2-70b-hf,32,New York,Albany,New York,77.05825243,98.62739725211179,228.63329424327583,44,2.4037812,1.0,-0.5233037,3.652293,402.5629782205,43,40.02335361055894,39,394.4699695703,39,419.3484301296999,37.99290169999999,39,385.95870492,37,0.0010042076001513093,0,1175.3794125,78,16.2216795,172.61688000000004,0
Llama-2-70b-hf,33,North Carolina,Raleigh,Charlotte,1.892712551,127.5271563198802,249.29427637235182,68,2.8335547,1.0,-0.7693851,5.4996549,483.8508543773,46,15.979039516263846,66,679.2493375143,58,89.8403541857,221.02645763,68,385.95870492,37,0.05765274056331248,76,994.3280185,78,39.0931055,79.87243300000002,1
Llama-2-70b-hf,34,North Dakota,Bismarck,Fargo,1.815789474,26.835051861414808,186.03016148744643,67,2.0239756,1.0,-0.42114526,7.18225174,464.1704553789,46,12.929928021313065,67,743.31126538644,67,185.99356711355998,6.033002499999995,67,385.95870492,37,0.04688455044993284,76,997.4268165,78,98.30151949999998,3.0104450000000007,5
Llama-2-70b-hf,35,Oregon,Salem,Portland,3.45505618,160.33251347434415,216.74005393321173,66,2.4707308,1.0,-0.6200234,3.9341326,397.88032033499996,39,11.652068339527013,69,914.0598432555,66,43.3582581445,398.8998775999999,66,385.95870492,37,0.03960505209702312,76,990.7807829999999,78,26.585941499999997,87.66646600000001,76
Llama-2-70b-hf,36,Pennsylvania,Harrisburg,Philadelphia,30.34,58.440709990465805,169.02774636094009,50,3.4748116,1.0,-1.1839113,4.2454557,399.70058664199996,39,35.50979114240456,45,398.32992067758,39,269.80094362241994,22.244542640000002,50,385.95870492,37,0.021527663357108137,36,936.221621,78,114.83461899999998,1.137304000000002,7
Llama-2-70b-hf,37,South Dakota,Pierre,Sioux Falls,15.57971014,43.367100603716935,164.35251462485314,63,3.57269,1.0,-1.2824236,4.094816099999999,414.70520207800007,41,36.317737457562345,44,483.7903944447,39,309.8611302553,23.295401299999998,43,385.95870492,37,0.0046799454516939405,9,1041.045314,78,55.049678,12.520564999999998,9
Llama-2-70b-hf,38,Texas,Austin,Houston,2.349848332,44.19925621779073,193.78886457892946,46,3.2959118,1.0,-1.0773897,6.5752506,377.26650253133,39,40.10313582632497,39,380.246904680397,39,491.1899359196031,29.8776356,39,385.95870492,37,0.0188595678807817,41,950.6011914999999,78,127.24953599999999,4.422541499999998,2
Llama-2-70b-hf,39,Vermont,Montpelier,Burlington,5.620253165,60.79774560769947,164.25523532707152,57,2.2958138,1.0,-0.5520339,5.176427800000001,388.0258289540001,39,25.458233236330475,57,537.987224388,55,164.999858112,2.636081199999999,57,385.95870492,37,0.00816340485416336,77,1043.8709534999998,78,5.472941500000003,59.3828785,15
Llama-2-70b-hf,40,Virginia,Richmond,Virginia Beach,1.948051948,49.31289991462993,123.72748562766564,64,3.287866,1.0,-0.95599455,4.26457345,390.99279270700004,39,35.0039237361479,49,467.978123265,39,180.11705380499998,44.28793761199999,12,385.95870492,37,0.01030876949205737,78,1016.957134,78,100.76219450000002,14.349240500000006,3
Llama-2-70b-hf,41,Washington,Olympia,Seattle,13.70967742,68.37668309163519,223.21862550544395,44,1.996904,1.0,-0.39383668,3.42872362,377.39692218002006,39,32.03380059289471,51,416.247778043646,44,372.26520705635403,28.2444165,44,385.95870492,37,0.022795169692169617,1,948.2341355,78,132.71734500000002,0.2490780000000008,0
Llama-2-70b-hf,42,Wisconsin,Madison,Milwaukee,1.940140845,46.638238860058465,166.41880078320222,55,2.8594427,1.0,-0.7735386,6.1964397,402.264818387,39,32.80150606271293,50,433.29555907429994,39,349.88968012569995,5.889558799999997,7,385.95870492,37,0.06653205763881703,33,908.2810793000001,78,285.9717276999999,0.6693239999999996,11
